Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage,
2/16/20 19:32,0.0036271,,2/16/20 19:32,1.069594,,2/16/20 19:32,0.0415267,,2/16/20 19:32,0.0078712,,2/16/20 19:32,0.0026492,,2/16/20 19:32,62.50072823,,2/16/20 19:32,0.0020867,,2/16/20 19:32,1.0320917,,2/16/20 19:32,0.0410056,,2/16/20 19:32,0.0111779,,2/16/20 19:32,0.0033347,,2/16/20 19:32,62.50072823,,2/16/20 19:32,3.178119659
2/16/20 19:43,0.0028824,,2/16/20 19:43,1.0037706,,2/16/20 19:43,0.0473455,,2/16/20 19:43,0.0116843,,2/16/20 19:43,0.0030708,,2/16/20 19:43,61.97225838,,2/16/20 19:43,0.0021031,,2/16/20 19:43,0.9911416,,2/16/20 19:43,0.046947,,2/16/20 19:43,0.0086126,,2/16/20 19:43,0.0029973,,2/16/20 19:43,61.97225838,,2/16/20 19:43,3.177924156
2/16/20 19:52,0.0031442,,2/16/20 19:52,1.0008744,,2/16/20 19:52,0.0444554,,2/16/20 19:52,0.0129304,,2/16/20 19:52,0.0042193,,2/16/20 19:53,61.83132439,,2/16/20 19:52,0.004618,,2/16/20 19:52,0.9606327,,2/16/20 19:52,0.044807,,2/16/20 19:52,0.0096506,,2/16/20 19:52,0.0031105,,2/16/20 19:53,61.83132439,,2/16/20 19:53,3.178217173
2/16/20 20:02,0.0021355,,2/16/20 20:02,1.0196995,,2/16/20 20:02,0.0492568,,2/16/20 20:02,0.0093791,,2/16/20 20:02,0.0031012,,2/16/20 20:03,62.00747986,,2/16/20 20:02,0.0025246,,2/16/20 20:02,0.988075,,2/16/20 20:02,0.0425993,,2/16/20 20:02,0.008604,,2/16/20 20:02,0.0031883,,2/16/20 20:03,62.00747986,,2/16/20 20:03,3.177924156
2/16/20 20:12,0.0025674,,2/16/20 20:12,1.0502901,,2/16/20 20:12,0.0431357,,2/16/20 20:12,0.0088788,,2/16/20 20:12,0.002995,,2/16/20 20:13,61.90177078,,2/16/20 20:12,0.0030423,,2/16/20 20:12,0.9854746,,2/16/20 20:12,0.048979,,2/16/20 20:12,0.0100295,,2/16/20 20:12,0.0030406,,2/16/20 20:13,61.90177078,,2/16/20 20:13,3.178315163
2/16/20 20:22,0.0027431,,2/16/20 20:22,1.0062346,,2/16/20 20:22,0.0464843,,2/16/20 20:22,0.0108308,,2/16/20 20:22,0.0032085,,2/16/20 20:23,62.28930664,,2/16/20 20:22,0.0039867,,2/16/20 20:22,0.9657606,,2/16/20 20:22,0.041994,,2/16/20 20:22,0.0085305,,2/16/20 20:22,0.0028573,,2/16/20 20:23,62.28930664,,2/16/20 20:23,3.177826643
2/16/20 20:32,0.0019049,,2/16/20 20:32,1.0246977,,2/16/20 20:32,0.0486535,,2/16/20 20:32,0.0101584,,2/16/20 20:32,0.0029678,,2/16/20 20:32,61.9369957,,2/16/20 20:32,0.0023012,,2/16/20 20:32,0.9748874,,2/16/20 20:32,0.0469607,,2/16/20 20:32,0.0090842,,2/16/20 20:32,0.0026574,,2/16/20 20:32,61.9369957,,2/16/20 20:32,3.177631378
2/16/20 20:42,0.0026129,,2/16/20 20:42,0.9556628,,2/16/20 20:42,0.0459076,,2/16/20 20:42,0.0113089,,2/16/20 20:42,0.0039951,,2/16/20 20:42,61.9369957,,2/16/20 20:42,0.0033492,,2/16/20 20:42,0.9889175,,2/16/20 20:42,0.0443601,,2/16/20 20:42,0.0115913,,2/16/20 20:42,0.0034541,,2/16/20 20:42,61.9369957,,2/16/20 20:42,3.177924156
2/16/20 20:52,0.0018958,,2/16/20 20:52,1.0441884,,2/16/20 20:53,0.0491552,,2/16/20 20:53,0.0112608,,2/16/20 20:53,0.0029424,,2/16/20 20:53,61.79610291,,2/16/20 20:53,0.002284,,2/16/20 20:53,1.0353942,,2/16/20 20:52,0.0450447,,2/16/20 20:52,0.0091075,,2/16/20 20:52,0.0031863,,2/16/20 20:53,61.79610291,,2/16/20 20:53,3.177338362
2/16/20 21:02,0.0022742,,2/16/20 21:02,0.9575021,,2/16/20 21:02,0.0523506,,2/16/20 21:02,0.0084709,,2/16/20 21:02,0.002916,,2/16/20 21:03,61.79610291,,2/16/20 21:02,0.0025497,,2/16/20 21:02,1.0422801,,2/16/20 21:02,0.0595849,,2/16/20 21:02,0.0092062,,2/16/20 21:02,0.0026831,,2/16/20 21:03,61.79610291,,2/16/20 21:03,3.176947355
2/16/20 21:12,0.0019635,,2/16/20 21:12,1.0329482,,2/16/20 21:12,0.044689,,2/16/20 21:12,0.0087409,,2/16/20 21:12,0.0028968,,2/16/20 21:13,61.97225838,,2/16/20 21:12,0.0036764,,2/16/20 21:12,0.9951575,,2/16/20 21:12,0.0479641,,2/16/20 21:12,0.0076418,,2/16/20 21:12,0.0031952,,2/16/20 21:13,61.97225838,,2/16/20 21:13,3.177435875
2/16/20 21:22,0.0029699,,2/16/20 21:22,0.9943522,,2/16/20 21:22,0.0487555,,2/16/20 21:22,0.0096578,,2/16/20 21:22,0.0030888,,2/16/20 21:23,62.18363876,,2/16/20 21:22,0.0025374,,2/16/20 21:22,1.0248408,,2/16/20 21:22,0.0460813,,2/16/20 21:22,0.0101992,,2/16/20 21:22,0.0036973,,2/16/20 21:23,62.18363876,,2/16/20 21:23,3.177045107
2/16/20 21:32,0.0026108,,2/16/20 21:32,0.9964017,,2/16/20 21:32,0.0463802,,2/16/20 21:32,0.008838,,2/16/20 21:32,0.0029773,,2/16/20 21:32,62.25408173,,2/16/20 21:32,0.0036923,,2/16/20 21:32,0.967996,,2/16/20 21:32,0.0457405,,2/16/20 21:32,0.0104754,,2/16/20 21:32,0.0030499,,2/16/20 21:32,62.25408173,,2/16/20 21:32,3.176654577
2/16/20 21:42,0.0014739,,2/16/20 21:42,1.0243473,,2/16/20 21:42,0.044789,,2/16/20 21:42,0.0078241,,2/16/20 21:42,0.0024427,,2/16/20 21:42,61.79610291,,2/16/20 21:42,0.001136,,2/16/20 21:42,1.0424317,,2/16/20 21:42,0.0407002,,2/16/20 21:42,0.0080285,,2/16/20 21:42,0.0025703,,2/16/20 21:42,61.79610291,,2/16/20 21:42,3.176459074
2/16/20 21:52,0.003825,,2/16/20 21:52,1.0003431,,2/16/20 21:52,0.0440581,,2/16/20 21:52,0.0114379,,2/16/20 21:52,0.0032977,,2/16/20 21:52,61.83132439,,2/16/20 21:52,0.0020179,,2/16/20 21:52,0.987665,,2/16/20 21:52,0.0548848,,2/16/20 21:52,0.0118782,,2/16/20 21:52,0.0033323,,2/16/20 21:52,61.83132439,,2/16/20 21:52,3.176947355
2/16/20 22:03,0.0026624,,2/16/20 22:03,1.0359728,,2/16/20 22:03,0.0416267,,2/16/20 22:03,0.0074437,,2/16/20 22:03,0.0029463,,2/16/20 22:03,61.90177078,,2/16/20 22:03,0.0018372,,2/16/20 22:03,0.9631489,,2/16/20 22:03,0.0378897,,2/16/20 22:03,0.0093963,,2/16/20 22:03,0.0027941,,2/16/20 22:03,61.90177078,,2/16/20 22:03,3.176459074
2/16/20 22:12,0.0022209,,2/16/20 22:12,1.0066959,,2/16/20 22:12,0.0620967,,2/16/20 22:12,0.0122271,,2/16/20 22:12,0.0037935,,2/16/20 22:13,61.76083679,,2/16/20 22:12,0.0038647,,2/16/20 22:12,0.9630647,,2/16/20 22:12,0.0472218,,2/16/20 22:12,0.0095686,,2/16/20 22:12,0.003104,,2/16/20 22:13,61.76083679,,2/16/20 22:13,3.176068306
2/16/20 22:22,0.0030484,,2/16/20 22:22,1.0361188,,2/16/20 22:22,0.0521432,,2/16/20 22:22,0.0085113,,2/16/20 22:22,0.0027513,,2/16/20 22:22,61.86654587,,2/16/20 22:22,0.0028071,,2/16/20 22:22,1.020825,,2/16/20 22:22,0.0382202,,2/16/20 22:22,0.0115865,,2/16/20 22:22,0.0034573,,2/16/20 22:22,61.86654587,,2/16/20 22:22,3.175580025
2/16/20 22:32,0.003041,,2/16/20 22:32,1.0235299,,2/16/20 22:32,0.0476848,,2/16/20 22:32,0.0091935,,2/16/20 22:32,0.0032111,,2/16/20 22:32,62.11314774,,2/16/20 22:32,0.0018203,,2/16/20 22:32,1.0138998,,2/16/20 22:32,0.0468249,,2/16/20 22:32,0.0090394,,2/16/20 22:32,0.0030966,,2/16/20 22:32,62.11314774,,2/16/20 22:32,3.175970554
2/16/20 22:42,0.0016522,,2/16/20 22:42,0.9827793,,2/16/20 22:42,0.0426744,,2/16/20 22:42,0.0085828,,2/16/20 22:42,0.0030998,,2/16/20 22:42,62.00747986,,2/16/20 22:42,0.0021173,,2/16/20 22:42,1.0241949,,2/16/20 22:42,0.0460248,,2/16/20 22:42,0.0088423,,2/16/20 22:42,0.0027363,,2/16/20 22:42,62.00747986,,2/16/20 22:42,3.17538476
2/16/20 22:52,0.0031819,,2/16/20 22:52,0.9716793,,2/16/20 22:52,0.039604,,2/16/20 22:52,0.0085092,,2/16/20 22:52,0.0028753,,2/16/20 22:53,61.79610291,,2/16/20 22:52,0.0017181,,2/16/20 22:52,0.9642217,,2/16/20 22:52,0.04115,,2/16/20 22:52,0.0098445,,2/16/20 22:52,0.003261,,2/16/20 22:53,61.79610291,,2/16/20 22:53,3.17538476
2/16/20 23:02,0.0009896,,2/16/20 23:02,0.9999343,,2/16/20 23:02,0.0478855,,2/16/20 23:02,0.0086104,,2/16/20 23:02,0.002973,,2/16/20 23:03,62.14841385,,2/16/20 23:02,0.0026661,,2/16/20 23:02,0.9883727,,2/16/20 23:02,0.0413404,,2/16/20 23:02,0.0099017,,2/16/20 23:02,0.0028879,,2/16/20 23:03,62.14841385,,2/16/20 23:03,3.175482273
2/16/20 23:12,0.0029956,,2/16/20 23:12,1.0784284,,2/16/20 23:12,0.0492875,,2/16/20 23:12,0.012728,,2/16/20 23:12,0.003456,,2/16/20 23:13,62.21886024,,2/16/20 23:12,0.0030781,,2/16/20 23:12,0.9717085,,2/16/20 23:12,0.0451055,,2/16/20 23:12,0.0097272,,2/16/20 23:12,0.0035732,,2/16/20 23:13,62.21886024,,2/16/20 23:13,3.175091505
2/16/20 23:22,0.002845,,2/16/20 23:22,0.9539695,,2/16/20 23:22,0.0466657,,2/16/20 23:22,0.0105041,,2/16/20 23:22,0.0031455,,2/16/20 23:23,62.28930664,,2/16/20 23:22,0.0015648,,2/16/20 23:22,0.9822619,,2/16/20 23:22,0.0451901,,2/16/20 23:22,0.0118377,,2/16/20 23:22,0.0037883,,2/16/20 23:23,62.28930664,,2/16/20 23:23,3.17489624
2/16/20 23:32,0.0020627,,2/16/20 23:32,1.0293922,,2/16/20 23:32,0.0458266,,2/16/20 23:32,0.0107693,,2/16/20 23:32,0.0034831,,2/16/20 23:33,62.46546555,,2/16/20 23:32,0.0037556,,2/16/20 23:32,0.9982802,,2/16/20 23:32,0.0475312,,2/16/20 23:32,0.010435,,2/16/20 23:32,0.0029796,,2/16/20 23:33,62.46546555,,2/16/20 23:33,3.175482273
2/16/20 23:42,0.004385,,2/16/20 23:42,0.9985738,,2/16/20 23:42,0.0418342,,2/16/20 23:42,0.009706,,2/16/20 23:42,0.0030698,,2/16/20 23:43,61.69039383,,2/16/20 23:42,0.0025241,,2/16/20 23:42,1.0267111,,2/16/20 23:42,0.0437305,,2/16/20 23:42,0.0099391,,2/16/20 23:42,0.0035166,,2/16/20 23:43,61.69039383,,2/16/20 23:43,3.175189257
2/16/20 23:52,0.0036324,,2/16/20 23:52,1.0118226,,2/16/20 23:52,0.0476901,,2/16/20 23:52,0.0098039,,2/16/20 23:52,0.003327,,2/16/20 23:53,62.04270477,,2/16/20 23:52,0.0019274,,2/16/20 23:52,1.0005999,,2/16/20 23:52,0.0434224,,2/16/20 23:52,0.01314,,2/16/20 23:52,0.0035763,,2/16/20 23:53,62.04270477,,2/16/20 23:53,3.175189257
2/17/20 0:02,0.0021564,,2/17/20 0:02,1.0057033,,2/17/20 0:02,0.0480899,,2/17/20 0:02,0.0089403,,2/17/20 0:02,0.0027263,,2/17/20 0:03,61.90177078,,2/17/20 0:02,0.0014751,,2/17/20 0:02,0.9596105,,2/17/20 0:02,0.0471385,,2/17/20 0:02,0.0078535,,2/17/20 0:02,0.0027362,,2/17/20 0:03,61.90177078,,2/17/20 0:03,3.175189257
2/17/20 0:12,0.0029037,,2/17/20 0:12,1.0016335,,2/17/20 0:12,0.0594023,,2/17/20 0:12,0.0099902,,2/17/20 0:12,0.0035554,,2/17/20 0:12,62.14841385,,2/17/20 0:12,0.0047478,,2/17/20 0:12,0.9990609,,2/17/20 0:12,0.0501348,,2/17/20 0:12,0.0093685,,2/17/20 0:12,0.003148,,2/17/20 0:12,62.14841385,,2/17/20 0:12,3.174016953
2/17/20 0:22,0.0035518,,2/17/20 0:22,1.0133699,,2/17/20 0:22,0.0467119,,2/17/20 0:22,0.0108513,,2/17/20 0:22,0.0032764,,2/17/20 0:22,62.14841385,,2/17/20 0:22,0.0026066,,2/17/20 0:22,1.0053009,,2/17/20 0:22,0.050228,,2/17/20 0:22,0.009882,,2/17/20 0:22,0.0032132,,2/17/20 0:22,62.14841385,,2/17/20 0:22,3.174309969
2/17/20 0:32,0.0030961,,2/17/20 0:32,0.9887292,,2/17/20 0:32,0.0437685,,2/17/20 0:32,0.0087228,,2/17/20 0:32,0.0033362,,2/17/20 0:33,62.25408173,,2/17/20 0:32,0.0024359,,2/17/20 0:32,0.9786224,,2/17/20 0:32,0.0435142,,2/17/20 0:32,0.0120224,,2/17/20 0:32,0.0031977,,2/17/20 0:33,62.25408173,,2/17/20 0:33,3.173821688
2/17/20 0:42,0.0032544,,2/17/20 0:42,1.0517382,,2/17/20 0:42,0.0434526,,2/17/20 0:42,0.0094076,,2/17/20 0:42,0.003057,,2/17/20 0:43,62.14841385,,2/17/20 0:42,0.0037498,,2/17/20 0:42,1.0088225,,2/17/20 0:42,0.0432821,,2/17/20 0:42,0.0091223,,2/17/20 0:42,0.0030357,,2/17/20 0:43,62.14841385,,2/17/20 0:43,3.174114704
2/17/20 0:52,0.0018609,,2/17/20 0:52,1.0093994,,2/17/20 0:52,0.0463778,,2/17/20 0:52,0.0093591,,2/17/20 0:52,0.0031132,,2/17/20 0:53,62.04270477,,2/17/20 0:52,0.0016037,,2/17/20 0:52,1.0195444,,2/17/20 0:52,0.0384299,,2/17/20 0:52,0.0086181,,2/17/20 0:52,0.0031977,,2/17/20 0:53,62.04270477,,2/17/20 0:53,3.174212456
2/17/20 1:02,0.0013961,,2/17/20 1:02,1.0429914,,2/17/20 1:02,0.0420083,,2/17/20 1:02,0.0090401,,2/17/20 1:02,0.0027912,,2/17/20 1:03,62.00747986,,2/17/20 1:02,0.0022261,,2/17/20 1:02,0.9999877,,2/17/20 1:02,0.0422489,,2/17/20 1:02,0.0092337,,2/17/20 1:02,0.0026444,,2/17/20 1:03,62.00747986,,2/17/20 1:03,3.173919439
2/17/20 1:12,0.0023524,,2/17/20 1:12,0.967446,,2/17/20 1:12,0.0493901,,2/17/20 1:12,0.0087227,,2/17/20 1:12,0.0029459,,2/17/20 1:12,62.18363876,,2/17/20 1:12,0.0022294,,2/17/20 1:12,0.9845984,,2/17/20 1:12,0.0408627,,2/17/20 1:12,0.009063,,2/17/20 1:12,0.003259,,2/17/20 1:12,62.18363876,,2/17/20 1:12,3.174407959
2/17/20 1:22,0.0038682,,2/17/20 1:22,0.9971199,,2/17/20 1:22,0.047753,,2/17/20 1:22,0.0108974,,2/17/20 1:22,0.003375,,2/17/20 1:22,62.18363876,,2/17/20 1:22,0.0034359,,2/17/20 1:22,0.9863676,,2/17/20 1:22,0.0401567,,2/17/20 1:22,0.0096871,,2/17/20 1:22,0.0034942,,2/17/20 1:22,62.18363876,,2/17/20 1:22,3.173333168
2/17/20 1:32,0.0014084,,2/17/20 1:32,1.0077353,,2/17/20 1:32,0.0419734,,2/17/20 1:32,0.0090779,,2/17/20 1:32,0.0031315,,2/17/20 1:32,62.57117462,,2/17/20 1:32,0.0029369,,2/17/20 1:32,1.0050875,,2/17/20 1:32,0.0530773,,2/17/20 1:32,0.0094879,,2/17/20 1:32,0.0025533,,2/17/20 1:32,62.57117462,,2/17/20 1:32,3.173137903
2/17/20 1:43,0.0031176,,2/17/20 1:43,1.0395814,,2/17/20 1:42,0.0429308,,2/17/20 1:42,0.0102201,,2/17/20 1:42,0.0029421,,2/17/20 1:43,62.25408173,,2/17/20 1:42,0.0025884,,2/17/20 1:42,1.0261382,,2/17/20 1:43,0.0477629,,2/17/20 1:43,0.0104511,,2/17/20 1:43,0.00334,,2/17/20 1:43,62.25408173,,2/17/20 1:43,3.173528671
2/17/20 1:52,0.0035591,,2/17/20 1:52,1.0202542,,2/17/20 1:52,0.0528752,,2/17/20 1:52,0.0114345,,2/17/20 1:52,0.0031422,,2/17/20 1:53,62.32457275,,2/17/20 1:52,0.0020314,,2/17/20 1:52,0.977881,,2/17/20 1:52,0.0366352,,2/17/20 1:52,0.0122477,,2/17/20 1:52,0.0036536,,2/17/20 1:53,62.32457275,,2/17/20 1:53,3.173724174
2/17/20 2:02,0.0031812,,2/17/20 2:02,0.9818859,,2/17/20 2:02,0.0463867,,2/17/20 2:02,0.0098711,,2/17/20 2:02,0.0031676,,2/17/20 2:03,62.21886024,,2/17/20 2:02,0.0027293,,2/17/20 2:02,1.0296204,,2/17/20 2:02,0.0470079,,2/17/20 2:02,0.0088898,,2/17/20 2:02,0.0030224,,2/17/20 2:03,62.21886024,,2/17/20 2:03,3.173528671
2/17/20 2:12,0.0020747,,2/17/20 2:12,1.0202308,,2/17/20 2:12,0.047043,,2/17/20 2:12,0.0091789,,2/17/20 2:12,0.0029847,,2/17/20 2:12,62.00747986,,2/17/20 2:12,0.0024875,,2/17/20 2:12,0.9990778,,2/17/20 2:12,0.0450018,,2/17/20 2:12,0.0096836,,2/17/20 2:12,0.0032674,,2/17/20 2:12,62.00747986,,2/17/20 2:12,3.173137903
2/17/20 2:22,0.0040755,,2/17/20 2:22,0.9969039,,2/17/20 2:22,0.0482297,,2/17/20 2:22,0.0083946,,2/17/20 2:22,0.002788,,2/17/20 2:22,62.11314774,,2/17/20 2:22,0.001927,,2/17/20 2:22,1.0302663,,2/17/20 2:22,0.0418823,,2/17/20 2:22,0.0112084,,2/17/20 2:22,0.0033185,,2/17/20 2:22,62.11314774,,2/17/20 2:22,3.172844887
2/17/20 2:32,0.0014788,,2/17/20 2:32,1.039015,,2/17/20 2:32,0.0452275,,2/17/20 2:32,0.0091066,,2/17/20 2:32,0.0031072,,2/17/20 2:32,62.18363876,,2/17/20 2:32,0.0036248,,2/17/20 2:32,1.0149108,,2/17/20 2:32,0.0434277,,2/17/20 2:32,0.0080183,,2/17/20 2:32,0.0030246,,2/17/20 2:32,62.18363876,,2/17/20 2:32,3.172844887
2/17/20 2:42,0.001511,,2/17/20 2:42,1.0278683,,2/17/20 2:42,0.0419776,,2/17/20 2:42,0.0086659,,2/17/20 2:42,0.002976,,2/17/20 2:42,62.07792969,,2/17/20 2:42,0.001896,,2/17/20 2:42,1.0307156,,2/17/20 2:42,0.047234,,2/17/20 2:42,0.0100293,,2/17/20 2:42,0.0032328,,2/17/20 2:42,62.07792969,,2/17/20 2:42,3.172649622
2/17/20 2:52,0.0032064,,2/17/20 2:52,1.06205,,2/17/20 2:52,0.049563,,2/17/20 2:52,0.0110898,,2/17/20 2:52,0.0033297,,2/17/20 2:53,61.97225838,,2/17/20 2:52,0.0027357,,2/17/20 2:52,1.0267728,,2/17/20 2:52,0.0536844,,2/17/20 2:52,0.0091633,,2/17/20 2:52,0.0030391,,2/17/20 2:53,61.97225838,,2/17/20 2:53,3.172258854
2/17/20 3:02,0.0031205,,2/17/20 3:02,1.0327672,,2/17/20 3:02,0.0476574,,2/17/20 3:02,0.0080819,,2/17/20 3:02,0.0027788,,2/17/20 3:03,62.00747986,,2/17/20 3:02,0.0019155,,2/17/20 3:02,1.0090752,,2/17/20 3:02,0.0415939,,2/17/20 3:02,0.0098127,,2/17/20 3:02,0.0031519,,2/17/20 3:03,62.00747986,,2/17/20 3:03,3.172258854
2/17/20 3:12,0.0035008,,2/17/20 3:12,0.9939376,,2/17/20 3:12,0.0442824,,2/17/20 3:12,0.0120961,,2/17/20 3:12,0.0038603,,2/17/20 3:12,62.18363876,,2/17/20 3:12,0.002757,,2/17/20 3:12,1.0265931,,2/17/20 3:12,0.0407416,,2/17/20 3:12,0.0093847,,2/17/20 3:12,0.0034481,,2/17/20 3:12,62.18363876,,2/17/20 3:12,3.172161102
2/17/20 3:22,0.0036632,,2/17/20 3:22,0.963925,,2/17/20 3:22,0.0438575,,2/17/20 3:22,0.0094404,,2/17/20 3:22,0.0031225,,2/17/20 3:22,61.83132439,,2/17/20 3:22,0.0028074,,2/17/20 3:22,1.0229761,,2/17/20 3:22,0.0357194,,2/17/20 3:22,0.0114683,,2/17/20 3:22,0.0037626,,2/17/20 3:22,61.83132439,,2/17/20 3:22,3.172649622
2/17/20 3:32,0.0019455,,2/17/20 3:32,0.9906853,,2/17/20 3:32,0.0434747,,2/17/20 3:32,0.0109728,,2/17/20 3:32,0.0030719,,2/17/20 3:32,62.11314774,,2/17/20 3:32,0.0023568,,2/17/20 3:32,1.0072049,,2/17/20 3:32,0.0466469,,2/17/20 3:32,0.0084131,,2/17/20 3:32,0.0028492,,2/17/20 3:32,62.11314774,,2/17/20 3:32,3.172161102
2/17/20 3:42,0.0028111,,2/17/20 3:42,0.9960689,,2/17/20 3:42,0.0457315,,2/17/20 3:42,0.0099597,,2/17/20 3:42,0.00343,,2/17/20 3:42,61.97225838,,2/17/20 3:42,0.0032754,,2/17/20 3:42,1.0086315,,2/17/20 3:42,0.0514122,,2/17/20 3:42,0.008826,,2/17/20 3:42,0.0030679,,2/17/20 3:42,61.97225838,,2/17/20 3:42,3.171672821
2/17/20 3:52,0.0016442,,2/17/20 3:52,1.0005066,,2/17/20 3:52,0.0474815,,2/17/20 3:52,0.0077605,,2/17/20 3:52,0.0029235,,2/17/20 3:52,62.04270477,,2/17/20 3:52,0.0019545,,2/17/20 3:52,0.9886086,,2/17/20 3:52,0.0394945,,2/17/20 3:52,0.0112979,,2/17/20 3:52,0.0030867,,2/17/20 3:52,62.04270477,,2/17/20 3:52,3.17255187
2/17/20 4:03,0.0033873,,2/17/20 4:03,1.0556445,,2/17/20 4:03,0.0437068,,2/17/20 4:03,0.0093331,,2/17/20 4:03,0.0031416,,2/17/20 4:04,62.00747986,,2/17/20 4:03,0.0025924,,2/17/20 4:03,1.039938,,2/17/20 4:03,0.0483818,,2/17/20 4:03,0.0100637,,2/17/20 4:03,0.0035749,,2/17/20 4:04,62.00747986,,2/17/20 4:04,3.172454357
2/17/20 4:12,0.0015341,,2/17/20 4:12,0.9301579,,2/17/20 4:12,0.0462445,,2/17/20 4:12,0.0099023,,2/17/20 4:12,0.0034671,,2/17/20 4:13,62.35979424,,2/17/20 4:12,0.0026222,,2/17/20 4:12,0.9671142,,2/17/20 4:12,0.0410182,,2/17/20 4:12,0.0090406,,2/17/20 4:12,0.0029784,,2/17/20 4:13,62.35979424,,2/17/20 4:13,3.171477556
2/17/20 4:22,0.0032649,,2/17/20 4:22,1.0147888,,2/17/20 4:22,0.0432805,,2/17/20 4:22,0.0075621,,2/17/20 4:22,0.0027932,,2/17/20 4:23,61.9369957,,2/17/20 4:22,0.0020591,,2/17/20 4:22,1.015551,,2/17/20 4:22,0.041507,,2/17/20 4:22,0.0105394,,2/17/20 4:22,0.0032354,,2/17/20 4:23,61.9369957,,2/17/20 4:23,3.172258854
2/17/20 4:32,0.002032,,2/17/20 4:32,1.0233488,,2/17/20 4:32,0.0544765,,2/17/20 4:32,0.0105403,,2/17/20 4:32,0.0036951,,2/17/20 4:33,62.07792969,,2/17/20 4:32,0.0025209,,2/17/20 4:32,1.0409096,,2/17/20 4:32,0.0422379,,2/17/20 4:32,0.0101421,,2/17/20 4:32,0.0031348,,2/17/20 4:33,62.07792969,,2/17/20 4:33,3.171282053
2/17/20 4:42,0.0028857,,2/17/20 4:42,1.0260231,,2/17/20 4:42,0.044209,,2/17/20 4:42,0.0106783,,2/17/20 4:42,0.0036287,,2/17/20 4:43,62.14841385,,2/17/20 4:42,0.0014314,,2/17/20 4:42,1.0364333,,2/17/20 4:42,0.0389479,,2/17/20 4:42,0.0118142,,2/17/20 4:42,0.0029238,,2/17/20 4:43,62.14841385,,2/17/20 4:43,3.171282053
2/17/20 4:52,0.0040574,,2/17/20 4:52,0.9797838,,2/17/20 4:52,0.0520462,,2/17/20 4:52,0.0084612,,2/17/20 4:52,0.0028968,,2/17/20 4:53,62.00747986,,2/17/20 4:52,0.0032602,,2/17/20 4:52,1.0105018,,2/17/20 4:52,0.0441671,,2/17/20 4:52,0.0117858,,2/17/20 4:52,0.0038029,,2/17/20 4:53,62.00747986,,2/17/20 4:53,3.170989037
2/17/20 5:02,0.0029929,,2/17/20 5:02,1.010176,,2/17/20 5:02,0.0434198,,2/17/20 5:02,0.0091169,,2/17/20 5:02,0.002941,,2/17/20 5:03,61.86654587,,2/17/20 5:02,0.0020226,,2/17/20 5:02,1.0075475,,2/17/20 5:02,0.0480904,,2/17/20 5:02,0.0112949,,2/17/20 5:02,0.0036577,,2/17/20 5:03,61.86654587,,2/17/20 5:03,3.170891285
2/17/20 5:12,0.003012,,2/17/20 5:12,1.009049,,2/17/20 5:12,0.0430708,,2/17/20 5:12,0.0101151,,2/17/20 5:12,0.003526,,2/17/20 5:13,61.72561188,,2/17/20 5:12,0.0028711,,2/17/20 5:12,1.0128102,,2/17/20 5:12,0.0568459,,2/17/20 5:12,0.0098737,,2/17/20 5:12,0.0032795,,2/17/20 5:13,61.72561188,,2/17/20 5:13,3.17108655
2/17/20 5:22,0.0022785,,2/17/20 5:22,1.0294156,,2/17/20 5:22,0.045671,,2/17/20 5:22,0.0089212,,2/17/20 5:22,0.0029561,,2/17/20 5:23,62.11314774,,2/17/20 5:22,0.0021997,,2/17/20 5:22,0.9967863,,2/17/20 5:22,0.0399917,,2/17/20 5:22,0.0073597,,2/17/20 5:22,0.0025825,,2/17/20 5:23,62.11314774,,2/17/20 5:23,3.170598269
2/17/20 5:32,0.0028637,,2/17/20 5:32,0.9910824,,2/17/20 5:32,0.0414468,,2/17/20 5:32,0.0106401,,2/17/20 5:32,0.0034393,,2/17/20 5:33,61.97225838,,2/17/20 5:32,0.002903,,2/17/20 5:32,0.9819306,,2/17/20 5:32,0.0541012,,2/17/20 5:32,0.0100572,,2/17/20 5:32,0.0032329,,2/17/20 5:33,61.97225838,,2/17/20 5:33,3.17069602
