Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage,
2/17/20 0:08,0.0016232,,2/17/20 0:08,0.9956876,,2/17/20 0:08,0.0436458,,2/17/20 0:08,0.0094342,,2/17/20 0:18,0.0030355,,2/17/20 0:09,63.90041046,,2/17/20 0:18,0.0586934,,2/17/20 0:18,0.010819,,2/17/20 0:08,0.0028709,,2/17/20 0:09,63.90041046,,2/17/20 0:18,0.0026363,,2/17/20 0:18,0.9965891,,2/17/20 0:09,3.210744858
2/17/20 0:18,0.0013232,,2/17/20 0:18,0.9675473,,2/17/20 0:18,0.0423319,,2/17/20 0:18,0.0094604,,2/17/20 0:29,0.0026625,,2/17/20 0:19,63.6665184,,2/17/20 0:29,0.0441223,,2/17/20 0:29,0.0094916,,2/17/20 0:18,0.0029614,,2/17/20 0:19,63.6665184,,2/17/20 0:29,0.0025437,,2/17/20 0:29,0.9651752,,2/17/20 0:19,3.211135387
2/17/20 0:29,0.0023103,,2/17/20 0:29,1.0009003,,2/17/20 0:29,0.0438445,,2/17/20 0:29,0.0089496,,2/17/20 0:39,0.0032625,,2/17/20 0:30,64.01731186,,2/17/20 0:39,0.0469145,,2/17/20 0:39,0.0123153,,2/17/20 0:29,0.0030346,,2/17/20 0:30,64.01731186,,2/17/20 0:39,0.0026146,,2/17/20 0:39,0.9533042,,2/17/20 0:30,3.210158587
2/17/20 0:39,0.0018927,,2/17/20 0:39,1.0096456,,2/17/20 0:39,0.0370931,,2/17/20 0:39,0.0091639,,2/17/20 0:49,0.0037973,,2/17/20 0:40,63.82243156,,2/17/20 0:49,0.0623332,,2/17/20 0:49,0.0130599,,2/17/20 0:39,0.003039,,2/17/20 0:40,63.82243156,,2/17/20 0:49,0.0019654,,2/17/20 0:49,0.9767268,,2/17/20 0:40,3.210061073
2/17/20 0:49,0.0027822,,2/17/20 0:49,0.9747219,,2/17/20 0:49,0.0442596,,2/17/20 0:49,0.009616,,2/17/20 0:59,0.0026872,,2/17/20 0:49,64.21219559,,2/17/20 0:59,0.0461132,,2/17/20 0:59,0.0079987,,2/17/20 0:49,0.0031402,,2/17/20 0:49,64.21219559,,2/17/20 0:59,0.0023456,,2/17/20 0:59,0.9831157,,2/17/20 0:49,3.210061073
2/17/20 0:59,0.0019122,,2/17/20 0:59,0.990826,,2/17/20 0:59,0.0470804,,2/17/20 0:59,0.0082102,,2/17/20 1:09,0.0029952,,2/17/20 0:59,64.13426132,,2/17/20 1:09,0.0552068,,2/17/20 1:09,0.0083941,,2/17/20 0:59,0.0028856,,2/17/20 0:59,64.13426132,,2/17/20 1:09,0.0016612,,2/17/20 1:09,0.9449625,,2/17/20 0:59,3.210549593
2/17/20 1:09,0.0013996,,2/17/20 1:09,1.0028392,,2/17/20 1:09,0.0458041,,2/17/20 1:09,0.0083446,,2/17/20 1:18,0.0031107,,2/17/20 1:09,64.13426132,,2/17/20 1:18,0.043156,,2/17/20 1:18,0.0089741,,2/17/20 1:09,0.0025893,,2/17/20 1:09,64.13426132,,2/17/20 1:18,0.0025301,,2/17/20 1:18,0.9605638,,2/17/20 1:09,3.209865808
2/17/20 1:18,0.00313,,2/17/20 1:18,0.9894566,,2/17/20 1:18,0.0431979,,2/17/20 1:18,0.0091923,,2/17/20 1:28,0.0034005,,2/17/20 1:19,63.7444973,,2/17/20 1:28,0.0461092,,2/17/20 1:28,0.0099267,,2/17/20 1:18,0.0030287,,2/17/20 1:19,63.7444973,,2/17/20 1:28,0.0014814,,2/17/20 1:28,1.030507,,2/17/20 1:19,3.209963322
2/17/20 1:28,0.002351,,2/17/20 1:28,0.9749751,,2/17/20 1:28,0.0457762,,2/17/20 1:28,0.0085126,,2/17/20 1:38,0.0030644,,2/17/20 1:29,63.93937759,,2/17/20 1:38,0.0475084,,2/17/20 1:38,0.0086958,,2/17/20 1:28,0.0026073,,2/17/20 1:29,63.93937759,,2/17/20 1:38,0.0027305,,2/17/20 1:38,0.9769586,,2/17/20 1:29,3.209963322
2/17/20 1:38,0.002158,,2/17/20 1:38,0.9318354,,2/17/20 1:38,0.0440856,,2/17/20 1:38,0.0078953,,2/17/20 1:49,0.003484,,2/17/20 1:40,64.01731186,,2/17/20 1:49,0.0458566,,2/17/20 1:49,0.0104076,,2/17/20 1:38,0.0027826,,2/17/20 1:40,64.01731186,,2/17/20 1:49,0.0021101,,2/17/20 1:49,0.9401708,,2/17/20 1:40,3.209670305
2/17/20 1:49,0.0014064,,2/17/20 1:49,0.972737,,2/17/20 1:49,0.0442155,,2/17/20 1:49,0.0086954,,2/17/20 1:59,0.0027082,,2/17/20 1:49,63.82243156,,2/17/20 1:59,0.0412799,,2/17/20 1:59,0.0080759,,2/17/20 1:49,0.0025358,,2/17/20 1:49,63.82243156,,2/17/20 1:59,0.0013678,,2/17/20 1:59,0.9304638,,2/17/20 1:49,3.209279537
2/17/20 1:59,0.0023797,,2/17/20 1:59,0.9663506,,2/17/20 1:59,0.0370466,,2/17/20 1:59,0.0083899,,2/17/20 2:09,0.0022076,,2/17/20 1:59,64.05627899,,2/17/20 2:09,0.0407466,,2/17/20 2:09,0.0071516,,2/17/20 1:59,0.0031731,,2/17/20 1:59,64.05627899,,2/17/20 2:09,0.001458,,2/17/20 2:09,0.9826983,,2/17/20 1:59,3.209865808
2/17/20 2:09,0.0020089,,2/17/20 2:09,0.9840138,,2/17/20 2:09,0.0376569,,2/17/20 2:09,0.0100173,,2/17/20 2:19,0.0032558,,2/17/20 2:09,63.90041046,,2/17/20 2:19,0.0380987,,2/17/20 2:19,0.0118424,,2/17/20 2:09,0.0026543,,2/17/20 2:09,63.90041046,,2/17/20 2:19,0.0032163,,2/17/20 2:19,0.963207,,2/17/20 2:09,3.209768057
2/17/20 2:19,0.0018822,,2/17/20 2:19,0.9929145,,2/17/20 2:19,0.0374872,,2/17/20 2:19,0.0090708,,2/17/20 2:28,0.0029303,,2/17/20 2:19,63.97834473,,2/17/20 2:28,0.0440718,,2/17/20 2:28,0.0089505,,2/17/20 2:19,0.0027066,,2/17/20 2:19,63.97834473,,2/17/20 2:28,0.0020226,,2/17/20 2:28,0.9893037,,2/17/20 2:19,3.208693504
2/17/20 2:28,0.0019483,,2/17/20 2:28,0.9646936,,2/17/20 2:28,0.0399614,,2/17/20 2:28,0.0083531,,2/17/20 2:38,0.0034686,,2/17/20 2:29,63.78346443,,2/17/20 2:38,0.0519622,,2/17/20 2:38,0.0114786,,2/17/20 2:28,0.0033343,,2/17/20 2:29,63.78346443,,2/17/20 2:38,0.0033123,,2/17/20 2:38,0.9835639,,2/17/20 2:29,3.209181786
2/17/20 2:38,0.0018928,,2/17/20 2:38,0.9222789,,2/17/20 2:38,0.0349852,,2/17/20 2:38,0.0086203,,2/17/20 2:49,0.0033514,,2/17/20 2:39,63.8613987,,2/17/20 2:49,0.0453824,,2/17/20 2:49,0.0101094,,2/17/20 2:38,0.0028722,,2/17/20 2:39,63.8613987,,2/17/20 2:49,0.0034435,,2/17/20 2:49,0.934699,,2/17/20 2:39,3.209279537
2/17/20 2:49,0.0049753,,2/17/20 2:49,0.9893128,,2/17/20 2:49,0.0440321,,2/17/20 2:49,0.0118054,,2/17/20 2:59,0.0026976,,2/17/20 2:49,63.97834473,,2/17/20 2:59,0.0455793,,2/17/20 2:59,0.0098356,,2/17/20 2:49,0.0031696,,2/17/20 2:49,63.97834473,,2/17/20 2:59,0.0031687,,2/17/20 2:59,1.010418,,2/17/20 2:49,3.208986521
2/17/20 2:59,0.0010731,,2/17/20 2:59,0.9600103,,2/17/20 2:59,0.0428476,,2/17/20 2:59,0.0088772,,2/17/20 3:09,0.0034515,,2/17/20 2:59,63.90041046,,2/17/20 3:09,0.0505597,,2/17/20 3:09,0.0081313,,2/17/20 2:59,0.0024167,,2/17/20 2:59,63.90041046,,2/17/20 3:09,0.0027837,,2/17/20 3:09,0.937641,,2/17/20 2:59,3.20849824
2/17/20 3:09,0.0021323,,2/17/20 3:09,1.0057275,,2/17/20 3:09,0.051396,,2/17/20 3:09,0.0106807,,2/17/20 3:19,0.0031331,,2/17/20 3:09,63.47163467,,2/17/20 3:19,0.0451269,,2/17/20 3:19,0.0100837,,2/17/20 3:09,0.0026723,,2/17/20 3:09,63.47163467,,2/17/20 3:19,0.0026314,,2/17/20 3:19,0.9383675,,2/17/20 3:09,3.208693504
2/17/20 3:19,0.0012369,,2/17/20 3:19,1.005388,,2/17/20 3:19,0.0467374,,2/17/20 3:19,0.0099558,,2/17/20 3:29,0.0026036,,2/17/20 3:19,63.8613987,,2/17/20 3:29,0.0534998,,2/17/20 3:29,0.008906,,2/17/20 3:19,0.0029227,,2/17/20 3:19,63.8613987,,2/17/20 3:29,0.0018438,,2/17/20 3:29,0.960028,,2/17/20 3:19,3.209084272
2/17/20 3:29,0.0015486,,2/17/20 3:29,0.9575305,,2/17/20 3:29,0.039943,,2/17/20 3:29,0.0080041,,2/17/20 3:38,0.0031937,,2/17/20 3:29,64.13426132,,2/17/20 3:38,0.0516608,,2/17/20 3:38,0.0098899,,2/17/20 3:29,0.0026876,,2/17/20 3:29,64.13426132,,2/17/20 3:38,0.0025302,,2/17/20 3:38,0.9416804,,2/17/20 3:29,3.208693504
2/17/20 3:38,0.0014585,,2/17/20 3:38,0.955068,,2/17/20 3:38,0.0527399,,2/17/20 3:38,0.0082716,,2/17/20 3:48,0.0033267,,2/17/20 3:38,64.05627899,,2/17/20 3:48,0.0445859,,2/17/20 3:48,0.0096427,,2/17/20 3:38,0.0025801,,2/17/20 3:38,64.05627899,,2/17/20 3:48,0.0026421,,2/17/20 3:48,0.9854961,,2/17/20 3:38,3.208302736
2/17/20 3:48,0.0034264,,2/17/20 3:48,0.9913898,,2/17/20 3:48,0.0460471,,2/17/20 3:48,0.0093288,,2/17/20 3:58,0.0033719,,2/17/20 3:48,63.90041046,,2/17/20 3:58,0.049064,,2/17/20 3:58,0.0102956,,2/17/20 3:48,0.0035227,,2/17/20 3:48,63.90041046,,2/17/20 3:58,0.0030762,,2/17/20 3:58,0.9817812,,2/17/20 3:48,3.208595991
2/17/20 3:58,0.0022783,,2/17/20 3:58,0.9559713,,2/17/20 3:58,0.0420965,,2/17/20 3:58,0.0096919,,2/17/20 4:09,0.0034122,,2/17/20 3:59,63.90041046,,2/17/20 4:09,0.0574688,,2/17/20 4:09,0.0118786,,2/17/20 3:58,0.0027723,,2/17/20 3:59,63.90041046,,2/17/20 4:09,0.002882,,2/17/20 4:09,0.9696887,,2/17/20 3:59,3.208400488
2/17/20 4:09,0.0016543,,2/17/20 4:09,0.9925175,,2/17/20 4:09,0.0412394,,2/17/20 4:09,0.0065974,,2/17/20 4:19,0.0029103,,2/17/20 4:10,63.8613987,,2/17/20 4:19,0.0452573,,2/17/20 4:19,0.0085573,,2/17/20 4:09,0.0024925,,2/17/20 4:10,63.8613987,,2/17/20 4:19,0.0016307,,2/17/20 4:19,0.9611512,,2/17/20 4:10,3.208791256
2/17/20 4:19,0.0018226,,2/17/20 4:19,0.9799173,,2/17/20 4:19,0.0534623,,2/17/20 4:19,0.0101067,,2/17/20 4:29,0.0032044,,2/17/20 4:20,63.62755127,,2/17/20 4:29,0.0481078,,2/17/20 4:29,0.009232,,2/17/20 4:19,0.0032099,,2/17/20 4:20,63.62755127,,2/17/20 4:29,0.0025218,,2/17/20 4:29,0.9632946,,2/17/20 4:20,3.208302736
2/17/20 4:29,0.0029486,,2/17/20 4:29,1.0073385,,2/17/20 4:29,0.0403582,,2/17/20 4:29,0.0086868,,2/17/20 4:39,0.0028832,,2/17/20 4:30,63.47163467,,2/17/20 4:39,0.0520014,,2/17/20 4:39,0.0082858,,2/17/20 4:29,0.0027818,,2/17/20 4:30,63.47163467,,2/17/20 4:39,0.0022839,,2/17/20 4:39,0.9766186,,2/17/20 4:30,3.208595991
2/17/20 4:39,0.0025497,,2/17/20 4:39,1.0027357,,2/17/20 4:39,0.0437036,,2/17/20 4:39,0.0109497,,2/17/20 4:48,0.0033058,,2/17/20 4:39,63.82243156,,2/17/20 4:48,0.0468704,,2/17/20 4:48,0.0090032,,2/17/20 4:39,0.0032808,,2/17/20 4:39,63.82243156,,2/17/20 4:48,0.002547,,2/17/20 4:48,0.9563544,,2/17/20 4:39,3.208400488
2/17/20 4:48,0.0022778,,2/17/20 4:48,1.0051291,,2/17/20 4:48,0.0369342,,2/17/20 4:48,0.0084081,,2/17/20 4:58,0.0029955,,2/17/20 4:49,63.97834473,,2/17/20 4:58,0.0451399,,2/17/20 4:58,0.0083573,,2/17/20 4:48,0.0027029,,2/17/20 4:49,63.97834473,,2/17/20 4:58,0.0027965,,2/17/20 4:58,0.9513257,,2/17/20 4:49,3.207814455
2/17/20 4:58,0.0033075,,2/17/20 4:58,0.975677,,2/17/20 4:58,0.0447596,,2/17/20 4:58,0.0087606,,2/17/20 5:08,0.0032333,,2/17/20 4:59,63.70553017,,2/17/20 5:08,0.0566971,,2/17/20 5:08,0.0104907,,2/17/20 4:58,0.0028374,,2/17/20 4:59,63.70553017,,2/17/20 5:08,0.0020898,,2/17/20 5:08,0.9782673,,2/17/20 4:59,3.207814455
2/17/20 5:08,0.0031886,,2/17/20 5:08,0.9879262,,2/17/20 5:08,0.0413407,,2/17/20 5:08,0.0084833,,2/17/20 5:19,0.0032013,,2/17/20 5:10,63.90041046,,2/17/20 5:19,0.0463998,,2/17/20 5:19,0.0091231,,2/17/20 5:08,0.0029548,,2/17/20 5:10,63.90041046,,2/17/20 5:19,0.0020432,,2/17/20 5:19,0.9988355,,2/17/20 5:10,3.208204985
2/17/20 5:19,0.0026781,,2/17/20 5:19,0.9940652,,2/17/20 5:19,0.0501867,,2/17/20 5:19,0.0072145,,2/17/20 5:29,0.0032801,,2/17/20 5:20,63.78346443,,2/17/20 5:29,0.0443776,,2/17/20 5:29,0.0088938,,2/17/20 5:19,0.0027962,,2/17/20 5:20,63.78346443,,2/17/20 5:29,0.002593,,2/17/20 5:29,0.9247034,,2/17/20 5:20,3.20761919
2/17/20 5:29,0.001816,,2/17/20 5:29,0.9660227,,2/17/20 5:29,0.0404703,,2/17/20 5:29,0.0084979,,2/17/20 5:39,0.0027006,,2/17/20 5:30,63.97834473,,2/17/20 5:39,0.0457118,,2/17/20 5:39,0.0092672,,2/17/20 5:29,0.0026965,,2/17/20 5:30,63.97834473,,2/17/20 5:39,0.0013947,,2/17/20 5:39,0.9255124,,2/17/20 5:30,3.20761919
2/17/20 5:39,0.0021373,,2/17/20 5:39,0.9934898,,2/17/20 5:39,0.0433179,,2/17/20 5:39,0.0080176,,2/17/20 5:49,0.0028809,,2/17/20 5:40,64.17322845,,2/17/20 5:49,0.0496965,,2/17/20 5:49,0.0102821,,2/17/20 5:39,0.0026388,,2/17/20 5:40,64.17322845,,2/17/20 5:49,0.0021958,,2/17/20 5:49,0.8923106,,2/17/20 5:40,3.207032919
2/17/20 5:49,0.0027529,,2/17/20 5:49,0.9648087,,2/17/20 5:49,0.041297,,2/17/20 5:49,0.0095163,,2/17/20 5:58,0.0032811,,2/17/20 5:49,63.7444973,,2/17/20 5:58,0.0422762,,2/17/20 5:58,0.0111082,,2/17/20 5:49,0.003109,,2/17/20 5:49,63.7444973,,2/17/20 5:58,0.0016847,,2/17/20 5:58,0.974233,,2/17/20 5:49,3.20800972
2/17/20 5:58,0.0045239,,2/17/20 5:58,0.9438257,,2/17/20 5:58,0.0449098,,2/17/20 5:58,0.0108069,,2/17/20 6:08,0.003195,,2/17/20 5:59,63.58858414,,2/17/20 6:08,0.046046,,2/17/20 6:08,0.0112486,,2/17/20 5:58,0.0035789,,2/17/20 5:59,63.58858414,,2/17/20 6:08,0.0015848,,2/17/20 6:08,0.938826,,2/17/20 5:59,3.207032919
2/17/20 6:08,0.00164,,2/17/20 6:08,0.9509255,,2/17/20 6:08,0.0389938,,2/17/20 6:08,0.0106911,,2/17/20 6:19,0.0030612,,2/17/20 6:09,63.97834473,,2/17/20 6:19,0.0476646,,2/17/20 6:19,0.0092537,,2/17/20 6:08,0.0033147,,2/17/20 6:09,63.97834473,,2/17/20 6:19,0.0017099,,2/17/20 6:19,0.958508,,2/17/20 6:09,3.207228184
2/17/20 6:19,0.0016352,,2/17/20 6:19,0.973951,,2/17/20 6:19,0.0408733,,2/17/20 6:19,0.0086754,,2/17/20 6:29,0.0034667,,2/17/20 6:20,63.6665184,,2/17/20 6:29,0.0454809,,2/17/20 6:29,0.0089415,,2/17/20 6:19,0.00274,,2/17/20 6:20,63.6665184,,2/17/20 6:29,0.0021223,,2/17/20 6:29,0.9663139,,2/17/20 6:20,3.206935406
2/17/20 6:29,0.0036186,,2/17/20 6:29,0.9592796,,2/17/20 6:29,0.0449816,,2/17/20 6:29,0.0104145,,2/17/20 6:39,0.0028605,,2/17/20 6:30,64.21219559,,2/17/20 6:39,0.047914,,2/17/20 6:39,0.0097823,,2/17/20 6:29,0.003315,,2/17/20 6:30,64.21219559,,2/17/20 6:39,0.0016959,,2/17/20 6:39,0.9357398,,2/17/20 6:30,3.206642389
2/17/20 6:39,0.0032629,,2/17/20 6:39,0.9828516,,2/17/20 6:39,0.0395822,,2/17/20 6:39,0.0084629,,2/17/20 6:49,0.0025292,,2/17/20 6:39,63.8613987,,2/17/20 6:49,0.047901,,2/17/20 6:49,0.0077529,,2/17/20 6:39,0.0028018,,2/17/20 6:39,63.8613987,,2/17/20 6:49,0.0019561,,2/17/20 6:49,0.9643663,,2/17/20 6:39,3.206349134
2/17/20 6:49,0.0017895,,2/17/20 6:49,0.9622714,,2/17/20 6:49,0.0411926,,2/17/20 6:49,0.0082843,,2/17/20 6:59,0.0033878,,2/17/20 6:49,63.7444973,,2/17/20 6:59,0.0471677,,2/17/20 6:59,0.0102863,,2/17/20 6:49,0.002576,,2/17/20 6:49,63.7444973,,2/17/20 6:59,0.002434,,2/17/20 6:59,0.9668394,,2/17/20 6:49,3.206446886
2/17/20 6:59,0.0030019,,2/17/20 6:59,0.9998935,,2/17/20 6:59,0.0398248,,2/17/20 6:59,0.0106304,,2/17/20 7:08,0.0025044,,2/17/20 6:59,63.7444973,,2/17/20 7:08,0.0462247,,2/17/20 7:08,0.0074114,,2/17/20 6:59,0.0029102,,2/17/20 6:59,63.7444973,,2/17/20 7:08,0.0016946,,2/17/20 7:08,0.940212,,2/17/20 6:59,3.206642389
2/17/20 7:08,0.0020766,,2/17/20 7:08,0.9574327,,2/17/20 7:08,0.0400064,,2/17/20 7:08,0.0112021,,2/17/20 7:18,0.0028686,,2/17/20 7:09,64.40707932,,2/17/20 7:18,0.0491415,,2/17/20 7:18,0.0082315,,2/17/20 7:08,0.0029335,,2/17/20 7:09,64.40707932,,2/17/20 7:18,0.0020518,,2/17/20 7:18,0.9773399,,2/17/20 7:09,3.207032919
2/17/20 7:18,0.0019431,,2/17/20 7:18,0.9760855,,2/17/20 7:18,0.0424079,,2/17/20 7:18,0.0071204,,2/17/20 7:29,0.0033549,,2/17/20 7:19,64.17322845,,2/17/20 7:29,0.0471253,,2/17/20 7:29,0.0098919,,2/17/20 7:18,0.0025278,,2/17/20 7:19,64.17322845,,2/17/20 7:29,0.0032967,,2/17/20 7:29,0.9813124,,2/17/20 7:19,3.206251383
2/17/20 7:29,0.0025556,,2/17/20 7:29,0.939827,,2/17/20 7:29,0.0437629,,2/17/20 7:29,0.0087335,,2/17/20 7:39,0.0032443,,2/17/20 7:30,63.97834473,,2/17/20 7:39,0.0514074,,2/17/20 7:39,0.0101469,,2/17/20 7:29,0.0028013,,2/17/20 7:30,63.97834473,,2/17/20 7:39,0.0022498,,2/17/20 7:39,0.9719711,,2/17/20 7:30,3.206056118
2/17/20 7:39,0.0019259,,2/17/20 7:39,0.9713619,,2/17/20 7:39,0.0449859,,2/17/20 7:39,0.0075392,,2/17/20 7:49,0.002856,,2/17/20 7:39,63.549617,,2/17/20 7:49,0.0443401,,2/17/20 7:49,0.007965,,2/17/20 7:39,0.0028257,,2/17/20 7:39,63.549617,,2/17/20 7:49,0.0026699,,2/17/20 7:49,0.9809465,,2/17/20 7:39,3.206349134
2/17/20 7:49,0.0021263,,2/17/20 7:49,0.9619377,,2/17/20 7:49,0.0420438,,2/17/20 7:49,0.0100018,,2/17/20 7:59,0.0030498,,2/17/20 7:49,63.8613987,,2/17/20 7:59,0.0489793,,2/17/20 7:59,0.0087988,,2/17/20 7:49,0.0032134,,2/17/20 7:49,63.8613987,,2/17/20 7:59,0.0018107,,2/17/20 7:59,0.9550096,,2/17/20 7:49,3.206251383
2/17/20 7:59,0.0013779,,2/17/20 7:59,0.9876443,,2/17/20 7:59,0.0378262,,2/17/20 7:59,0.0081567,,2/17/20 8:09,0.0028952,,2/17/20 7:59,63.78346443,,2/17/20 8:09,0.0544464,,2/17/20 8:09,0.0101746,,2/17/20 7:59,0.0025361,,2/17/20 7:59,63.78346443,,2/17/20 8:09,0.0023165,,2/17/20 8:09,0.9654998,,2/17/20 7:59,3.206056118
2/17/20 8:09,0.0023727,,2/17/20 8:09,0.989635,,2/17/20 8:09,0.0468705,,2/17/20 8:09,0.0088455,,2/17/20 8:18,0.0037219,,2/17/20 8:09,64.05627899,,2/17/20 8:18,0.0437581,,2/17/20 8:18,0.0149591,,2/17/20 8:09,0.0026424,,2/17/20 8:09,64.05627899,,2/17/20 8:18,0.0049715,,2/17/20 8:18,0.9802767,,2/17/20 8:09,3.205958605
2/17/20 8:18,0.0025106,,2/17/20 8:18,0.9662413,,2/17/20 8:18,0.0383336,,2/17/20 8:18,0.0083868,,2/17/20 8:28,0.0027467,,2/17/20 8:19,63.97834473,,2/17/20 8:28,0.0411547,,2/17/20 8:28,0.0083292,,2/17/20 8:18,0.0029733,,2/17/20 8:19,63.97834473,,2/17/20 8:28,0.0021851,,2/17/20 8:28,0.936219,,2/17/20 8:19,3.205470085
2/17/20 8:28,0.0027947,,2/17/20 8:28,0.9339239,,2/17/20 8:28,0.0441699,,2/17/20 8:28,0.0088353,,2/17/20 8:39,0.0039358,,2/17/20 8:29,63.6665184,,2/17/20 8:39,0.0430036,,2/17/20 8:39,0.0108464,,2/17/20 8:28,0.003058,,2/17/20 8:29,63.6665184,,2/17/20 8:39,0.0043894,,2/17/20 8:39,0.9475696,,2/17/20 8:29,3.205958605
2/17/20 8:39,0.001531,,2/17/20 8:39,1.0026666,,2/17/20 8:39,0.0390683,,2/17/20 8:39,0.0074574,,2/17/20 8:49,0.0030882,,2/17/20 8:39,64.09529419,,2/17/20 8:49,0.0495488,,2/17/20 8:49,0.0094236,,2/17/20 8:39,0.0023262,,2/17/20 8:39,64.09529419,,2/17/20 8:49,0.002466,,2/17/20 8:49,0.9514957,,2/17/20 8:39,3.205860853
2/17/20 8:49,0.0018383,,2/17/20 8:49,0.926197,,2/17/20 8:49,0.0420832,,2/17/20 8:49,0.0072158,,2/17/20 8:59,0.0033963,,2/17/20 8:49,63.97834473,,2/17/20 8:59,0.0422219,,2/17/20 8:59,0.0107237,,2/17/20 8:49,0.0028762,,2/17/20 8:49,63.97834473,,2/17/20 8:59,0.004059,,2/17/20 8:59,0.9645208,,2/17/20 8:49,3.205665588
2/17/20 8:59,0.001739,,2/17/20 8:59,1.0048645,,2/17/20 8:59,0.0408708,,2/17/20 8:59,0.0101958,,2/17/20 9:09,0.0028264,,2/17/20 8:59,63.7444973,,2/17/20 9:09,0.0455436,,2/17/20 9:09,0.0085647,,2/17/20 8:59,0.0029888,,2/17/20 8:59,63.7444973,,2/17/20 9:09,0.0016083,,2/17/20 9:09,0.9570448,,2/17/20 8:59,3.205470085
2/17/20 9:09,0.0027506,,2/17/20 9:09,0.9649582,,2/17/20 9:09,0.0421787,,2/17/20 9:09,0.008994,,2/17/20 9:19,0.0026177,,2/17/20 9:09,63.97834473,,2/17/20 9:19,0.0453033,,2/17/20 9:19,0.0083465,,2/17/20 9:09,0.0030806,,2/17/20 9:09,63.97834473,,2/17/20 9:19,0.0016212,,2/17/20 9:19,0.9557618,,2/17/20 9:09,3.205665588
2/17/20 9:19,0.0017689,,2/17/20 9:19,0.9935589,,2/17/20 9:19,0.0518112,,2/17/20 9:19,0.0107358,,2/17/20 9:28,0.0029292,,2/17/20 9:19,63.82243156,,2/17/20 9:28,0.0475072,,2/17/20 9:28,0.0116965,,2/17/20 9:19,0.0032402,,2/17/20 9:19,63.82243156,,2/17/20 9:28,0.0015461,,2/17/20 9:28,0.9763764,,2/17/20 9:19,3.205860853
2/17/20 9:28,0.003566,,2/17/20 9:28,0.972852,,2/17/20 9:28,0.0409399,,2/17/20 9:28,0.0082001,,2/17/20 9:38,0.0028061,,2/17/20 9:28,64.13426132,,2/17/20 9:38,0.0451667,,2/17/20 9:38,0.0078556,,2/17/20 9:28,0.0032926,,2/17/20 9:28,64.13426132,,2/17/20 9:38,0.0025811,,2/17/20 9:38,0.9657935,,2/17/20 9:28,3.204981804
2/17/20 9:38,0.0016963,,2/17/20 9:38,0.964216,,2/17/20 9:38,0.0428647,,2/17/20 9:38,0.0076746,,2/17/20 9:49,0.002747,,2/17/20 9:39,63.97834473,,2/17/20 9:49,0.0468315,,2/17/20 9:49,0.0108477,,2/17/20 9:38,0.0025166,,2/17/20 9:39,63.97834473,,2/17/20 9:49,0.0030955,,2/17/20 9:49,0.9838937,,2/17/20 9:39,3.205079317
2/17/20 9:49,0.0021127,,2/17/20 9:49,0.9345971,,2/17/20 9:49,0.0396782,,2/17/20 9:49,0.0080808,,2/17/20 9:59,0.0034263,,2/17/20 9:50,64.52402534,,2/17/20 9:59,0.0515164,,2/17/20 9:59,0.0122419,,2/17/20 9:49,0.0027776,,2/17/20 9:50,64.52402534,,2/17/20 9:59,0.0022152,,2/17/20 9:59,0.9727285,,2/17/20 9:50,3.205274582
2/17/20 9:59,0.0022714,,2/17/20 9:59,0.9842727,,2/17/20 9:59,0.0407172,,2/17/20 9:59,0.0099588,,2/17/20 10:09,0.0038957,,2/17/20 10:00,63.93937759,,2/17/20 10:09,0.0496386,,2/17/20 10:09,0.009986,,2/17/20 9:59,0.0030494,,2/17/20 10:00,63.93937759,,2/17/20 10:09,0.0023398,,2/17/20 10:09,0.9823068,,2/17/20 10:00,3.204786301
2/17/20 10:09,0.0026479,,2/17/20 10:09,0.9344187,,2/17/20 10:09,0.0379947,,2/17/20 10:09,0.0082621,,2/17/20 10:19,0.00277,,2/17/20 10:20,63.90041046,,2/17/20 10:19,0.041346,,2/17/20 10:19,0.0091305,,2/17/20 10:09,0.0029733,,2/17/20 10:20,63.90041046,,2/17/20 10:19,0.0029034,,2/17/20 10:19,0.9697195,,2/17/20 10:20,3.204786301
