Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,,,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,,,Machines > Drill Press > MIB > Y-Radial > Band 1,,,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,,,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Band 1,,,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,,,Machines > Drill Press > MIB > Y-Radial > Temperature,,,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Temperature,,,Machines > Drill Press > MIB > Battery Voltage,
2/16/20 19:49,0.0391578,,2/16/20 19:49,0.013221,,2/16/20 19:59,0.004089,,2/16/20 19:59,0.3512277,,2/16/20 19:59,0.0301508,,2/16/20 19:59,0.0131703,,2/16/20 19:49,0.0029301,,2/16/20 19:49,0.3569886,,2/16/20 19:59,0.0047017,,2/16/20 19:50,65.85980835,,2/16/20 19:49,0.0039773,,2/16/20 19:50,65.85980835,,2/16/20 19:50,3.214847326
2/16/20 19:59,0.0308916,,2/16/20 19:59,0.0142641,,2/16/20 20:09,0.0036027,,2/16/20 20:09,0.3543236,,2/16/20 20:09,0.0304088,,2/16/20 20:09,0.0124637,,2/16/20 19:59,0.0031108,,2/16/20 19:59,0.3670529,,2/16/20 20:09,0.0044354,,2/16/20 20:00,65.51960297,,2/16/20 19:59,0.0037797,,2/16/20 20:00,65.51960297,,2/16/20 20:00,3.215433598
2/16/20 20:09,0.0357928,,2/16/20 20:09,0.0106064,,2/16/20 20:19,0.0037117,,2/16/20 20:19,0.3580448,,2/16/20 20:19,0.0346187,,2/16/20 20:19,0.0123676,,2/16/20 20:09,0.0020787,,2/16/20 20:09,0.3711724,,2/16/20 20:19,0.0044916,,2/16/20 20:10,65.8257576,,2/16/20 20:09,0.0034188,,2/16/20 20:10,65.8257576,,2/16/20 20:10,3.215042591
2/16/20 20:19,0.0343368,,2/16/20 20:19,0.0144978,,2/16/20 20:29,0.0055239,,2/16/20 20:29,0.3658928,,2/16/20 20:29,0.0335175,,2/16/20 20:29,0.0164355,,2/16/20 20:19,0.0026594,,2/16/20 20:19,0.3803824,,2/16/20 20:29,0.0045991,,2/16/20 20:19,65.79174461,,2/16/20 20:19,0.0040339,,2/16/20 20:19,65.79174461,,2/16/20 20:19,3.214652061
2/16/20 20:29,0.0365636,,2/16/20 20:29,0.0150061,,2/16/20 20:38,0.0014512,,2/16/20 20:38,0.3658417,,2/16/20 20:38,0.029424,,2/16/20 20:38,0.0165764,,2/16/20 20:29,0.00265,,2/16/20 20:29,0.3618756,,2/16/20 20:38,0.0041311,,2/16/20 20:29,65.68970566,,2/16/20 20:29,0.0048856,,2/16/20 20:29,65.68970566,,2/16/20 20:29,3.214359045
2/16/20 20:38,0.036214,,2/16/20 20:38,0.0132032,,2/16/20 20:48,0.0030078,,2/16/20 20:48,0.3620394,,2/16/20 20:48,0.029153,,2/16/20 20:48,0.0129908,,2/16/20 20:38,0.0014709,,2/16/20 20:38,0.3615204,,2/16/20 20:48,0.0043037,,2/16/20 20:39,65.62163849,,2/16/20 20:38,0.0042546,,2/16/20 20:39,65.62163849,,2/16/20 20:39,3.214652061
2/16/20 20:48,0.0352754,,2/16/20 20:48,0.0133345,,2/16/20 20:59,0.0027617,,2/16/20 20:59,0.3726497,,2/16/20 20:59,0.0310737,,2/16/20 20:59,0.0112629,,2/16/20 20:48,0.0046408,,2/16/20 20:48,0.3718477,,2/16/20 20:59,0.003945,,2/16/20 20:49,65.72372208,,2/16/20 20:48,0.0045243,,2/16/20 20:49,65.72372208,,2/16/20 20:49,3.213675261
2/16/20 20:59,0.0332053,,2/16/20 20:59,0.0141415,,2/16/20 21:09,0.0041196,,2/16/20 21:09,0.3700167,,2/16/20 21:09,0.0316141,,2/16/20 21:09,0.0135117,,2/16/20 20:59,0.0053549,,2/16/20 20:59,0.3622634,,2/16/20 21:09,0.0045461,,2/16/20 21:00,65.96184731,,2/16/20 20:59,0.0050171,,2/16/20 21:00,65.96184731,,2/16/20 21:00,3.213968277
2/16/20 21:09,0.0347224,,2/16/20 21:09,0.015889,,2/16/20 21:19,0.003717,,2/16/20 21:19,0.384847,,2/16/20 21:19,0.0388038,,2/16/20 21:19,0.0123875,,2/16/20 21:09,0.0035446,,2/16/20 21:09,0.3637849,,2/16/20 21:19,0.0042575,,2/16/20 21:09,65.8257576,,2/16/20 21:09,0.0050851,,2/16/20 21:09,65.8257576,,2/16/20 21:09,3.21406579
2/16/20 21:19,0.0304471,,2/16/20 21:19,0.0137692,,2/16/20 21:29,0.003346,,2/16/20 21:29,0.3792233,,2/16/20 21:29,0.0303813,,2/16/20 21:29,0.0129496,,2/16/20 21:19,0.0036065,,2/16/20 21:19,0.3511414,,2/16/20 21:29,0.0042755,,2/16/20 21:19,65.89382477,,2/16/20 21:19,0.0044515,,2/16/20 21:19,65.89382477,,2/16/20 21:19,3.214163542
2/16/20 21:29,0.0305529,,2/16/20 21:29,0.018321,,2/16/20 21:39,0.0034072,,2/16/20 21:39,0.3521565,,2/16/20 21:39,0.0310743,,2/16/20 21:39,0.0140048,,2/16/20 21:29,0.0032907,,2/16/20 21:29,0.3547701,,2/16/20 21:39,0.0048101,,2/16/20 21:29,65.96184731,,2/16/20 21:29,0.0049517,,2/16/20 21:29,65.96184731,,2/16/20 21:29,3.214163542
2/16/20 21:39,0.0357202,,2/16/20 21:39,0.0159974,,2/16/20 21:48,0.0041629,,2/16/20 21:48,0.3631485,,2/16/20 21:48,0.031869,,2/16/20 21:48,0.0132398,,2/16/20 21:39,0.0036467,,2/16/20 21:39,0.3591338,,2/16/20 21:48,0.0050633,,2/16/20 21:39,65.8257576,,2/16/20 21:39,0.0055774,,2/16/20 21:39,65.8257576,,2/16/20 21:39,3.213675261
2/16/20 21:48,0.0343293,,2/16/20 21:48,0.0145667,,2/16/20 21:58,0.0036815,,2/16/20 21:58,0.3402868,,2/16/20 21:58,0.0293338,,2/16/20 21:58,0.0154023,,2/16/20 21:48,0.0032572,,2/16/20 21:48,0.3552313,,2/16/20 21:58,0.0048306,,2/16/20 21:49,65.62163849,,2/16/20 21:48,0.004727,,2/16/20 21:49,65.62163849,,2/16/20 21:49,3.213675261
2/16/20 21:58,0.0299032,,2/16/20 21:58,0.0117596,,2/16/20 22:09,0.0032378,,2/16/20 22:09,0.3785169,,2/16/20 22:09,0.033069,,2/16/20 22:09,0.0149082,,2/16/20 21:58,0.0027829,,2/16/20 21:58,0.3683303,,2/16/20 22:09,0.0044272,,2/16/20 21:58,65.99586029,,2/16/20 21:58,0.0037526,,2/16/20 21:58,65.99586029,,2/16/20 21:58,3.213773012
2/16/20 22:09,0.0463275,,2/16/20 22:09,0.0144865,,2/16/20 22:19,0.003922,,2/16/20 22:19,0.3505514,,2/16/20 22:19,0.0287982,,2/16/20 22:19,0.0136234,,2/16/20 22:09,0.0039206,,2/16/20 22:09,0.3380315,,2/16/20 22:19,0.0042174,,2/16/20 22:09,65.92783432,,2/16/20 22:09,0.0039083,,2/16/20 22:09,65.92783432,,2/16/20 22:09,3.21406579
2/16/20 22:19,0.0324436,,2/16/20 22:19,0.0154076,,2/16/20 22:29,0.0038036,,2/16/20 22:29,0.361324,,2/16/20 22:29,0.0297882,,2/16/20 22:29,0.0144416,,2/16/20 22:19,0.0034243,,2/16/20 22:19,0.3658677,,2/16/20 22:29,0.0042364,,2/16/20 22:19,65.92783432,,2/16/20 22:19,0.0044954,,2/16/20 22:19,65.92783432,,2/16/20 22:19,3.212991476
2/16/20 22:29,0.0351284,,2/16/20 22:29,0.0151702,,2/16/20 22:39,0.0020774,,2/16/20 22:39,0.3557874,,2/16/20 22:39,0.0286313,,2/16/20 22:39,0.0186017,,2/16/20 22:29,0.0024579,,2/16/20 22:29,0.3583826,,2/16/20 22:39,0.0050885,,2/16/20 22:29,65.75773163,,2/16/20 22:29,0.0044344,,2/16/20 22:29,65.75773163,,2/16/20 22:29,3.213479996
2/16/20 22:39,0.0328304,,2/16/20 22:39,0.0162758,,2/16/20 22:49,0.0046,,2/16/20 22:49,0.3514441,,2/16/20 22:49,0.030822,,2/16/20 22:49,0.0143452,,2/16/20 22:39,0.0027823,,2/16/20 22:39,0.3491156,,2/16/20 22:49,0.0053774,,2/16/20 22:39,65.62163849,,2/16/20 22:39,0.0042672,,2/16/20 22:39,65.62163849,,2/16/20 22:39,3.213577509
2/16/20 22:49,0.0310215,,2/16/20 22:49,0.0137064,,2/16/20 22:58,0.00558,,2/16/20 22:58,0.3661783,,2/16/20 22:58,0.0307058,,2/16/20 22:58,0.0136938,,2/16/20 22:49,0.0044709,,2/16/20 22:49,0.3572381,,2/16/20 22:58,0.0049991,,2/16/20 22:50,65.75773163,,2/16/20 22:49,0.005354,,2/16/20 22:50,65.75773163,,2/16/20 22:50,3.213186741
2/16/20 22:58,0.0404853,,2/16/20 22:58,0.0127428,,2/16/20 23:08,0.0036334,,2/16/20 23:08,0.3608491,,2/16/20 23:08,0.0303684,,2/16/20 23:08,0.0185295,,2/16/20 22:58,0.0027367,,2/16/20 22:58,0.3686937,,2/16/20 23:08,0.0049429,,2/16/20 22:59,65.75773163,,2/16/20 22:58,0.0039507,,2/16/20 22:59,65.75773163,,2/16/20 22:59,3.213088989
2/16/20 23:08,0.032042,,2/16/20 23:08,0.0151083,,2/16/20 23:19,0.0023748,,2/16/20 23:19,0.3730675,,2/16/20 23:19,0.0334381,,2/16/20 23:19,0.0113232,,2/16/20 23:08,0.0045721,,2/16/20 23:08,0.3632886,,2/16/20 23:19,0.0040234,,2/16/20 23:09,65.79174461,,2/16/20 23:08,0.0049842,,2/16/20 23:09,65.79174461,,2/16/20 23:09,3.213088989
2/16/20 23:19,0.030393,,2/16/20 23:19,0.0127643,,2/16/20 23:29,0.0052254,,2/16/20 23:29,0.372301,,2/16/20 23:29,0.0300065,,2/16/20 23:29,0.0126205,,2/16/20 23:19,0.0027458,,2/16/20 23:19,0.3593399,,2/16/20 23:29,0.004259,,2/16/20 23:20,65.4515358,,2/16/20 23:19,0.0040783,,2/16/20 23:20,65.4515358,,2/16/20 23:20,3.21269846
2/16/20 23:29,0.0330477,,2/16/20 23:29,0.0134871,,2/16/20 23:39,0.0073927,,2/16/20 23:39,0.3584085,,2/16/20 23:39,0.0312812,,2/16/20 23:39,0.0157376,,2/16/20 23:29,0.0031447,,2/16/20 23:29,0.3797262,,2/16/20 23:39,0.0049455,,2/16/20 23:30,65.72372208,,2/16/20 23:29,0.0042881,,2/16/20 23:30,65.72372208,,2/16/20 23:30,3.213088989
2/16/20 23:39,0.028689,,2/16/20 23:39,0.0171489,,2/16/20 23:49,0.0036123,,2/16/20 23:49,0.3800258,,2/16/20 23:49,0.0285938,,2/16/20 23:49,0.0135763,,2/16/20 23:39,0.0053318,,2/16/20 23:39,0.3502899,,2/16/20 23:49,0.0044542,,2/16/20 23:40,65.48555222,,2/16/20 23:39,0.0052995,,2/16/20 23:40,65.48555222,,2/16/20 23:40,3.212503195
2/16/20 23:49,0.0340623,,2/16/20 23:49,0.0093417,,2/16/20 23:59,0.0040818,,2/16/20 23:59,0.3604975,,2/16/20 23:59,0.0304749,,2/16/20 23:59,0.0139518,,2/16/20 23:49,0.0028398,,2/16/20 23:49,0.3554374,,2/16/20 23:59,0.0052704,,2/16/20 23:50,65.58762894,,2/16/20 23:49,0.0035459,,2/16/20 23:50,65.58762894,,2/16/20 23:50,3.212405443
2/16/20 23:59,0.036902,,2/16/20 23:59,0.0171299,,2/17/20 0:08,0.0017932,,2/17/20 0:08,0.3600616,,2/17/20 0:08,0.0323685,,2/17/20 0:08,0.0138961,,2/16/20 23:59,0.0044123,,2/16/20 23:59,0.3589738,,2/17/20 0:08,0.0044341,,2/16/20 23:59,66.02991104,,2/16/20 23:59,0.0052808,,2/16/20 23:59,66.02991104,,2/16/20 23:59,3.212796211
2/17/20 0:08,0.0334946,,2/17/20 0:08,0.0152999,,2/17/20 0:18,0.0037608,,2/17/20 0:18,0.3470557,,2/17/20 0:18,0.0287795,,2/17/20 0:18,0.0163496,,2/17/20 0:08,0.0020401,,2/17/20 0:08,0.3708985,,2/17/20 0:18,0.0044176,,2/17/20 0:09,65.55361595,,2/17/20 0:08,0.0045288,,2/17/20 0:09,65.55361595,,2/17/20 0:09,3.212503195
2/17/20 0:18,0.033955,,2/17/20 0:18,0.0122073,,2/17/20 0:29,0.0037504,,2/17/20 0:29,0.3495415,,2/17/20 0:29,0.0389642,,2/17/20 0:29,0.0151696,,2/17/20 0:18,0.0039983,,2/17/20 0:18,0.3801899,,2/17/20 0:29,0.0052791,,2/17/20 0:19,65.8257576,,2/17/20 0:18,0.0043718,,2/17/20 0:19,65.8257576,,2/17/20 0:19,3.212600708
2/17/20 0:29,0.0317408,,2/17/20 0:29,0.0175501,,2/17/20 0:39,0.0038266,,2/17/20 0:39,0.3459586,,2/17/20 0:39,0.0297556,,2/17/20 0:39,0.0138125,,2/17/20 0:29,0.0039263,,2/17/20 0:29,0.3469812,,2/17/20 0:39,0.0050228,,2/17/20 0:30,65.4515358,,2/17/20 0:29,0.0055403,,2/17/20 0:30,65.4515358,,2/17/20 0:30,3.212796211
2/17/20 0:39,0.0309808,,2/17/20 0:39,0.0135061,,2/17/20 0:49,0.0012792,,2/17/20 0:49,0.3820156,,2/17/20 0:49,0.0296779,,2/17/20 0:49,0.0126057,,2/17/20 0:39,0.004155,,2/17/20 0:39,0.3612329,,2/17/20 0:49,0.0036167,,2/17/20 0:40,65.58762894,,2/17/20 0:39,0.0043351,,2/17/20 0:40,65.58762894,,2/17/20 0:40,3.212405443
2/17/20 0:49,0.0353372,,2/17/20 0:49,0.0168984,,2/17/20 0:59,0.0057345,,2/17/20 0:59,0.3537706,,2/17/20 0:59,0.0334666,,2/17/20 0:59,0.0181334,,2/17/20 0:49,0.0043262,,2/17/20 0:49,0.3712022,,2/17/20 0:59,0.0053782,,2/17/20 0:50,65.68970566,,2/17/20 0:49,0.0052013,,2/17/20 0:50,65.68970566,,2/17/20 0:50,3.21220994
2/17/20 0:59,0.0333116,,2/17/20 0:59,0.0144077,,2/17/20 1:09,0.0037407,,2/17/20 1:09,0.3656192,,2/17/20 1:09,0.0266875,,2/17/20 1:09,0.0152284,,2/17/20 0:59,0.0049136,,2/17/20 0:59,0.3543525,,2/17/20 1:09,0.0043697,,2/17/20 0:59,65.96184731,,2/17/20 0:59,0.0046533,,2/17/20 0:59,65.96184731,,2/17/20 0:59,3.211916924
2/17/20 1:09,0.0342596,,2/17/20 1:09,0.0158752,,2/17/20 1:19,0.004636,,2/17/20 1:19,0.3667254,,2/17/20 1:19,0.030525,,2/17/20 1:19,0.0139143,,2/17/20 1:09,0.0038954,,2/17/20 1:09,0.3923669,,2/17/20 1:19,0.004875,,2/17/20 1:09,65.68970566,,2/17/20 1:09,0.0043594,,2/17/20 1:09,65.68970566,,2/17/20 1:09,3.211916924
2/17/20 1:19,0.0391354,,2/17/20 1:19,0.0143795,,2/17/20 1:28,0.0030876,,2/17/20 1:28,0.3633259,,2/17/20 1:28,0.0270999,,2/17/20 1:28,0.0121113,,2/17/20 1:19,0.003626,,2/17/20 1:19,0.3595975,,2/17/20 1:28,0.0037552,,2/17/20 1:19,65.72372208,,2/17/20 1:19,0.004198,,2/17/20 1:19,65.72372208,,2/17/20 1:19,3.211526394
2/17/20 1:28,0.0287187,,2/17/20 1:28,0.0135024,,2/17/20 1:38,0.0041339,,2/17/20 1:38,0.3573775,,2/17/20 1:38,0.0283108,,2/17/20 1:38,0.0155866,,2/17/20 1:28,0.0033267,,2/17/20 1:28,0.3673512,,2/17/20 1:38,0.0050874,,2/17/20 1:29,65.8257576,,2/17/20 1:28,0.0045986,,2/17/20 1:29,65.8257576,,2/17/20 1:29,3.211428642
2/17/20 1:38,0.0313443,,2/17/20 1:38,0.0141594,,2/17/20 1:49,0.0020459,,2/17/20 1:49,0.3803053,,2/17/20 1:49,0.0393718,,2/17/20 1:49,0.011835,,2/17/20 1:38,0.0036971,,2/17/20 1:38,0.356373,,2/17/20 1:49,0.0039807,,2/17/20 1:40,65.58762894,,2/17/20 1:38,0.0044215,,2/17/20 1:40,65.58762894,,2/17/20 1:40,3.212014675
2/17/20 1:49,0.0324101,,2/17/20 1:49,0.0182753,,2/17/20 1:59,0.003366,,2/17/20 1:59,0.365499,,2/17/20 1:59,0.0283328,,2/17/20 1:59,0.0124415,,2/17/20 1:49,0.0021167,,2/17/20 1:49,0.3730084,,2/17/20 1:59,0.0041329,,2/17/20 1:50,65.48555222,,2/17/20 1:49,0.0052135,,2/17/20 1:50,65.48555222,,2/17/20 1:50,3.211721659
2/17/20 1:59,0.0317835,,2/17/20 1:59,0.0117667,,2/17/20 2:09,0.0058071,,2/17/20 2:09,0.3558506,,2/17/20 2:09,0.0301877,,2/17/20 2:09,0.0170945,,2/17/20 1:59,0.0030753,,2/17/20 1:59,0.3555458,,2/17/20 2:09,0.0053087,,2/17/20 1:59,65.4515358,,2/17/20 1:59,0.003678,,2/17/20 1:59,65.4515358,,2/17/20 1:59,3.211623907
2/17/20 2:09,0.0320347,,2/17/20 2:09,0.015224,,2/17/20 2:19,0.0023209,,2/17/20 2:19,0.3416394,,2/17/20 2:19,0.030437,,2/17/20 2:19,0.0170324,,2/17/20 2:09,0.003365,,2/17/20 2:09,0.3599339,,2/17/20 2:19,0.004891,,2/17/20 2:09,65.55361595,,2/17/20 2:09,0.0046209,,2/17/20 2:09,65.55361595,,2/17/20 2:09,3.211135387
2/17/20 2:19,0.0348336,,2/17/20 2:19,0.0167907,,2/17/20 2:29,0.0047892,,2/17/20 2:29,0.3599023,,2/17/20 2:29,0.0352408,,2/17/20 2:29,0.0136963,,2/17/20 2:19,0.0053832,,2/17/20 2:19,0.3646364,,2/17/20 2:29,0.0051423,,2/17/20 2:19,65.31544952,,2/17/20 2:19,0.0056613,,2/17/20 2:19,65.31544952,,2/17/20 2:19,3.210842609
2/17/20 2:29,0.03535,,2/17/20 2:29,0.0150725,,2/17/20 2:38,0.0057477,,2/17/20 2:38,0.3787213,,2/17/20 2:38,0.0283032,,2/17/20 2:38,0.014071,,2/17/20 2:29,0.0027062,,2/17/20 2:29,0.3697676,,2/17/20 2:38,0.004516,,2/17/20 2:29,65.48555222,,2/17/20 2:29,0.0046656,,2/17/20 2:29,65.48555222,,2/17/20 2:29,3.210940123
2/17/20 2:38,0.0326365,,2/17/20 2:38,0.0112672,,2/17/20 2:49,0.0042044,,2/17/20 2:49,0.3596919,,2/17/20 2:49,0.0275186,,2/17/20 2:49,0.014744,,2/17/20 2:38,0.0028135,,2/17/20 2:38,0.3496446,,2/17/20 2:49,0.0045662,,2/17/20 2:39,65.75773163,,2/17/20 2:38,0.0043065,,2/17/20 2:39,65.75773163,,2/17/20 2:39,3.210842609
2/17/20 2:49,0.0321056,,2/17/20 2:49,0.0136054,,2/17/20 2:59,0.0033921,,2/17/20 2:59,0.3727459,,2/17/20 2:59,0.0336193,,2/17/20 2:59,0.0199283,,2/17/20 2:49,0.0049828,,2/17/20 2:49,0.3669227,,2/17/20 2:59,0.0045874,,2/17/20 2:50,65.68970566,,2/17/20 2:49,0.0045545,,2/17/20 2:50,65.68970566,,2/17/20 2:50,3.210451841
2/17/20 2:59,0.0365204,,2/17/20 2:59,0.0148027,,2/17/20 3:09,0.0036042,,2/17/20 3:09,0.3584716,,2/17/20 3:09,0.0300881,,2/17/20 3:09,0.0122827,,2/17/20 2:59,0.0022838,,2/17/20 2:59,0.3614526,,2/17/20 3:09,0.0041151,,2/17/20 2:59,65.51960297,,2/17/20 2:59,0.0046531,,2/17/20 2:59,65.51960297,,2/17/20 2:59,3.210744858
2/17/20 3:09,0.0324795,,2/17/20 3:09,0.0141205,,2/17/20 3:19,0.0031646,,2/17/20 3:19,0.3565238,,2/17/20 3:19,0.0308713,,2/17/20 3:19,0.0132515,,2/17/20 3:09,0.0051719,,2/17/20 3:09,0.3673702,,2/17/20 3:19,0.004816,,2/17/20 3:09,66.06392746,,2/17/20 3:09,0.004487,,2/17/20 3:09,66.06392746,,2/17/20 3:09,3.21035409
2/17/20 3:19,0.0325968,,2/17/20 3:19,0.0134903,,2/17/20 3:29,0.0035159,,2/17/20 3:29,0.3562684,,2/17/20 3:29,0.034255,,2/17/20 3:29,0.0124293,,2/17/20 3:19,0.0027399,,2/17/20 3:19,0.358491,,2/17/20 3:29,0.0040216,,2/17/20 3:19,65.72372208,,2/17/20 3:19,0.0039802,,2/17/20 3:19,65.72372208,,2/17/20 3:19,3.210744858
2/17/20 3:29,0.0302117,,2/17/20 3:29,0.0148769,,2/17/20 3:39,0.0046733,,2/17/20 3:39,0.3669959,,2/17/20 3:39,0.0300627,,2/17/20 3:39,0.0133409,,2/17/20 3:29,0.0061849,,2/17/20 3:29,0.3662176,,2/17/20 3:39,0.0045449,,2/17/20 3:29,65.55361595,,2/17/20 3:29,0.0054507,,2/17/20 3:29,65.55361595,,2/17/20 3:29,3.210940123
2/17/20 3:39,0.0348426,,2/17/20 3:39,0.0208342,,2/17/20 3:48,0.0025275,,2/17/20 3:48,0.3675489,,2/17/20 3:48,0.0313535,,2/17/20 3:48,0.0152418,,2/17/20 3:39,0.003829,,2/17/20 3:39,0.3554671,,2/17/20 3:48,0.004253,,2/17/20 3:39,65.72372208,,2/17/20 3:39,0.0047437,,2/17/20 3:39,65.72372208,,2/17/20 3:39,3.209572792
2/17/20 3:48,0.0326412,,2/17/20 3:48,0.0114121,,2/17/20 3:58,0.0067731,,2/17/20 3:58,0.3775521,,2/17/20 3:58,0.0331153,,2/17/20 3:58,0.0160445,,2/17/20 3:48,0.0018387,,2/17/20 3:48,0.3735129,,2/17/20 3:58,0.0050924,,2/17/20 3:48,65.72372208,,2/17/20 3:48,0.0039844,,2/17/20 3:48,65.72372208,,2/17/20 3:48,3.209865808
2/17/20 3:58,0.0362778,,2/17/20 3:58,0.0127538,,2/17/20 4:09,0.0034785,,2/17/20 4:09,0.355547,,2/17/20 4:09,0.0333628,,2/17/20 4:09,0.010983,,2/17/20 3:58,0.0039051,,2/17/20 3:58,0.3787607,,2/17/20 4:09,0.0036617,,2/17/20 3:59,65.79174461,,2/17/20 3:58,0.003908,,2/17/20 3:59,65.79174461,,2/17/20 3:59,3.209572792
2/17/20 4:09,0.033531,,2/17/20 4:09,0.0145135,,2/17/20 4:19,0.0040294,,2/17/20 4:19,0.3567884,,2/17/20 4:19,0.0294903,,2/17/20 4:19,0.0115787,,2/17/20 4:09,0.0035364,,2/17/20 4:09,0.3697079,,2/17/20 4:19,0.0039987,,2/17/20 4:10,65.75773163,,2/17/20 4:09,0.0048629,,2/17/20 4:10,65.75773163,,2/17/20 4:10,3.209572792
2/17/20 4:19,0.0353572,,2/17/20 4:19,0.0113254,,2/17/20 4:29,0.002967,,2/17/20 4:29,0.3719764,,2/17/20 4:29,0.0295967,,2/17/20 4:29,0.0116191,,2/17/20 4:19,0.0029197,,2/17/20 4:19,0.3627029,,2/17/20 4:29,0.0047088,,2/17/20 4:20,65.85980835,,2/17/20 4:19,0.0036763,,2/17/20 4:20,65.85980835,,2/17/20 4:20,3.209084272
2/17/20 4:29,0.0389365,,2/17/20 4:29,0.0147999,,2/17/20 4:39,0.0036225,,2/17/20 4:39,0.3618951,,2/17/20 4:39,0.0311412,,2/17/20 4:39,0.0148103,,2/17/20 4:29,0.0047004,,2/17/20 4:29,0.3550359,,2/17/20 4:39,0.0048073,,2/17/20 4:30,65.65565491,,2/17/20 4:29,0.0051405,,2/17/20 4:30,65.65565491,,2/17/20 4:30,3.209572792
2/17/20 4:39,0.0285371,,2/17/20 4:39,0.0157167,,2/17/20 4:49,0.0028465,,2/17/20 4:49,0.3622017,,2/17/20 4:49,0.0272238,,2/17/20 4:49,0.0156926,,2/17/20 4:39,0.0039941,,2/17/20 4:39,0.3606687,,2/17/20 4:49,0.0045936,,2/17/20 4:40,65.48555222,,2/17/20 4:39,0.0046658,,2/17/20 4:40,65.48555222,,2/17/20 4:40,3.21035409
2/17/20 4:49,0.0341622,,2/17/20 4:49,0.0154367,,2/17/20 4:58,0.0023833,,2/17/20 4:58,0.3710687,,2/17/20 4:58,0.0260047,,2/17/20 4:58,0.0150451,,2/17/20 4:49,0.0033523,,2/17/20 4:49,0.3555946,,2/17/20 4:58,0.0040291,,2/17/20 4:49,65.62163849,,2/17/20 4:49,0.0048585,,2/17/20 4:49,65.62163849,,2/17/20 4:49,3.209279537
2/17/20 4:58,0.034963,,2/17/20 4:58,0.0159719,,2/17/20 5:08,0.0046198,,2/17/20 5:08,0.3556191,,2/17/20 5:08,0.0298042,,2/17/20 5:08,0.016659,,2/17/20 4:58,0.0047284,,2/17/20 4:58,0.3732553,,2/17/20 5:08,0.0049461,,2/17/20 4:59,66.02991104,,2/17/20 4:58,0.0048632,,2/17/20 4:59,66.02991104,,2/17/20 4:59,3.209572792
2/17/20 5:08,0.031743,,2/17/20 5:08,0.0146384,,2/17/20 5:19,0.0024875,,2/17/20 5:19,0.3458114,,2/17/20 5:19,0.0309715,,2/17/20 5:19,0.0135351,,2/17/20 5:08,0.0029001,,2/17/20 5:08,0.3710803,,2/17/20 5:19,0.0043465,,2/17/20 5:10,65.8257576,,2/17/20 5:08,0.0042823,,2/17/20 5:10,65.8257576,,2/17/20 5:10,3.209377289
2/17/20 5:19,0.0320237,,2/17/20 5:19,0.0128332,,2/17/20 5:29,0.0036508,,2/17/20 5:29,0.3673055,,2/17/20 5:29,0.029188,,2/17/20 5:29,0.0138919,,2/17/20 5:19,0.0040478,,2/17/20 5:19,0.3552529,,2/17/20 5:29,0.0042394,,2/17/20 5:20,65.68970566,,2/17/20 5:19,0.0042418,,2/17/20 5:20,65.68970566,,2/17/20 5:20,3.209377289
2/17/20 5:29,0.0400137,,2/17/20 5:29,0.0121031,,2/17/20 5:39,0.0029493,,2/17/20 5:39,0.3590517,,2/17/20 5:39,0.0330356,,2/17/20 5:39,0.0136505,,2/17/20 5:29,0.0034065,,2/17/20 5:29,0.3800408,,2/17/20 5:39,0.0045304,,2/17/20 5:30,65.75773163,,2/17/20 5:29,0.0041349,,2/17/20 5:30,65.75773163,,2/17/20 5:30,3.208986521
2/17/20 5:39,0.0303305,,2/17/20 5:39,0.0135465,,2/17/20 5:49,0.0050398,,2/17/20 5:49,0.3557574,,2/17/20 5:49,0.0295488,,2/17/20 5:49,0.0147087,,2/17/20 5:39,0.0027785,,2/17/20 5:39,0.3554617,,2/17/20 5:49,0.0046713,,2/17/20 5:40,65.72372208,,2/17/20 5:39,0.00435,,2/17/20 5:40,65.72372208,,2/17/20 5:40,3.20849824
2/17/20 5:49,0.0357701,,2/17/20 5:49,0.0132855,,2/17/20 5:58,0.0031246,,2/17/20 5:58,0.3767796,,2/17/20 5:58,0.0338142,,2/17/20 5:58,0.0120156,,2/17/20 5:49,0.0036299,,2/17/20 5:49,0.3563105,,2/17/20 5:58,0.0037027,,2/17/20 5:49,65.89382477,,2/17/20 5:49,0.0044758,,2/17/20 5:49,65.89382477,,2/17/20 5:49,3.208986521
2/17/20 5:58,0.0324122,,2/17/20 5:58,0.0155029,,2/17/20 6:08,0.0038782,,2/17/20 6:08,0.3653036,,2/17/20 6:08,0.0293602,,2/17/20 6:08,0.015252,,2/17/20 5:58,0.0031496,,2/17/20 5:58,0.3645172,,2/17/20 6:08,0.0046973,,2/17/20 5:59,65.85980835,,2/17/20 5:58,0.0042495,,2/17/20 5:59,65.85980835,,2/17/20 5:59,3.208791256
