Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,
2/23/20 15:09,0.0028785,,2/23/20 15:09,0.9991693,,2/23/20 15:09,0.0470424,,2/23/20 15:09,0.0143948,,2/23/20 15:19,0.0472163,,2/23/20 15:19,0.0172247,,2/23/20 15:09,0.0047543,,2/23/20 15:00,62.56999359,,2/23/20 15:19,0.0052502,,2/23/20 15:00,62.56999359,,2/23/20 15:19,0.0064113,,2/23/20 15:19,1.0523333,,2/23/20 15:00,3.121855974
2/23/20 15:19,0.0043709,,2/23/20 15:19,0.9710196,,2/23/20 15:19,0.0474427,,2/23/20 15:19,0.0168363,,2/23/20 15:29,0.0413615,,2/23/20 15:29,0.0148626,,2/23/20 15:19,0.0057006,,2/23/20 15:10,62.71666794,,2/23/20 15:29,0.0046803,,2/23/20 15:10,62.71666794,,2/23/20 15:29,0.0036714,,2/23/20 15:29,1.0497965,,2/23/20 15:10,3.122051239
2/23/20 15:29,0.0034838,,2/23/20 15:29,0.9734211,,2/23/20 15:29,0.0446161,,2/23/20 15:29,0.0181328,,2/23/20 15:39,0.0416826,,2/23/20 15:39,0.016595,,2/23/20 15:29,0.0053323,,2/23/20 15:20,62.34999924,,2/23/20 15:39,0.0047963,,2/23/20 15:20,62.34999924,,2/23/20 15:39,0.0041719,,2/23/20 15:39,1.0481087,,2/23/20 15:20,3.121953726
2/23/20 15:39,0.0034783,,2/23/20 15:39,1.0012993,,2/23/20 15:39,0.0451617,,2/23/20 15:39,0.0167804,,2/23/20 15:49,0.0436748,,2/23/20 15:49,0.0182562,,2/23/20 15:39,0.0055405,,2/23/20 15:30,62.49667358,,2/23/20 15:49,0.0051527,,2/23/20 15:30,62.49667358,,2/23/20 15:49,0.0031132,,2/23/20 15:49,1.0413706,,2/23/20 15:30,3.121660709
2/23/20 15:49,0.0044986,,2/23/20 15:49,1.0028447,,2/23/20 15:49,0.045325,,2/23/20 15:49,0.0163519,,2/23/20 15:59,0.0412505,,2/23/20 15:59,0.0154827,,2/23/20 15:49,0.0051831,,2/23/20 15:39,62.53333359,,2/23/20 15:59,0.0042911,,2/23/20 15:39,62.53333359,,2/23/20 15:59,0.0045192,,2/23/20 15:59,1.0707412,,2/23/20 15:39,3.121855974
2/23/20 15:59,0.0036493,,2/23/20 15:59,1.0091512,,2/23/20 15:59,0.0453891,,2/23/20 15:59,0.0143814,,2/23/20 16:09,0.0531374,,2/23/20 16:09,0.0148843,,2/23/20 15:59,0.0052066,,2/23/20 15:49,62.38665924,,2/23/20 16:09,0.0053807,,2/23/20 15:49,62.38665924,,2/23/20 16:09,0.0028718,,2/23/20 16:09,1.0161033,,2/23/20 15:49,3.121660709
2/23/20 16:09,0.0057742,,2/23/20 16:09,0.9879763,,2/23/20 16:09,0.0459648,,2/23/20 16:09,0.018914,,2/23/20 16:19,0.0443131,,2/23/20 16:19,0.0144625,,2/23/20 16:09,0.0054351,,2/23/20 15:59,62.53333359,,2/23/20 16:19,0.0042254,,2/23/20 15:59,62.53333359,,2/23/20 16:19,0.0036099,,2/23/20 16:19,1.0512417,,2/23/20 15:59,3.121660709
2/23/20 16:19,0.0056526,,2/23/20 16:19,0.9935728,,2/23/20 16:19,0.0547827,,2/23/20 16:19,0.0165571,,2/23/20 16:29,0.0399473,,2/23/20 16:29,0.0177401,,2/23/20 16:19,0.0052453,,2/23/20 16:10,62.42331581,,2/23/20 16:29,0.0054004,,2/23/20 16:10,62.42331581,,2/23/20 16:29,0.0032663,,2/23/20 16:29,1.0376312,,2/23/20 16:10,3.121562719
2/23/20 16:29,0.0022238,,2/23/20 16:29,0.9857836,,2/23/20 16:29,0.0441121,,2/23/20 16:29,0.0121425,,2/23/20 16:39,0.0396667,,2/23/20 16:39,0.0155844,,2/23/20 16:29,0.0044015,,2/23/20 16:20,62.56999359,,2/23/20 16:39,0.0051066,,2/23/20 16:20,62.56999359,,2/23/20 16:39,0.0057304,,2/23/20 16:39,1.0159485,,2/23/20 16:20,3.120879173
2/23/20 16:39,0.0029593,,2/23/20 16:39,0.9701216,,2/23/20 16:39,0.0482671,,2/23/20 16:39,0.0173289,,2/23/20 16:49,0.0440598,,2/23/20 16:49,0.0151538,,2/23/20 16:39,0.0050307,,2/23/20 16:29,62.38665924,,2/23/20 16:49,0.005038,,2/23/20 16:29,62.38665924,,2/23/20 16:49,0.0036016,,2/23/20 16:49,1.0342273,,2/23/20 16:29,3.121855974
2/23/20 16:49,0.0030391,,2/23/20 16:49,0.9967261,,2/23/20 16:49,0.0469549,,2/23/20 16:49,0.0155958,,2/23/20 16:59,0.0413357,,2/23/20 16:59,0.0161717,,2/23/20 16:49,0.004887,,2/23/20 16:39,62.38665924,,2/23/20 16:59,0.0051611,,2/23/20 16:39,62.38665924,,2/23/20 16:59,0.0024733,,2/23/20 16:59,1.0055561,,2/23/20 16:39,3.121758223
2/23/20 16:59,0.0040012,,2/23/20 16:59,0.9912966,,2/23/20 16:59,0.0458776,,2/23/20 16:59,0.0255693,,2/23/20 17:08,0.0471245,,2/23/20 17:08,0.0120024,,2/23/20 16:59,0.0062671,,2/23/20 16:49,62.46002045,,2/23/20 17:08,0.0045038,,2/23/20 16:49,62.46002045,,2/23/20 17:08,0.0023261,,2/23/20 17:08,1.0310247,,2/23/20 16:49,3.12117219
2/23/20 17:08,0.0042453,,2/23/20 17:08,1.0006102,,2/23/20 17:08,0.0540962,,2/23/20 17:08,0.0175256,,2/23/20 17:19,0.0476634,,2/23/20 17:19,0.0176977,,2/23/20 17:08,0.0051684,,2/23/20 16:59,62.53333359,,2/23/20 17:19,0.0046471,,2/23/20 16:59,62.53333359,,2/23/20 17:19,0.0027432,,2/23/20 17:19,1.0481449,,2/23/20 16:59,3.121855974
2/23/20 17:19,0.0033213,,2/23/20 17:19,0.9831733,,2/23/20 17:19,0.0476477,,2/23/20 17:19,0.0157492,,2/23/20 17:29,0.0439315,,2/23/20 17:29,0.0131976,,2/23/20 17:19,0.0046169,,2/23/20 17:09,62.31334267,,2/23/20 17:29,0.0049054,,2/23/20 17:09,62.31334267,,2/23/20 17:29,0.0038074,,2/23/20 17:29,1.0724289,,2/23/20 17:09,3.121758223
2/23/20 17:29,0.0049523,,2/23/20 17:29,0.9654439,,2/23/20 17:29,0.0434325,,2/23/20 17:29,0.0205179,,2/23/20 17:39,0.0428006,,2/23/20 17:39,0.0121969,,2/23/20 17:29,0.005574,,2/23/20 17:20,62.68000793,,2/23/20 17:39,0.0040962,,2/23/20 17:20,62.68000793,,2/23/20 17:39,0.0028666,,2/23/20 17:39,1.0246376,,2/23/20 17:20,3.120976925
2/23/20 17:39,0.0034855,,2/23/20 17:39,1.0141213,,2/23/20 17:39,0.0496053,,2/23/20 17:39,0.0151481,,2/23/20 17:49,0.0402081,,2/23/20 17:49,0.0159417,,2/23/20 17:39,0.0049092,,2/23/20 17:29,62.42331581,,2/23/20 17:49,0.0050995,,2/23/20 17:29,62.42331581,,2/23/20 17:49,0.004566,,2/23/20 17:49,1.0432132,,2/23/20 17:29,3.121269703
2/23/20 17:49,0.0035052,,2/23/20 17:49,0.9894798,,2/23/20 17:49,0.0473834,,2/23/20 17:49,0.0208754,,2/23/20 17:59,0.043977,,2/23/20 17:59,0.0162399,,2/23/20 17:49,0.005776,,2/23/20 17:39,62.46002045,,2/23/20 17:59,0.0038803,,2/23/20 17:39,62.46002045,,2/23/20 17:59,0.0029021,,2/23/20 17:59,1.0573811,,2/23/20 17:39,3.120976925
2/23/20 17:59,0.0026039,,2/23/20 17:59,0.9876421,,2/23/20 17:59,0.0495694,,2/23/20 17:59,0.0139765,,2/23/20 18:09,0.0409218,,2/23/20 18:09,0.0138742,,2/23/20 17:59,0.004522,,2/23/20 17:50,62.34999924,,2/23/20 18:09,0.0042892,,2/23/20 17:50,62.34999924,,2/23/20 18:09,0.0024937,,2/23/20 18:09,1.0143872,,2/23/20 17:50,3.120976925
2/23/20 18:09,0.003479,,2/23/20 18:09,0.9924869,,2/23/20 18:09,0.046205,,2/23/20 18:09,0.0140305,,2/23/20 18:19,0.0430837,,2/23/20 18:19,0.0141759,,2/23/20 18:09,0.0048004,,2/23/20 18:00,62.56999359,,2/23/20 18:19,0.0050356,,2/23/20 18:00,62.56999359,,2/23/20 18:19,0.0048408,,2/23/20 18:19,1.0199588,,2/23/20 18:00,3.12117219
2/23/20 18:19,0.0041405,,2/23/20 18:19,0.9717505,,2/23/20 18:19,0.06024,,2/23/20 18:19,0.0161484,,2/23/20 18:29,0.0434198,,2/23/20 18:29,0.0151217,,2/23/20 18:19,0.0053577,,2/23/20 18:09,62.75332451,,2/23/20 18:29,0.0046425,,2/23/20 18:09,62.75332451,,2/23/20 18:29,0.0056231,,2/23/20 18:29,1.002671,,2/23/20 18:09,3.120781422
2/23/20 18:29,0.0046927,,2/23/20 18:29,0.9604321,,2/23/20 18:29,0.0501598,,2/23/20 18:29,0.0180173,,2/23/20 18:39,0.0419166,,2/23/20 18:39,0.0129718,,2/23/20 18:29,0.0053384,,2/23/20 18:20,62.68000793,,2/23/20 18:39,0.0043231,,2/23/20 18:20,62.68000793,,2/23/20 18:39,0.0039181,,2/23/20 18:39,1.020044,,2/23/20 18:20,3.12117219
2/23/20 18:39,0.0048572,,2/23/20 18:39,0.9524341,,2/23/20 18:39,0.0457719,,2/23/20 18:39,0.0185358,,2/23/20 18:49,0.0467585,,2/23/20 18:49,0.014982,,2/23/20 18:39,0.0060382,,2/23/20 18:30,62.71666794,,2/23/20 18:49,0.0046736,,2/23/20 18:30,62.71666794,,2/23/20 18:49,0.0034136,,2/23/20 18:49,1.0176337,,2/23/20 18:30,3.121269703
2/23/20 18:49,0.0023642,,2/23/20 18:49,0.963481,,2/23/20 18:49,0.0461703,,2/23/20 18:49,0.0180364,,2/23/20 18:59,0.0386093,,2/23/20 18:59,0.0163706,,2/23/20 18:49,0.0055727,,2/23/20 18:40,62.82668228,,2/23/20 18:59,0.0042955,,2/23/20 18:40,62.82668228,,2/23/20 18:59,0.0043395,,2/23/20 18:59,1.0400029,,2/23/20 18:40,3.121269703
2/23/20 18:59,0.0037501,,2/23/20 18:59,0.9698919,,2/23/20 18:59,0.0433386,,2/23/20 18:59,0.0167554,,2/23/20 19:09,0.0463279,,2/23/20 19:09,0.0164875,,2/23/20 18:59,0.0056587,,2/23/20 18:50,62.60664673,,2/23/20 19:09,0.0047132,,2/23/20 18:50,62.60664673,,2/23/20 19:09,0.0030669,,2/23/20 19:09,1.0298867,,2/23/20 18:50,3.120781422
2/23/20 19:09,0.0035981,,2/23/20 19:09,1.001007,,2/23/20 19:09,0.0443239,,2/23/20 19:09,0.0176476,,2/23/20 19:19,0.043476,,2/23/20 19:19,0.0145934,,2/23/20 19:09,0.0047776,,2/23/20 18:59,62.78998108,,2/23/20 19:19,0.0045664,,2/23/20 18:59,62.78998108,,2/23/20 19:19,0.0025948,,2/23/20 19:19,1.0589682,,2/23/20 18:59,3.120781422
2/23/20 19:18,0.0054224,,2/23/20 19:18,1.0012993,,2/23/20 19:18,0.0439945,,2/23/20 19:18,0.0198536,,2/23/20 19:29,0.0440562,,2/23/20 19:29,0.0130628,,2/23/20 19:18,0.0056998,,2/23/20 19:09,62.68000793,,2/23/20 19:29,0.0050428,,2/23/20 19:09,62.68000793,,2/23/20 19:29,0.0041772,,2/23/20 19:29,1.004271,,2/23/20 19:09,3.121074438
2/23/20 19:29,0.0054186,,2/23/20 19:29,0.9879763,,2/23/20 19:29,0.0467328,,2/23/20 19:29,0.0177073,,2/23/20 19:39,0.0487742,,2/23/20 19:39,0.0134032,,2/23/20 19:29,0.0060799,,2/23/20 19:19,63.01001663,,2/23/20 19:39,0.0041806,,2/23/20 19:19,63.01001663,,2/23/20 19:39,0.0033238,,2/23/20 19:39,1.056083,,2/23/20 19:19,3.120488405
2/23/20 19:39,0.0029383,,2/23/20 19:39,0.9911086,,2/23/20 19:39,0.0468283,,2/23/20 19:39,0.0219891,,2/23/20 19:49,0.0430194,,2/23/20 19:49,0.0167229,,2/23/20 19:39,0.0060907,,2/23/20 19:30,62.78998108,,2/23/20 19:49,0.0053529,,2/23/20 19:30,62.78998108,,2/23/20 19:49,0.0060037,,2/23/20 19:49,1.0536056,,2/23/20 19:30,3.120781422
2/23/20 19:49,0.0020773,,2/23/20 19:49,0.9893545,,2/23/20 19:49,0.0496439,,2/23/20 19:49,0.0167737,,2/23/20 19:59,0.0412415,,2/23/20 19:59,0.0173498,,2/23/20 19:49,0.0048097,,2/23/20 19:40,62.75332451,,2/23/20 19:59,0.0045237,,2/23/20 19:40,62.75332451,,2/23/20 19:59,0.0043981,,2/23/20 19:59,1.0306867,,2/23/20 19:40,3.120488405
2/23/20 19:59,0.0059563,,2/23/20 19:59,0.9422434,,2/23/20 19:59,0.0536385,,2/23/20 19:59,0.0174868,,2/23/20 20:09,0.0411077,,2/23/20 20:09,0.0122385,,2/23/20 19:59,0.0061023,,2/23/20 19:50,62.97331543,,2/23/20 20:09,0.0047164,,2/23/20 19:50,62.97331543,,2/23/20 20:09,0.0032598,,2/23/20 20:09,1.0067974,,2/23/20 19:50,3.120879173
2/23/20 20:09,0.0048873,,2/23/20 20:09,1.0040558,,2/23/20 20:09,0.0511363,,2/23/20 20:09,0.0154266,,2/23/20 20:19,0.0452905,,2/23/20 20:19,0.014203,,2/23/20 20:09,0.0046555,,2/23/20 19:59,63.04667664,,2/23/20 20:19,0.0041186,,2/23/20 19:59,63.04667664,,2/23/20 20:19,0.0030784,,2/23/20 20:19,1.0780367,,2/23/20 19:59,3.120976925
2/23/20 20:19,0.0054261,,2/23/20 20:19,0.9939487,,2/23/20 20:19,0.0462373,,2/23/20 20:19,0.0128306,,2/23/20 20:29,0.041498,,2/23/20 20:29,0.014086,,2/23/20 20:19,0.005193,,2/23/20 20:09,63.04667664,,2/23/20 20:29,0.0041269,,2/23/20 20:09,63.04667664,,2/23/20 20:29,0.0016555,,2/23/20 20:29,1.0157962,,2/23/20 20:09,3.120292902
2/23/20 20:29,0.0031399,,2/23/20 20:29,0.9789132,,2/23/20 20:29,0.0495215,,2/23/20 20:29,0.0137153,,2/23/20 20:39,0.0421624,,2/23/20 20:39,0.0134453,,2/23/20 20:29,0.0046148,,2/23/20 20:19,62.93665543,,2/23/20 20:39,0.0046779,,2/23/20 20:19,62.93665543,,2/23/20 20:39,0.0030551,,2/23/20 20:39,1.0360699,,2/23/20 20:19,3.121269703
2/23/20 20:39,0.0027537,,2/23/20 20:39,0.9994408,,2/23/20 20:39,0.0489166,,2/23/20 20:39,0.01967,,2/23/20 20:49,0.0436324,,2/23/20 20:49,0.0171264,,2/23/20 20:39,0.0054524,,2/23/20 20:30,62.90000229,,2/23/20 20:49,0.0050641,,2/23/20 20:30,62.90000229,,2/23/20 20:49,0.0045825,,2/23/20 20:49,1.0464623,,2/23/20 20:30,3.120390654
2/23/20 20:49,0.0025882,,2/23/20 20:49,0.9973317,,2/23/20 20:49,0.0477558,,2/23/20 20:49,0.0122266,,2/23/20 20:59,0.051059,,2/23/20 20:59,0.0159157,,2/23/20 20:49,0.0042336,,2/23/20 20:40,63.15664978,,2/23/20 20:59,0.0047524,,2/23/20 20:40,63.15664978,,2/23/20 20:59,0.0034244,,2/23/20 20:59,1.0297421,,2/23/20 20:40,3.120390654
2/23/20 20:59,0.0026449,,2/23/20 20:59,0.9872662,,2/23/20 20:59,0.0504209,,2/23/20 20:59,0.0183327,,2/23/20 21:09,0.0481089,,2/23/20 21:09,0.0131975,,2/23/20 20:59,0.0050792,,2/23/20 20:49,62.71666794,,2/23/20 21:09,0.0045937,,2/23/20 20:49,62.71666794,,2/23/20 21:09,0.0023,,2/23/20 21:09,1.0198092,,2/23/20 20:49,3.120292902
2/23/20 21:09,0.0037763,,2/23/20 21:09,1.0001299,,2/23/20 21:09,0.04968,,2/23/20 21:09,0.012903,,2/23/20 21:19,0.0535049,,2/23/20 21:19,0.0217505,,2/23/20 21:09,0.0049355,,2/23/20 20:59,63.04667664,,2/23/20 21:19,0.0048859,,2/23/20 20:59,63.04667664,,2/23/20 21:19,0.0039134,,2/23/20 21:19,1.0859335,,2/23/20 20:59,3.120390654
2/23/20 21:19,0.0051158,,2/23/20 21:19,1.0187781,,2/23/20 21:19,0.060091,,2/23/20 21:19,0.0139881,,2/23/20 21:29,0.0444063,,2/23/20 21:29,0.0165508,,2/23/20 21:19,0.0052183,,2/23/20 21:09,62.97331543,,2/23/20 21:29,0.0042346,,2/23/20 21:09,62.97331543,,2/23/20 21:29,0.0037931,,2/23/20 21:29,1.0322118,,2/23/20 21:09,3.120781422
2/23/20 21:29,0.0026688,,2/23/20 21:29,0.9928001,,2/23/20 21:29,0.0462625,,2/23/20 21:29,0.0141121,,2/23/20 21:39,0.0411581,,2/23/20 21:39,0.014453,,2/23/20 21:29,0.004604,,2/23/20 21:19,63.11998978,,2/23/20 21:39,0.004899,,2/23/20 21:19,63.11998978,,2/23/20 21:39,0.002467,,2/23/20 21:39,1.0110865,,2/23/20 21:19,3.120097637
2/23/20 21:39,0.0028804,,2/23/20 21:39,0.9726693,,2/23/20 21:39,0.048872,,2/23/20 21:39,0.0139002,,2/23/20 21:49,0.0484821,,2/23/20 21:49,0.0156436,,2/23/20 21:39,0.0052456,,2/23/20 21:30,63.23001099,,2/23/20 21:49,0.0045734,,2/23/20 21:30,63.23001099,,2/23/20 21:49,0.0027491,,2/23/20 21:49,1.0259899,,2/23/20 21:30,3.119902372
2/23/20 21:49,0.0028955,,2/23/20 21:49,1.0029282,,2/23/20 21:49,0.0467771,,2/23/20 21:49,0.016233,,2/23/20 21:59,0.0483597,,2/23/20 21:59,0.0187815,,2/23/20 21:49,0.0053009,,2/23/20 21:39,62.97331543,,2/23/20 21:59,0.006337,,2/23/20 21:39,62.97331543,,2/23/20 21:59,0.0059812,,2/23/20 21:59,1.0474378,,2/23/20 21:39,3.120390654
2/23/20 21:59,0.0040878,,2/23/20 21:59,0.978412,,2/23/20 21:59,0.0432932,,2/23/20 21:59,0.0174527,,2/23/20 22:09,0.0484318,,2/23/20 22:09,0.0204428,,2/23/20 21:59,0.0058009,,2/23/20 21:49,63.04667664,,2/23/20 22:09,0.0048539,,2/23/20 21:49,63.04667664,,2/23/20 22:09,0.0040561,,2/23/20 22:09,1.0516055,,2/23/20 21:49,3.120292902
2/23/20 22:09,0.0027343,,2/23/20 22:09,0.9662792,,2/23/20 22:09,0.0529302,,2/23/20 22:09,0.0148569,,2/23/20 22:19,0.0457406,,2/23/20 22:19,0.0143748,,2/23/20 22:09,0.0049079,,2/23/20 21:59,63.15664978,,2/23/20 22:19,0.0043459,,2/23/20 21:59,63.15664978,,2/23/20 22:19,0.0046291,,2/23/20 22:19,1.00776,,2/23/20 21:59,3.120195389
2/23/20 22:19,0.0029158,,2/23/20 22:19,0.9897722,,2/23/20 22:19,0.0448247,,2/23/20 22:19,0.0154703,,2/23/20 22:28,0.0441953,,2/23/20 22:28,0.0151415,,2/23/20 22:19,0.0045701,,2/23/20 22:09,63.15664978,,2/23/20 22:28,0.0047104,,2/23/20 22:09,63.15664978,,2/23/20 22:28,0.002699,,2/23/20 22:28,1.0484313,,2/23/20 22:09,3.120585918
2/23/20 22:29,0.0073132,,2/23/20 22:29,0.9864936,,2/23/20 22:29,0.0455886,,2/23/20 22:29,0.0209824,,2/23/20 22:39,0.0475895,,2/23/20 22:39,0.0188796,,2/23/20 22:29,0.0062199,,2/23/20 22:20,63.26666756,,2/23/20 22:39,0.0057401,,2/23/20 22:20,63.26666756,,2/23/20 22:39,0.004045,,2/23/20 22:39,1.0673889,,2/23/20 22:20,3.120000124
2/23/20 22:39,0.004743,,2/23/20 22:39,0.9832568,,2/23/20 22:39,0.0459066,,2/23/20 22:39,0.0155867,,2/23/20 22:49,0.0485017,,2/23/20 22:49,0.01291,,2/23/20 22:39,0.0050951,,2/23/20 22:29,63.26666756,,2/23/20 22:49,0.0045052,,2/23/20 22:29,63.26666756,,2/23/20 22:49,0.0045298,,2/23/20 22:49,1.0402738,,2/23/20 22:29,3.119707108
2/23/20 22:49,0.0038515,,2/23/20 22:49,0.9897304,,2/23/20 22:49,0.0565732,,2/23/20 22:49,0.0209238,,2/23/20 22:59,0.0460912,,2/23/20 22:59,0.0129993,,2/23/20 22:49,0.004489,,2/23/20 22:40,63.19335098,,2/23/20 22:59,0.0049655,,2/23/20 22:40,63.19335098,,2/23/20 22:59,0.0045569,,2/23/20 22:59,1.0306041,,2/23/20 22:40,3.119707108
2/23/20 22:59,0.0038582,,2/23/20 22:59,0.9667804,,2/23/20 22:59,0.0471206,,2/23/20 22:59,0.0141299,,2/23/20 23:09,0.0448852,,2/23/20 23:09,0.0173797,,2/23/20 22:59,0.0045122,,2/23/20 22:50,63.11998978,,2/23/20 23:09,0.0053286,,2/23/20 22:50,63.11998978,,2/23/20 23:09,0.0043833,,2/23/20 23:09,1.0156595,,2/23/20 22:50,3.120292902
2/23/20 23:09,0.0068541,,2/23/20 23:09,0.9438305,,2/23/20 23:09,0.0421473,,2/23/20 23:09,0.0179701,,2/23/20 23:19,0.0437199,,2/23/20 23:19,0.0173268,,2/23/20 23:09,0.005897,,2/23/20 23:00,63.37668533,,2/23/20 23:19,0.005137,,2/23/20 23:00,63.37668533,,2/23/20 23:19,0.0043652,,2/23/20 23:19,1.007871,,2/23/20 23:00,3.120390654
2/23/20 23:19,0.0039765,,2/23/20 23:19,0.9918187,,2/23/20 23:19,0.0468538,,2/23/20 23:19,0.0122199,,2/23/20 23:29,0.0432123,,2/23/20 23:29,0.0144874,,2/23/20 23:19,0.0050042,,2/23/20 23:10,63.04667664,,2/23/20 23:29,0.0047021,,2/23/20 23:10,63.04667664,,2/23/20 23:29,0.0038626,,2/23/20 23:29,1.0433835,,2/23/20 23:10,3.119902372
2/23/20 23:29,0.003277,,2/23/20 23:29,0.9961622,,2/23/20 23:29,0.0480944,,2/23/20 23:29,0.0142241,,2/23/20 23:39,0.0395824,,2/23/20 23:39,0.014879,,2/23/20 23:29,0.0051341,,2/23/20 23:20,63.23001099,,2/23/20 23:39,0.0049479,,2/23/20 23:20,63.23001099,,2/23/20 23:39,0.0019243,,2/23/20 23:39,1.0208518,,2/23/20 23:20,3.119804621
2/23/20 23:39,0.0042744,,2/23/20 23:39,0.9881224,,2/23/20 23:39,0.0480377,,2/23/20 23:39,0.0171765,,2/23/20 23:49,0.0475959,,2/23/20 23:49,0.0171307,,2/23/20 23:39,0.0053215,,2/23/20 23:29,63.19335098,,2/23/20 23:49,0.0047414,,2/23/20 23:29,63.19335098,,2/23/20 23:49,0.0025098,,2/23/20 23:49,1.0374067,,2/23/20 23:29,3.120097637
2/23/20 23:49,0.0045456,,2/23/20 23:49,0.999232,,2/23/20 23:49,0.047381,,2/23/20 23:49,0.0189752,,2/23/20 23:59,0.047303,,2/23/20 23:59,0.0141217,,2/23/20 23:49,0.0052667,,2/23/20 23:40,63.23001099,,2/23/20 23:59,0.0047953,,2/23/20 23:40,63.23001099,,2/23/20 23:59,0.0055571,,2/23/20 23:59,1.0411926,,2/23/20 23:40,3.120000124
2/23/20 23:59,0.0033277,,2/23/20 23:59,0.9944916,,2/23/20 23:59,0.055178,,2/23/20 23:59,0.0188366,,2/24/20 0:09,0.0486328,,2/24/20 0:09,0.0123487,,2/23/20 23:59,0.005595,,2/23/20 23:50,63.33998413,,2/24/20 0:09,0.0038567,,2/23/20 23:50,63.33998413,,2/24/20 0:09,0.0027291,,2/24/20 0:09,1.015164,,2/23/20 23:50,3.119707108
2/24/20 0:09,0.0036675,,2/24/20 0:09,1.0049956,,2/24/20 0:09,0.0526313,,2/24/20 0:09,0.0149783,,2/24/20 0:19,0.0463982,,2/24/20 0:19,0.0154205,,2/24/20 0:09,0.0045558,,2/24/20 0:00,62.93665543,,2/24/20 0:19,0.0051122,,2/24/20 0:00,62.93665543,,2/24/20 0:19,0.0058045,,2/24/20 0:19,1.0527359,,2/24/20 0:00,3.119511604
2/24/20 0:19,0.0042115,,2/24/20 0:19,1.0110098,,2/24/20 0:19,0.0538895,,2/24/20 0:19,0.0160328,,2/24/20 0:29,0.0401183,,2/24/20 0:29,0.0160506,,2/24/20 0:19,0.0051199,,2/24/20 0:10,63.11998978,,2/24/20 0:29,0.0048661,,2/24/20 0:10,63.11998978,,2/24/20 0:29,0.0025134,,2/24/20 0:29,1.0487075,,2/24/20 0:10,3.120097637
2/24/20 0:29,0.003681,,2/24/20 0:29,0.9980208,,2/24/20 0:29,0.0456319,,2/24/20 0:29,0.0151933,,2/24/20 0:39,0.0475882,,2/24/20 0:39,0.017211,,2/24/20 0:29,0.004916,,2/24/20 0:19,63.11998978,,2/24/20 0:39,0.0060614,,2/24/20 0:19,63.11998978,,2/24/20 0:39,0.0063624,,2/24/20 0:39,1.055621,,2/24/20 0:19,3.120292902
2/24/20 0:39,0.0061344,,2/24/20 0:39,1.009548,,2/24/20 0:39,0.053124,,2/24/20 0:39,0.0219183,,2/24/20 0:49,0.0436671,,2/24/20 0:49,0.0118771,,2/24/20 0:39,0.0063495,,2/24/20 0:29,63.04667664,,2/24/20 0:49,0.004177,,2/24/20 0:29,63.04667664,,2/24/20 0:49,0.003391,,2/24/20 0:49,1.0135123,,2/24/20 0:29,3.119707108
2/24/20 0:49,0.0023788,,2/24/20 0:49,0.9643998,,2/24/20 0:49,0.0433696,,2/24/20 0:49,0.0168531,,2/24/20 0:59,0.0445452,,2/24/20 0:59,0.0148079,,2/24/20 0:49,0.0051545,,2/24/20 0:39,62.93665543,,2/24/20 0:59,0.0048352,,2/24/20 0:39,62.93665543,,2/24/20 0:59,0.0033682,,2/24/20 0:59,1.0322506,,2/24/20 0:39,3.119707108
2/24/20 0:59,0.0039072,,2/24/20 0:59,0.9987517,,2/24/20 0:59,0.0448022,,2/24/20 0:59,0.0192371,,2/24/20 1:09,0.0447482,,2/24/20 1:09,0.014985,,2/24/20 0:59,0.0053637,,2/24/20 0:50,63.01001663,,2/24/20 1:09,0.00493,,2/24/20 0:50,63.01001663,,2/24/20 1:09,0.0049618,,2/24/20 1:09,1.0424184,,2/24/20 0:50,3.119413853
2/24/20 1:09,0.0025575,,2/24/20 1:09,0.9784329,,2/24/20 1:09,0.0459235,,2/24/20 1:09,0.0142781,,2/24/20 1:19,0.0471836,,2/24/20 1:19,0.0175701,,2/24/20 1:09,0.0045993,,2/24/20 1:00,62.90000229,,2/24/20 1:19,0.0047441,,2/24/20 1:00,62.90000229,,2/24/20 1:19,0.0019268,,2/24/20 1:19,1.0588443,,2/24/20 1:00,3.119902372
