Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,,,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Band 1,,,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,,,Machines > Drill Press > MIB > Y-Radial > Temperature,,,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,,,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,,,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Temperature,,,Machines > Drill Press > MIB > Y-Radial > Band 1,,,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,,,Machines > Drill Press > MIB > Battery Voltage,
2/23/20 6:50,0.0327628,,2/23/20 6:50,0.012661,,2/23/20 6:50,0.0049634,,2/23/20 6:50,0.3782047,,2/23/20 6:50,0.0049356,,2/23/20 6:40,65.99586029,,2/23/20 6:50,0.0329249,,2/23/20 6:50,0.0140486,,2/23/20 6:50,0.0048151,,2/23/20 6:40,65.99586029,,2/23/20 6:50,0.0033329,,2/23/20 6:50,0.3567312,,2/23/20 6:40,3.150378466
2/23/20 7:00,0.0324657,,2/23/20 7:00,0.0153643,,2/23/20 7:00,0.0036409,,2/23/20 7:00,0.345994,,2/23/20 7:00,0.0046555,,2/23/20 6:50,66.06392746,,2/23/20 7:00,0.0268664,,2/23/20 7:00,0.0133808,,2/23/20 7:00,0.0050836,,2/23/20 6:50,66.06392746,,2/23/20 7:00,0.0036366,,2/23/20 7:00,0.3630824,,2/23/20 6:50,3.150476217
2/23/20 7:09,0.0365971,,2/23/20 7:09,0.0114023,,2/23/20 7:09,0.0048219,,2/23/20 7:09,0.3545369,,2/23/20 7:09,0.0041389,,2/23/20 7:00,65.89382477,,2/23/20 7:09,0.0277062,,2/23/20 7:09,0.0130639,,2/23/20 7:09,0.0039905,,2/23/20 7:00,65.89382477,,2/23/20 7:09,0.0035355,,2/23/20 7:09,0.3586369,,2/23/20 7:00,3.150280952
2/23/20 7:19,0.0305852,,2/23/20 7:19,0.0139552,,2/23/20 7:19,0.0053762,,2/23/20 7:19,0.3440197,,2/23/20 7:19,0.0045699,,2/23/20 7:10,65.79174461,,2/23/20 7:19,0.0300815,,2/23/20 7:19,0.013702,,2/23/20 7:19,0.0042762,,2/23/20 7:10,65.79174461,,2/23/20 7:19,0.0054472,,2/23/20 7:19,0.3652946,,2/23/20 7:10,3.149987936
2/23/20 7:29,0.0299132,,2/23/20 7:29,0.01384,,2/23/20 7:29,0.0045713,,2/23/20 7:29,0.3527361,,2/23/20 7:29,0.0049728,,2/23/20 7:20,65.96184731,,2/23/20 7:29,0.0312932,,2/23/20 7:29,0.0144073,,2/23/20 7:29,0.0043107,,2/23/20 7:20,65.96184731,,2/23/20 7:29,0.0059356,,2/23/20 7:29,0.3784358,,2/23/20 7:20,3.149401665
2/23/20 7:39,0.0336736,,2/23/20 7:39,0.0144227,,2/23/20 7:39,0.0042905,,2/23/20 7:39,0.3709744,,2/23/20 7:39,0.0037486,,2/23/20 7:29,66.67627106,,2/23/20 7:39,0.0297284,,2/23/20 7:39,0.0123514,,2/23/20 7:39,0.0044731,,2/23/20 7:29,66.67627106,,2/23/20 7:39,0.003342,,2/23/20 7:39,0.3573564,,2/23/20 7:29,3.149694681
2/23/20 7:50,0.0359992,,2/23/20 7:50,0.0137283,,2/23/20 7:50,0.0038339,,2/23/20 7:50,0.3671179,,2/23/20 7:50,0.0050372,,2/23/20 7:39,65.96184731,,2/23/20 7:50,0.0331556,,2/23/20 7:50,0.0164143,,2/23/20 7:50,0.0041374,,2/23/20 7:39,65.96184731,,2/23/20 7:50,0.007449,,2/23/20 7:50,0.3768427,,2/23/20 7:39,3.149401665
2/23/20 8:00,0.0434512,,2/23/20 8:00,0.0140068,,2/23/20 8:00,0.0036781,,2/23/20 8:00,0.3700632,,2/23/20 8:00,0.0044276,,2/23/20 7:50,66.02991104,,2/23/20 8:00,0.0285702,,2/23/20 8:00,0.0145321,,2/23/20 8:00,0.0040038,,2/23/20 7:50,66.02991104,,2/23/20 8:00,0.001572,,2/23/20 8:00,0.3652135,,2/23/20 7:50,3.149694681
2/23/20 8:10,0.0326147,,2/23/20 8:10,0.0165165,,2/23/20 8:10,0.0022825,,2/23/20 8:10,0.3668007,,2/23/20 8:10,0.0053235,,2/23/20 8:00,65.79174461,,2/23/20 8:10,0.0312156,,2/23/20 8:10,0.0141845,,2/23/20 8:10,0.0041652,,2/23/20 8:00,65.79174461,,2/23/20 8:10,0.0031305,,2/23/20 8:10,0.3468273,,2/23/20 8:00,3.149499416
2/23/20 8:19,0.0300152,,2/23/20 8:19,0.0121483,,2/23/20 8:19,0.0044755,,2/23/20 8:19,0.3504987,,2/23/20 8:19,0.004591,,2/23/20 8:10,66.06392746,,2/23/20 8:19,0.0312638,,2/23/20 8:19,0.0138851,,2/23/20 8:19,0.0044567,,2/23/20 8:10,66.06392746,,2/23/20 8:19,0.0037267,,2/23/20 8:19,0.3474976,,2/23/20 8:10,3.1492064
2/23/20 8:29,0.0371446,,2/23/20 8:29,0.0147297,,2/23/20 8:29,0.005635,,2/23/20 8:29,0.3613983,,2/23/20 8:29,0.0045678,,2/23/20 8:20,65.96184731,,2/23/20 8:29,0.0451832,,2/23/20 8:29,0.0156699,,2/23/20 8:29,0.005062,,2/23/20 8:20,65.96184731,,2/23/20 8:29,0.0038345,,2/23/20 8:29,0.3664428,,2/23/20 8:20,3.149792433
2/23/20 8:39,0.0400616,,2/23/20 8:39,0.0129565,,2/23/20 8:39,0.0023431,,2/23/20 8:39,0.3577425,,2/23/20 8:39,0.0043967,,2/23/20 8:29,66.30205269,,2/23/20 8:39,0.0292179,,2/23/20 8:39,0.0137201,,2/23/20 8:39,0.0043949,,2/23/20 8:29,66.30205269,,2/23/20 8:39,0.0040732,,2/23/20 8:39,0.358706,,2/23/20 8:29,3.14959693
2/23/20 8:49,0.0371836,,2/23/20 8:49,0.017643,,2/23/20 8:49,0.0052096,,2/23/20 8:49,0.3658514,,2/23/20 8:49,0.0041464,,2/23/20 8:40,65.89382477,,2/23/20 8:49,0.0299423,,2/23/20 8:49,0.0122465,,2/23/20 8:49,0.00466,,2/23/20 8:40,65.89382477,,2/23/20 8:49,0.0024446,,2/23/20 8:49,0.3392528,,2/23/20 8:40,3.150085449
2/23/20 8:59,0.0319,,2/23/20 8:59,0.0144131,,2/23/20 8:59,0.0031817,,2/23/20 8:59,0.3440875,,2/23/20 8:59,0.004523,,2/23/20 8:50,66.16596298,,2/23/20 8:59,0.0389053,,2/23/20 8:59,0.0136805,,2/23/20 8:59,0.0048771,,2/23/20 8:50,66.16596298,,2/23/20 8:59,0.0031287,,2/23/20 8:59,0.3687723,,2/23/20 8:50,3.14871788
2/23/20 9:10,0.0353622,,2/23/20 9:10,0.016939,,2/23/20 9:10,0.0023906,,2/23/20 9:10,0.3542549,,2/23/20 9:10,0.004168,,2/23/20 9:00,65.99586029,,2/23/20 9:10,0.0346899,,2/23/20 9:10,0.0136235,,2/23/20 9:10,0.0052128,,2/23/20 9:00,65.99586029,,2/23/20 9:10,0.0034381,,2/23/20 9:10,0.3679758,,2/23/20 9:00,3.149304152
2/23/20 9:20,0.0332239,,2/23/20 9:20,0.0142339,,2/23/20 9:20,0.0052452,,2/23/20 9:20,0.3602295,,2/23/20 9:20,0.0046227,,2/23/20 9:11,65.99586029,,2/23/20 9:20,0.032529,,2/23/20 9:20,0.0127555,,2/23/20 9:20,0.0044963,,2/23/20 9:11,65.99586029,,2/23/20 9:20,0.0035052,,2/23/20 9:20,0.3614052,,2/23/20 9:11,3.148620129
2/23/20 9:30,0.0349089,,2/23/20 9:30,0.01152,,2/23/20 9:30,0.0035501,,2/23/20 9:30,0.3708742,,2/23/20 9:30,0.0050212,,2/23/20 9:21,65.79174461,,2/23/20 9:30,0.0286702,,2/23/20 9:30,0.0139973,,2/23/20 9:30,0.0042326,,2/23/20 9:21,65.79174461,,2/23/20 9:30,0.0040029,,2/23/20 9:30,0.3573985,,2/23/20 9:21,3.149108648
2/23/20 9:39,0.0353454,,2/23/20 9:39,0.0156837,,2/23/20 9:39,0.0026847,,2/23/20 9:39,0.373597,,2/23/20 9:39,0.0039806,,2/23/20 9:30,65.89382477,,2/23/20 9:39,0.0313325,,2/23/20 9:39,0.0126603,,2/23/20 9:39,0.0052774,,2/23/20 9:30,65.89382477,,2/23/20 9:39,0.002815,,2/23/20 9:39,0.3598753,,2/23/20 9:30,3.1492064
2/23/20 9:49,0.0335087,,2/23/20 9:49,0.0129769,,2/23/20 9:49,0.0018654,,2/23/20 9:49,0.3696564,,2/23/20 9:49,0.004446,,2/23/20 9:40,65.75773163,,2/23/20 9:49,0.0315318,,2/23/20 9:49,0.0151159,,2/23/20 9:49,0.0041443,,2/23/20 9:40,65.75773163,,2/23/20 9:49,0.0033908,,2/23/20 9:49,0.3652916,,2/23/20 9:40,3.148913145
2/23/20 9:59,0.0283336,,2/23/20 9:59,0.0134014,,2/23/20 9:59,0.0036962,,2/23/20 9:59,0.3544664,,2/23/20 9:59,0.0042702,,2/23/20 9:50,66.37011986,,2/23/20 9:59,0.0348041,,2/23/20 9:59,0.011601,,2/23/20 9:59,0.0044622,,2/23/20 9:50,66.37011986,,2/23/20 9:59,0.0039115,,2/23/20 9:59,0.3679216,,2/23/20 9:50,3.149792433
2/23/20 10:09,0.0317757,,2/23/20 10:09,0.0147309,,2/23/20 10:09,0.0038026,,2/23/20 10:09,0.3858336,,2/23/20 10:09,0.0047546,,2/23/20 10:00,65.89382477,,2/23/20 10:09,0.0282677,,2/23/20 10:09,0.0174557,,2/23/20 10:09,0.0050406,,2/23/20 10:00,65.89382477,,2/23/20 10:09,0.0035071,,2/23/20 10:09,0.3537556,,2/23/20 10:00,3.14871788
2/23/20 10:20,0.032429,,2/23/20 10:20,0.0117439,,2/23/20 10:20,0.0022737,,2/23/20 10:20,0.3693634,,2/23/20 10:20,0.0048218,,2/23/20 10:10,65.62163849,,2/23/20 10:20,0.031571,,2/23/20 10:20,0.0123731,,2/23/20 10:20,0.0039503,,2/23/20 10:10,65.62163849,,2/23/20 10:20,0.0037067,,2/23/20 10:20,0.3587661,,2/23/20 10:10,3.149108648
2/23/20 10:30,0.0325246,,2/23/20 10:30,0.0121038,,2/23/20 10:30,0.0023645,,2/23/20 10:30,0.3618025,,2/23/20 10:30,0.0042841,,2/23/20 10:20,65.89382477,,2/23/20 10:30,0.0273055,,2/23/20 10:30,0.014246,,2/23/20 10:30,0.0037724,,2/23/20 10:20,65.89382477,,2/23/20 10:30,0.0022565,,2/23/20 10:30,0.371258,,2/23/20 10:20,3.149011135
2/23/20 10:39,0.0375974,,2/23/20 10:39,0.0138731,,2/23/20 10:39,0.0045889,,2/23/20 10:39,0.3511876,,2/23/20 10:40,0.0047519,,2/23/20 10:30,65.89382477,,2/23/20 10:40,0.038176,,2/23/20 10:40,0.0130647,,2/23/20 10:39,0.004341,,2/23/20 10:30,65.89382477,,2/23/20 10:40,0.0034337,,2/23/20 10:40,0.3488261,,2/23/20 10:30,3.148913145
2/23/20 10:49,0.0386686,,2/23/20 10:49,0.012635,,2/23/20 10:49,0.006373,,2/23/20 10:49,0.3761165,,2/23/20 10:49,0.0042745,,2/23/20 10:40,65.79174461,,2/23/20 10:49,0.0285555,,2/23/20 10:49,0.0125626,,2/23/20 10:49,0.004658,,2/23/20 10:40,65.79174461,,2/23/20 10:49,0.003584,,2/23/20 10:49,0.3710055,,2/23/20 10:40,3.148229599
2/23/20 10:59,0.0320125,,2/23/20 10:59,0.016377,,2/23/20 10:59,0.004949,,2/23/20 10:59,0.3543497,,2/23/20 10:59,0.0047872,,2/23/20 10:50,65.92783432,,2/23/20 10:59,0.0355154,,2/23/20 10:59,0.0137577,,2/23/20 10:59,0.0053555,,2/23/20 10:50,65.92783432,,2/23/20 10:59,0.0046037,,2/23/20 10:59,0.3757035,,2/23/20 10:50,3.148815632
2/23/20 11:09,0.0335763,,2/23/20 11:09,0.0112961,,2/23/20 11:09,0.0024188,,2/23/20 11:09,0.3559715,,2/23/20 11:09,0.0049761,,2/23/20 11:00,66.09793701,,2/23/20 11:09,0.0287091,,2/23/20 11:09,0.0205084,,2/23/20 11:09,0.0040382,,2/23/20 11:00,66.09793701,,2/23/20 11:09,0.0039786,,2/23/20 11:09,0.3723521,,2/23/20 11:00,3.1492064
2/23/20 11:19,0.0308952,,2/23/20 11:19,0.0137377,,2/23/20 11:19,0.0039422,,2/23/20 11:19,0.3678963,,2/23/20 11:19,0.0055721,,2/23/20 11:10,65.96184731,,2/23/20 11:19,0.0273424,,2/23/20 11:19,0.0147443,,2/23/20 11:19,0.0043945,,2/23/20 11:10,65.96184731,,2/23/20 11:19,0.0055659,,2/23/20 11:19,0.3511436,,2/23/20 11:10,3.149304152
2/23/20 11:30,0.0342039,,2/23/20 11:30,0.012885,,2/23/20 11:30,0.0040876,,2/23/20 11:30,0.3812178,,2/23/20 11:30,0.0038883,,2/23/20 11:19,65.72372208,,2/23/20 11:30,0.0292232,,2/23/20 11:30,0.0103955,,2/23/20 11:30,0.0041939,,2/23/20 11:19,65.72372208,,2/23/20 11:30,0.0029824,,2/23/20 11:30,0.3610746,,2/23/20 11:19,3.148815632
2/23/20 11:40,0.0344272,,2/23/20 11:40,0.0134856,,2/23/20 11:40,0.0046683,,2/23/20 11:40,0.3839026,,2/23/20 11:40,0.0041332,,2/23/20 11:30,65.65565491,,2/23/20 11:40,0.0291943,,2/23/20 11:40,0.012975,,2/23/20 11:40,0.0050218,,2/23/20 11:30,65.65565491,,2/23/20 11:40,0.0023677,,2/23/20 11:40,0.3541463,,2/23/20 11:30,3.148522615
2/23/20 11:50,0.0335631,,2/23/20 11:50,0.0136839,,2/23/20 11:50,0.0043284,,2/23/20 11:50,0.379436,,2/23/20 11:50,0.0050226,,2/23/20 11:40,66.02991104,,2/23/20 11:50,0.0314986,,2/23/20 11:50,0.014029,,2/23/20 11:50,0.004559,,2/23/20 11:40,66.02991104,,2/23/20 11:50,0.0041913,,2/23/20 11:50,0.3515523,,2/23/20 11:40,3.148424864
2/23/20 11:59,0.0319427,,2/23/20 11:59,0.0144708,,2/23/20 11:59,0.0037131,,2/23/20 11:59,0.3642921,,2/23/20 11:59,0.0035005,,2/23/20 11:50,66.20001717,,2/23/20 11:59,0.0321652,,2/23/20 11:59,0.0118505,,2/23/20 11:59,0.0047845,,2/23/20 11:50,66.20001717,,2/23/20 11:59,0.0023498,,2/23/20 11:59,0.3736536,,2/23/20 11:50,3.14871788
2/23/20 12:09,0.0316835,,2/23/20 12:09,0.0142638,,2/23/20 12:09,0.0041833,,2/23/20 12:09,0.3538074,,2/23/20 12:09,0.0040618,,2/23/20 12:00,66.09793701,,2/23/20 12:09,0.0292644,,2/23/20 12:09,0.0129963,,2/23/20 12:09,0.0042551,,2/23/20 12:00,66.09793701,,2/23/20 12:09,0.0038905,,2/23/20 12:09,0.3616456,,2/23/20 12:00,3.148229599
2/23/20 12:19,0.03386,,2/23/20 12:19,0.0149933,,2/23/20 12:19,0.0030437,,2/23/20 12:19,0.3698679,,2/23/20 12:19,0.0049648,,2/23/20 12:09,66.16596298,,2/23/20 12:19,0.0295622,,2/23/20 12:19,0.0193652,,2/23/20 12:19,0.0041005,,2/23/20 12:09,66.16596298,,2/23/20 12:19,0.00587,,2/23/20 12:19,0.3849733,,2/23/20 12:09,3.148034334
2/23/20 12:29,0.0340541,,2/23/20 12:29,0.0149641,,2/23/20 12:29,0.0027104,,2/23/20 12:29,0.3579351,,2/23/20 12:29,0.0051731,,2/23/20 12:19,65.55361595,,2/23/20 12:29,0.0370222,,2/23/20 12:29,0.0149641,,2/23/20 12:29,0.0047906,,2/23/20 12:19,65.55361595,,2/23/20 12:29,0.0042316,,2/23/20 12:29,0.3579907,,2/23/20 12:19,3.148229599
2/23/20 12:40,0.0347833,,2/23/20 12:40,0.0153725,,2/23/20 12:40,0.0025609,,2/23/20 12:40,0.3817276,,2/23/20 12:40,0.0045943,,2/23/20 12:29,65.92783432,,2/23/20 12:40,0.0296511,,2/23/20 12:40,0.0156378,,2/23/20 12:40,0.0039902,,2/23/20 12:29,65.92783432,,2/23/20 12:40,0.0048215,,2/23/20 12:40,0.3591539,,2/23/20 12:29,3.148620129
2/23/20 12:50,0.03542,,2/23/20 12:50,0.0136899,,2/23/20 12:50,0.0029562,,2/23/20 12:50,0.3669606,,2/23/20 12:50,0.0045805,,2/23/20 12:40,66.20001717,,2/23/20 12:50,0.0305808,,2/23/20 12:50,0.0150746,,2/23/20 12:50,0.0046198,,2/23/20 12:40,66.20001717,,2/23/20 12:50,0.0020502,,2/23/20 12:50,0.3465357,,2/23/20 12:40,3.148229599
2/23/20 13:00,0.0338967,,2/23/20 13:00,0.0160615,,2/23/20 13:00,0.0030904,,2/23/20 13:00,0.3341696,,2/23/20 13:00,0.0043915,,2/23/20 12:50,65.89382477,,2/23/20 13:00,0.0302949,,2/23/20 13:00,0.0141155,,2/23/20 13:00,0.0048222,,2/23/20 12:50,65.89382477,,2/23/20 13:00,0.0042193,,2/23/20 13:00,0.352929,,2/23/20 12:50,3.148131847
2/23/20 13:09,0.0326549,,2/23/20 13:09,0.0120322,,2/23/20 13:09,0.0036124,,2/23/20 13:09,0.3383325,,2/23/20 13:09,0.0047451,,2/23/20 13:00,66.23403015,,2/23/20 13:09,0.0333397,,2/23/20 13:09,0.0153168,,2/23/20 13:09,0.0043991,,2/23/20 13:00,66.23403015,,2/23/20 13:09,0.0031562,,2/23/20 13:09,0.3520844,,2/23/20 13:00,3.148034334
2/23/20 13:19,0.0334874,,2/23/20 13:19,0.0123922,,2/23/20 13:19,0.002947,,2/23/20 13:19,0.3724336,,2/23/20 13:19,0.0051549,,2/23/20 13:10,66.02991104,,2/23/20 13:19,0.0323718,,2/23/20 13:19,0.0153385,,2/23/20 13:19,0.004371,,2/23/20 13:10,66.02991104,,2/23/20 13:19,0.0048867,,2/23/20 13:19,0.359193,,2/23/20 13:10,3.148327351
2/23/20 13:29,0.0391584,,2/23/20 13:29,0.0135908,,2/23/20 13:29,0.005072,,2/23/20 13:29,0.3540704,,2/23/20 13:29,0.0043356,,2/23/20 13:20,66.20001717,,2/23/20 13:29,0.0312045,,2/23/20 13:29,0.0130279,,2/23/20 13:29,0.0047638,,2/23/20 13:20,66.20001717,,2/23/20 13:29,0.0040699,,2/23/20 13:29,0.3420722,,2/23/20 13:20,3.148034334
2/23/20 13:39,0.0340437,,2/23/20 13:39,0.0156923,,2/23/20 13:39,0.0021256,,2/23/20 13:39,0.3728214,,2/23/20 13:39,0.0050258,,2/23/20 13:30,66.13195,,2/23/20 13:39,0.0342911,,2/23/20 13:39,0.0146818,,2/23/20 13:39,0.0040829,,2/23/20 13:30,66.13195,,2/23/20 13:39,0.005496,,2/23/20 13:39,0.3709845,,2/23/20 13:30,3.148229599
2/23/20 13:50,0.0326424,,2/23/20 13:50,0.0120867,,2/23/20 13:50,0.00249,,2/23/20 13:50,0.3625348,,2/23/20 13:50,0.0056464,,2/23/20 13:40,66.09793701,,2/23/20 13:50,0.0286118,,2/23/20 13:50,0.0176325,,2/23/20 13:50,0.0039164,,2/23/20 13:40,66.09793701,,2/23/20 13:50,0.0048351,,2/23/20 13:50,0.3524571,,2/23/20 13:40,3.148034334
2/23/20 14:00,0.0295607,,2/23/20 14:00,0.0180162,,2/23/20 14:00,0.0051656,,2/23/20 14:00,0.3514099,,2/23/20 14:00,0.0039108,,2/23/20 13:51,65.8257576,,2/23/20 14:00,0.0379568,,2/23/20 14:00,0.0123962,,2/23/20 14:00,0.005848,,2/23/20 13:51,65.8257576,,2/23/20 14:00,0.0035908,,2/23/20 14:00,0.3548587,,2/23/20 13:51,3.148815632
2/23/20 14:10,0.0404322,,2/23/20 14:10,0.0128248,,2/23/20 14:10,0.0026565,,2/23/20 14:10,0.3605712,,2/23/20 14:10,0.0051346,,2/23/20 14:01,66.06392746,,2/23/20 14:10,0.0316256,,2/23/20 14:10,0.0156322,,2/23/20 14:10,0.0043277,,2/23/20 14:01,66.06392746,,2/23/20 14:10,0.0060545,,2/23/20 14:10,0.3679277,,2/23/20 14:01,3.147741079
2/23/20 14:19,0.0335309,,2/23/20 14:19,0.0147248,,2/23/20 14:19,0.0053214,,2/23/20 14:19,0.3585562,,2/23/20 14:19,0.0047085,,2/23/20 14:10,66.23403015,,2/23/20 14:19,0.0310179,,2/23/20 14:19,0.012423,,2/23/20 14:19,0.0050546,,2/23/20 14:10,66.23403015,,2/23/20 14:19,0.0027042,,2/23/20 14:19,0.3490516,,2/23/20 14:10,3.14871788
2/23/20 14:29,0.0324566,,2/23/20 14:29,0.0162764,,2/23/20 14:29,0.0039782,,2/23/20 14:29,0.3512229,,2/23/20 14:29,0.0041993,,2/23/20 14:20,66.06392746,,2/23/20 14:29,0.0352179,,2/23/20 14:29,0.0124613,,2/23/20 14:29,0.0045793,,2/23/20 14:20,66.06392746,,2/23/20 14:29,0.0028196,,2/23/20 14:29,0.3555259,,2/23/20 14:20,3.147741079
2/23/20 14:39,0.03181,,2/23/20 14:39,0.0168768,,2/23/20 14:39,0.0030147,,2/23/20 14:39,0.3493462,,2/23/20 14:39,0.0049625,,2/23/20 14:30,65.89382477,,2/23/20 14:39,0.0295933,,2/23/20 14:39,0.0136739,,2/23/20 14:39,0.0048124,,2/23/20 14:30,65.89382477,,2/23/20 14:39,0.0043873,,2/23/20 14:39,0.3577833,,2/23/20 14:30,3.147545815
2/23/20 14:49,0.0342767,,2/23/20 14:49,0.0161501,,2/23/20 14:49,0.0046421,,2/23/20 14:49,0.3590768,,2/23/20 14:49,0.0040692,,2/23/20 14:40,66.02991104,,2/23/20 14:49,0.0344632,,2/23/20 14:49,0.01239,,2/23/20 14:49,0.00445,,2/23/20 14:40,66.02991104,,2/23/20 14:49,0.00295,,2/23/20 14:49,0.3504462,,2/23/20 14:40,3.147936344
2/23/20 15:00,0.031536,,2/23/20 15:00,0.0147023,,2/23/20 15:00,0.0029525,,2/23/20 15:00,0.3560123,,2/23/20 15:00,0.0050413,,2/23/20 14:50,65.99586029,,2/23/20 15:00,0.0330185,,2/23/20 15:00,0.0165027,,2/23/20 15:00,0.0048278,,2/23/20 14:50,65.99586029,,2/23/20 15:00,0.0036884,,2/23/20 15:00,0.3626496,,2/23/20 14:50,3.147448063
2/23/20 15:10,0.0344653,,2/23/20 15:10,0.0133744,,2/23/20 15:10,0.0039732,,2/23/20 15:10,0.3601589,,2/23/20 15:10,0.0047529,,2/23/20 15:01,65.96184731,,2/23/20 15:10,0.0286993,,2/23/20 15:10,0.015246,,2/23/20 15:10,0.0043907,,2/23/20 15:01,65.96184731,,2/23/20 15:10,0.0049051,,2/23/20 15:10,0.362364,,2/23/20 15:01,3.147741079
2/23/20 15:20,0.0367054,,2/23/20 15:20,0.0176115,,2/23/20 15:20,0.0051648,,2/23/20 15:20,0.3556434,,2/23/20 15:20,0.0044666,,2/23/20 15:10,65.92783432,,2/23/20 15:20,0.0301077,,2/23/20 15:20,0.0134301,,2/23/20 15:20,0.0052265,,2/23/20 15:10,65.92783432,,2/23/20 15:20,0.0040693,,2/23/20 15:20,0.3510714,,2/23/20 15:10,3.147448063
2/23/20 15:29,0.0338272,,2/23/20 15:29,0.0124291,,2/23/20 15:29,0.0033307,,2/23/20 15:29,0.3692632,,2/23/20 15:29,0.0039368,,2/23/20 15:20,65.89382477,,2/23/20 15:29,0.0270537,,2/23/20 15:29,0.0122274,,2/23/20 15:29,0.0038679,,2/23/20 15:20,65.89382477,,2/23/20 15:29,0.0027048,,2/23/20 15:29,0.3504252,,2/23/20 15:20,3.147741079
2/23/20 15:39,0.0325164,,2/23/20 15:39,0.0147706,,2/23/20 15:39,0.0050881,,2/23/20 15:39,0.3625455,,2/23/20 15:39,0.0042012,,2/23/20 15:30,65.99586029,,2/23/20 15:39,0.0411132,,2/23/20 15:39,0.0132767,,2/23/20 15:39,0.0050354,,2/23/20 15:30,65.99586029,,2/23/20 15:39,0.0024071,,2/23/20 15:39,0.359743,,2/23/20 15:30,3.148131847
2/23/20 15:49,0.0368235,,2/23/20 15:49,0.0138421,,2/23/20 15:49,0.0051395,,2/23/20 15:49,0.3495494,,2/23/20 15:49,0.003642,,2/23/20 15:40,65.75773163,,2/23/20 15:49,0.0300613,,2/23/20 15:49,0.0127797,,2/23/20 15:49,0.0049725,,2/23/20 15:40,65.75773163,,2/23/20 15:49,0.0028525,,2/23/20 15:49,0.3750092,,2/23/20 15:40,3.147838831
2/23/20 15:59,0.0361443,,2/23/20 15:59,0.0184303,,2/23/20 15:59,0.0042622,,2/23/20 15:59,0.3592152,,2/23/20 15:59,0.0040023,,2/23/20 15:50,66.13195,,2/23/20 15:59,0.0307998,,2/23/20 15:59,0.0159218,,2/23/20 15:59,0.0059593,,2/23/20 15:50,66.13195,,2/23/20 15:59,0.0024418,,2/23/20 15:59,0.3673896,,2/23/20 15:50,3.147741079
2/23/20 16:10,0.0309688,,2/23/20 16:10,0.0142093,,2/23/20 16:10,0.002742,,2/23/20 16:10,0.3679695,,2/23/20 16:10,0.0046976,,2/23/20 15:59,66.06392746,,2/23/20 16:10,0.0300825,,2/23/20 16:10,0.0129304,,2/23/20 16:10,0.004812,,2/23/20 15:59,66.06392746,,2/23/20 16:10,0.0025483,,2/23/20 16:10,0.3600947,,2/23/20 15:59,3.14686203
2/23/20 16:20,0.0346364,,2/23/20 16:20,0.0146226,,2/23/20 16:20,0.003346,,2/23/20 16:20,0.3646012,,2/23/20 16:20,0.0040056,,2/23/20 16:10,66.06392746,,2/23/20 16:20,0.0329585,,2/23/20 16:20,0.0135473,,2/23/20 16:20,0.0047404,,2/23/20 16:10,66.06392746,,2/23/20 16:20,0.0019569,,2/23/20 16:20,0.360792,,2/23/20 16:10,3.147838831
2/23/20 16:30,0.0320104,,2/23/20 16:30,0.0121641,,2/23/20 16:30,0.0035093,,2/23/20 16:30,0.34898,,2/23/20 16:30,0.0051062,,2/23/20 16:20,65.99586029,,2/23/20 16:30,0.0338197,,2/23/20 16:30,0.0187051,,2/23/20 16:30,0.0045607,,2/23/20 16:20,65.99586029,,2/23/20 16:30,0.0050448,,2/23/20 16:30,0.3736867,,2/23/20 16:20,3.147448063
2/23/20 16:39,0.0331503,,2/23/20 16:39,0.0136992,,2/23/20 16:39,0.0041942,,2/23/20 16:39,0.3609047,,2/23/20 16:39,0.0038875,,2/23/20 16:30,66.09793701,,2/23/20 16:39,0.0317049,,2/23/20 16:39,0.0128715,,2/23/20 16:39,0.0050131,,2/23/20 16:30,66.09793701,,2/23/20 16:39,0.002724,,2/23/20 16:39,0.3543086,,2/23/20 16:30,3.147448063
2/23/20 16:49,0.0336909,,2/23/20 16:49,0.0126712,,2/23/20 16:49,0.0034333,,2/23/20 16:49,0.3396018,,2/23/20 16:49,0.005182,,2/23/20 16:40,65.48555222,,2/23/20 16:49,0.0279202,,2/23/20 16:49,0.0147763,,2/23/20 16:49,0.004725,,2/23/20 16:40,65.48555222,,2/23/20 16:49,0.0050942,,2/23/20 16:49,0.3653397,,2/23/20 16:40,3.147155046
2/23/20 16:59,0.0330343,,2/23/20 16:59,0.0108058,,2/23/20 16:59,0.0034891,,2/23/20 16:59,0.3774019,,2/23/20 16:59,0.0035477,,2/23/20 16:50,65.8257576,,2/23/20 16:59,0.0320421,,2/23/20 16:59,0.0100842,,2/23/20 16:59,0.0039191,,2/23/20 16:50,65.8257576,,2/23/20 16:59,0.0031083,,2/23/20 16:59,0.3706268,,2/23/20 16:50,3.147252798
