Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage,
2/23/20 7:13,0.0438556,,2/23/20 7:13,0.0084502,,2/23/20 7:13,0.0031771,,2/23/20 7:13,0.9626097,,2/23/20 7:13,0.0037032,,2/23/20 6:53,61.76083679,,2/23/20 7:13,0.0422562,,2/23/20 7:13,0.0096534,,2/23/20 7:13,0.002783,,2/23/20 6:53,61.76083679,,2/23/20 7:13,0.0028606,,2/23/20 7:13,0.9724967,,2/23/20 6:53,3.114529848
2/23/20 7:23,0.0523235,,2/23/20 7:23,0.0095828,,2/23/20 7:23,0.0045318,,2/23/20 7:23,1.0518281,,2/23/20 7:23,0.0028785,,2/23/20 7:03,61.86654587,,2/23/20 7:23,0.0445125,,2/23/20 7:23,0.0108488,,2/23/20 7:23,0.0029918,,2/23/20 7:03,61.86654587,,2/23/20 7:23,0.0030791,,2/23/20 7:23,1.0080331,,2/23/20 7:03,3.114432096
2/23/20 7:32,0.0473902,,2/23/20 7:32,0.0116847,,2/23/20 7:32,0.0028375,,2/23/20 7:32,1.0176067,,2/23/20 7:32,0.003379,,2/23/20 7:13,62.11314774,,2/23/20 7:32,0.0498194,,2/23/20 7:32,0.0119924,,2/23/20 7:32,0.0034324,,2/23/20 7:13,62.11314774,,2/23/20 7:32,0.0013339,,2/23/20 7:32,1.0340051,,2/23/20 7:13,3.114920616
2/23/20 7:42,0.0439275,,2/23/20 7:42,0.0087403,,2/23/20 7:42,0.0024121,,2/23/20 7:42,0.9517979,,2/23/20 7:42,0.0034265,,2/23/20 7:23,62.35979424,,2/23/20 7:42,0.0583112,,2/23/20 7:42,0.0103628,,2/23/20 7:42,0.0032278,,2/23/20 7:23,62.35979424,,2/23/20 7:42,0.0021333,,2/23/20 7:42,1.0040158,,2/23/20 7:23,3.1146276
2/23/20 7:53,0.046024,,2/23/20 7:53,0.0086429,,2/23/20 7:53,0.0017664,,2/23/20 7:53,1.0438752,,2/23/20 7:53,0.0026799,,2/23/20 7:33,61.83132439,,2/23/20 7:53,0.0476321,,2/23/20 7:53,0.0088879,,2/23/20 7:53,0.003073,,2/23/20 7:33,61.83132439,,2/23/20 7:53,0.0017713,,2/23/20 7:53,1.0472422,,2/23/20 7:33,3.114432096
2/23/20 8:03,0.0410594,,2/23/20 8:03,0.0092879,,2/23/20 8:03,0.0018079,,2/23/20 8:03,1.029188,,2/23/20 8:03,0.0029853,,2/23/20 7:42,62.28930664,,2/23/20 8:03,0.0477372,,2/23/20 8:03,0.0095937,,2/23/20 8:03,0.0028292,,2/23/20 7:42,62.28930664,,2/23/20 8:03,0.0018438,,2/23/20 8:03,1.0169901,,2/23/20 7:42,3.113943815
2/23/20 8:13,0.043317,,2/23/20 8:13,0.0086304,,2/23/20 8:13,0.0022011,,2/23/20 8:13,1.0056716,,2/23/20 8:13,0.0033934,,2/23/20 7:53,61.619944,,2/23/20 8:13,0.046564,,2/23/20 8:13,0.0121177,,2/23/20 8:13,0.0032441,,2/23/20 7:53,61.619944,,2/23/20 8:13,0.0036295,,2/23/20 8:13,1.0360838,,2/23/20 7:53,3.114041567
2/23/20 8:23,0.0465372,,2/23/20 8:23,0.0081871,,2/23/20 8:23,0.0028261,,2/23/20 8:23,1.007862,,2/23/20 8:23,0.0032437,,2/23/20 8:03,61.619944,,2/23/20 8:23,0.0417649,,2/23/20 8:23,0.0114659,,2/23/20 8:23,0.0029339,,2/23/20 8:03,61.619944,,2/23/20 8:23,0.0013862,,2/23/20 8:23,1.0179944,,2/23/20 8:03,3.114529848
2/23/20 8:33,0.0426476,,2/23/20 8:33,0.0087752,,2/23/20 8:33,0.0023619,,2/23/20 8:33,0.9742472,,2/23/20 8:33,0.0035774,,2/23/20 8:13,62.04270477,,2/23/20 8:33,0.0427836,,2/23/20 8:33,0.0094921,,2/23/20 8:33,0.003068,,2/23/20 8:13,62.04270477,,2/23/20 8:33,0.0036262,,2/23/20 8:33,0.994323,,2/23/20 8:13,3.113650799
2/23/20 8:42,0.0430183,,2/23/20 8:42,0.00797,,2/23/20 8:42,0.0015914,,2/23/20 8:42,0.998196,,2/23/20 8:42,0.0026896,,2/23/20 8:23,62.18363876,,2/23/20 8:42,0.0476364,,2/23/20 8:42,0.0085957,,2/23/20 8:42,0.0025988,,2/23/20 8:23,62.18363876,,2/23/20 8:42,0.0016118,,2/23/20 8:42,1.0225022,,2/23/20 8:23,3.114432096
2/23/20 8:52,0.042655,,2/23/20 8:52,0.0100045,,2/23/20 8:52,0.0036335,,2/23/20 8:52,0.9884738,,2/23/20 8:52,0.0036926,,2/23/20 8:33,61.72561188,,2/23/20 8:52,0.0451857,,2/23/20 8:52,0.0114376,,2/23/20 8:52,0.003051,,2/23/20 8:33,61.72561188,,2/23/20 8:52,0.0026412,,2/23/20 8:52,0.9410127,,2/23/20 8:33,3.113748312
2/23/20 9:03,0.0457839,,2/23/20 9:03,0.0121435,,2/23/20 9:03,0.0033215,,2/23/20 9:03,1.0139672,,2/23/20 9:03,0.0034694,,2/23/20 8:43,62.32457275,,2/23/20 9:03,0.0441534,,2/23/20 9:03,0.0096557,,2/23/20 9:03,0.0037125,,2/23/20 8:43,62.32457275,,2/23/20 9:03,0.0044466,,2/23/20 9:03,0.9994497,,2/23/20 8:43,3.113553047
2/23/20 9:13,0.0440838,,2/23/20 9:13,0.0090279,,2/23/20 9:13,0.0021067,,2/23/20 9:13,1.0027735,,2/23/20 9:13,0.0029253,,2/23/20 8:53,62.21886024,,2/23/20 9:13,0.0456053,,2/23/20 9:13,0.0089832,,2/23/20 9:13,0.0031252,,2/23/20 8:53,62.21886024,,2/23/20 9:13,0.0020968,,2/23/20 9:13,0.9882387,,2/23/20 8:53,3.113553047
2/23/20 9:23,0.0419301,,2/23/20 9:23,0.0092097,,2/23/20 9:23,0.0042541,,2/23/20 9:23,0.972169,,2/23/20 9:23,0.0037802,,2/23/20 9:04,61.9369957,,2/23/20 9:23,0.042074,,2/23/20 9:23,0.011351,,2/23/20 9:23,0.0030609,,2/23/20 9:04,61.9369957,,2/23/20 9:23,0.0014692,,2/23/20 9:23,0.9600129,,2/23/20 9:04,3.113846302
2/23/20 9:33,0.0457992,,2/23/20 9:33,0.0118699,,2/23/20 9:33,0.0022956,,2/23/20 9:33,0.9899229,,2/23/20 9:33,0.0028769,,2/23/20 9:14,61.9369957,,2/23/20 9:33,0.0450011,,2/23/20 9:33,0.0120762,,2/23/20 9:33,0.00329,,2/23/20 9:14,61.9369957,,2/23/20 9:33,0.0028975,,2/23/20 9:33,1.0020305,,2/23/20 9:14,3.113357782
2/23/20 9:43,0.0528335,,2/23/20 9:43,0.007813,,2/23/20 9:43,0.0043985,,2/23/20 9:43,1.0184941,,2/23/20 9:43,0.0030798,,2/23/20 9:24,61.40852585,,2/23/20 9:43,0.0415969,,2/23/20 9:43,0.0099698,,2/23/20 9:43,0.0033323,,2/23/20 9:24,61.40852585,,2/23/20 9:43,0.0028121,,2/23/20 9:43,0.9551256,,2/23/20 9:24,3.113260031
2/23/20 9:52,0.0501996,,2/23/20 9:52,0.0098359,,2/23/20 9:52,0.0027853,,2/23/20 9:52,0.977179,,2/23/20 9:52,0.0029966,,2/23/20 9:34,61.58467789,,2/23/20 9:52,0.0435534,,2/23/20 9:52,0.0096461,,2/23/20 9:52,0.0031143,,2/23/20 9:34,61.58467789,,2/23/20 9:52,0.0017108,,2/23/20 9:52,1.0087571,,2/23/20 9:34,3.113846302
2/23/20 10:02,0.0436573,,2/23/20 10:02,0.0089596,,2/23/20 10:02,0.0020369,,2/23/20 10:02,0.983638,,2/23/20 10:02,0.0026933,,2/23/20 9:43,61.76083679,,2/23/20 10:02,0.0499287,,2/23/20 10:02,0.0075353,,2/23/20 10:02,0.0032082,,2/23/20 9:43,61.76083679,,2/23/20 10:02,0.0022006,,2/23/20 10:02,0.9850448,,2/23/20 9:43,3.114236832
2/23/20 10:13,0.0429642,,2/23/20 10:13,0.009848,,2/23/20 10:13,0.0025677,,2/23/20 10:13,0.9803186,,2/23/20 10:13,0.0035126,,2/23/20 9:53,61.97225838,,2/23/20 10:13,0.0451504,,2/23/20 10:13,0.0098253,,2/23/20 10:13,0.0032787,,2/23/20 9:53,61.97225838,,2/23/20 10:13,0.0027852,,2/23/20 10:13,1.0422556,,2/23/20 9:53,3.113553047
2/23/20 10:23,0.0494763,,2/23/20 10:23,0.0118671,,2/23/20 10:23,0.0039484,,2/23/20 10:23,1.0458072,,2/23/20 10:23,0.0031323,,2/23/20 10:03,61.83132439,,2/23/20 10:23,0.0500689,,2/23/20 10:23,0.0102831,,2/23/20 10:23,0.0034012,,2/23/20 10:03,61.83132439,,2/23/20 10:23,0.0038618,,2/23/20 10:23,0.990224,,2/23/20 10:03,3.113455296
2/23/20 10:33,0.0412661,,2/23/20 10:33,0.0111924,,2/23/20 10:33,0.0030334,,2/23/20 10:33,0.9824922,,2/23/20 10:33,0.0034023,,2/23/20 10:14,61.65516891,,2/23/20 10:33,0.0417065,,2/23/20 10:33,0.0100681,,2/23/20 10:33,0.003328,,2/23/20 10:14,61.65516891,,2/23/20 10:33,0.0022804,,2/23/20 10:33,0.9823647,,2/23/20 10:14,3.113748312
2/23/20 10:43,0.0500266,,2/23/20 10:43,0.0077878,,2/23/20 10:43,0.0026368,,2/23/20 10:43,0.949849,,2/23/20 10:43,0.0029001,,2/23/20 10:24,61.86654587,,2/23/20 10:43,0.0486759,,2/23/20 10:43,0.0084695,,2/23/20 10:43,0.0023555,,2/23/20 10:24,61.86654587,,2/23/20 10:43,0.0017416,,2/23/20 10:43,0.9901247,,2/23/20 10:24,3.113846302
2/23/20 10:53,0.0438347,,2/23/20 10:53,0.0086527,,2/23/20 10:53,0.0033975,,2/23/20 10:53,0.9916977,,2/23/20 10:53,0.003393,,2/23/20 10:33,61.79610291,,2/23/20 10:53,0.0444901,,2/23/20 10:53,0.0100467,,2/23/20 10:53,0.0027339,,2/23/20 10:33,61.79610291,,2/23/20 10:53,0.0011984,,2/23/20 10:53,1.0851492,,2/23/20 10:33,3.112967014
2/23/20 11:02,0.0394593,,2/23/20 11:02,0.0079032,,2/23/20 11:02,0.0038085,,2/23/20 11:02,0.9816441,,2/23/20 11:02,0.0032801,,2/23/20 10:43,61.79610291,,2/23/20 11:02,0.0457153,,2/23/20 11:02,0.0090401,,2/23/20 11:02,0.0025845,,2/23/20 10:43,61.79610291,,2/23/20 11:02,0.0026218,,2/23/20 11:02,0.984782,,2/23/20 10:43,3.113260031
2/23/20 11:12,0.0444059,,2/23/20 11:12,0.0088593,,2/23/20 11:12,0.0030012,,2/23/20 11:12,1.0187356,,2/23/20 11:12,0.0031435,,2/23/20 10:53,61.51423492,,2/23/20 11:12,0.0439079,,2/23/20 11:12,0.0105612,,2/23/20 11:12,0.003087,,2/23/20 10:53,61.51423492,,2/23/20 11:12,0.0023063,,2/23/20 11:12,1.0006876,,2/23/20 10:53,3.113357782
2/23/20 11:23,0.0516469,,2/23/20 11:23,0.0092045,,2/23/20 11:23,0.003593,,2/23/20 11:23,0.9841996,,2/23/20 11:23,0.0033168,,2/23/20 11:03,61.90177078,,2/23/20 11:23,0.0386284,,2/23/20 11:23,0.0104297,,2/23/20 11:23,0.0027021,,2/23/20 11:03,61.90177078,,2/23/20 11:23,0.0018931,,2/23/20 11:23,0.9904459,,2/23/20 11:03,3.113260031
2/23/20 11:33,0.0440001,,2/23/20 11:33,0.0094204,,2/23/20 11:33,0.0032431,,2/23/20 11:33,0.9628288,,2/23/20 11:33,0.0035327,,2/23/20 11:13,61.51423492,,2/23/20 11:33,0.0404178,,2/23/20 11:33,0.0107627,,2/23/20 11:33,0.0027739,,2/23/20 11:13,61.51423492,,2/23/20 11:33,0.0013326,,2/23/20 11:33,1.0637258,,2/23/20 11:13,3.113650799
2/23/20 11:43,0.0503788,,2/23/20 11:43,0.0099053,,2/23/20 11:43,0.0023586,,2/23/20 11:43,1.0002404,,2/23/20 11:43,0.0029712,,2/23/20 11:24,61.619944,,2/23/20 11:43,0.0440166,,2/23/20 11:43,0.0100594,,2/23/20 11:43,0.0031725,,2/23/20 11:24,61.619944,,2/23/20 11:43,0.0033642,,2/23/20 11:43,0.997552,,2/23/20 11:24,3.113553047
2/23/20 11:53,0.0463913,,2/23/20 11:53,0.0081915,,2/23/20 11:53,0.0019453,,2/23/20 11:53,0.9864238,,2/23/20 11:53,0.0030752,,2/23/20 11:33,62.00747986,,2/23/20 11:53,0.0407652,,2/23/20 11:53,0.0099063,,2/23/20 11:53,0.0030145,,2/23/20 11:33,62.00747986,,2/23/20 11:53,0.0035526,,2/23/20 11:53,0.9651162,,2/23/20 11:33,3.113357782
2/23/20 12:03,0.0418208,,2/23/20 12:03,0.0095076,,2/23/20 12:03,0.0016111,,2/23/20 12:03,1.020971,,2/23/20 12:03,0.0032108,,2/23/20 11:43,62.39501572,,2/23/20 12:03,0.05217,,2/23/20 12:03,0.0100097,,2/23/20 12:03,0.0028653,,2/23/20 11:43,62.39501572,,2/23/20 12:03,0.0022845,,2/23/20 12:03,0.9960163,,2/23/20 11:43,3.113064766
2/23/20 12:12,0.0427005,,2/23/20 12:12,0.0077818,,2/23/20 12:12,0.0041041,,2/23/20 12:12,1.0051829,,2/23/20 12:12,0.0035167,,2/23/20 11:53,61.83132439,,2/23/20 12:12,0.0403555,,2/23/20 12:12,0.0137569,,2/23/20 12:12,0.0027621,,2/23/20 11:53,61.83132439,,2/23/20 12:12,0.0028685,,2/23/20 12:12,1.020949,,2/23/20 11:53,3.113064766
2/23/20 12:22,0.0430907,,2/23/20 12:22,0.0092279,,2/23/20 12:22,0.0015622,,2/23/20 12:22,0.9709446,,2/23/20 12:22,0.0034207,,2/23/20 12:03,62.11314774,,2/23/20 12:22,0.0421579,,2/23/20 12:22,0.012263,,2/23/20 12:22,0.0030743,,2/23/20 12:03,62.11314774,,2/23/20 12:22,0.0023391,,2/23/20 12:22,1.0421097,,2/23/20 12:03,3.113357782
2/23/20 12:32,0.0406462,,2/23/20 12:32,0.0083409,,2/23/20 12:32,0.0016672,,2/23/20 12:32,1.0035261,,2/23/20 12:32,0.0031558,,2/23/20 12:13,62.00747986,,2/23/20 12:32,0.0451006,,2/23/20 12:32,0.0096758,,2/23/20 12:32,0.0028506,,2/23/20 12:13,62.00747986,,2/23/20 12:32,0.002469,,2/23/20 12:32,1.0327147,,2/23/20 12:13,3.112478495
2/23/20 12:43,0.0417578,,2/23/20 12:43,0.0082485,,2/23/20 12:43,0.0022853,,2/23/20 12:43,1.0046438,,2/23/20 12:43,0.0030364,,2/23/20 12:23,62.18363876,,2/23/20 12:43,0.0557758,,2/23/20 12:43,0.008511,,2/23/20 12:43,0.0026045,,2/23/20 12:23,62.18363876,,2/23/20 12:43,0.0018762,,2/23/20 12:43,1.0282303,,2/23/20 12:23,3.112771511
2/23/20 12:53,0.0427021,,2/23/20 12:53,0.0085044,,2/23/20 12:53,0.002666,,2/23/20 12:53,0.9721129,,2/23/20 12:53,0.0036531,,2/23/20 12:32,62.11314774,,2/23/20 12:53,0.0469336,,2/23/20 12:53,0.0143981,,2/23/20 12:53,0.0030246,,2/23/20 12:32,62.11314774,,2/23/20 12:53,0.0026462,,2/23/20 12:53,1.0348576,,2/23/20 12:32,3.112869501
2/23/20 13:03,0.0437117,,2/23/20 13:03,0.0115126,,2/23/20 13:03,0.0024695,,2/23/20 13:03,1.0103108,,2/23/20 13:03,0.0034452,,2/23/20 12:43,62.11314774,,2/23/20 13:03,0.0462237,,2/23/20 13:03,0.0113725,,2/23/20 13:03,0.0033008,,2/23/20 12:43,62.11314774,,2/23/20 13:03,0.0019491,,2/23/20 13:03,0.9804495,,2/23/20 12:43,3.112380981
2/23/20 13:13,0.0580684,,2/23/20 13:13,0.0113019,,2/23/20 13:13,0.004669,,2/23/20 13:13,1.0186233,,2/23/20 13:13,0.0034483,,2/23/20 12:53,62.04270477,,2/23/20 13:13,0.0591973,,2/23/20 13:13,0.0128467,,2/23/20 13:13,0.0027004,,2/23/20 12:53,62.04270477,,2/23/20 13:13,0.0023917,,2/23/20 13:13,0.9840054,,2/23/20 12:53,3.112673998
2/23/20 13:23,0.0416693,,2/23/20 13:23,0.008926,,2/23/20 13:23,0.0018508,,2/23/20 13:23,1.0029251,,2/23/20 13:23,0.0028872,,2/23/20 13:04,62.04270477,,2/23/20 13:23,0.0423368,,2/23/20 13:23,0.0078695,,2/23/20 13:23,0.0029275,,2/23/20 13:04,62.04270477,,2/23/20 13:23,0.0022698,,2/23/20 13:23,1.0074375,,2/23/20 13:04,3.112771511
2/23/20 13:32,0.0418782,,2/23/20 13:32,0.0108529,,2/23/20 13:32,0.0026348,,2/23/20 13:32,1.0293452,,2/23/20 13:32,0.002921,,2/23/20 13:14,62.21886024,,2/23/20 13:32,0.040975,,2/23/20 13:32,0.0088936,,2/23/20 13:32,0.0036544,,2/23/20 13:14,62.21886024,,2/23/20 13:32,0.0041597,,2/23/20 13:32,0.9805721,,2/23/20 13:14,3.112380981
2/23/20 13:42,0.0484731,,2/23/20 13:42,0.0095067,,2/23/20 13:42,0.002062,,2/23/20 13:42,0.9819867,,2/23/20 13:42,0.0032175,,2/23/20 13:23,62.07792969,,2/23/20 13:42,0.0384185,,2/23/20 13:42,0.0091582,,2/23/20 13:42,0.0032568,,2/23/20 13:23,62.07792969,,2/23/20 13:42,0.0024607,,2/23/20 13:42,0.9954208,,2/23/20 13:23,3.112673998
2/23/20 13:53,0.0411442,,2/23/20 13:53,0.0079937,,2/23/20 13:53,0.0024538,,2/23/20 13:53,0.9822226,,2/23/20 13:53,0.0028401,,2/23/20 13:33,62.21886024,,2/23/20 13:53,0.0432458,,2/23/20 13:53,0.0077883,,2/23/20 13:53,0.0028258,,2/23/20 13:33,62.21886024,,2/23/20 13:53,0.0022186,,2/23/20 13:53,0.9810334,,2/23/20 13:33,3.112576246
2/23/20 14:03,0.0406794,,2/23/20 14:03,0.0075604,,2/23/20 14:03,0.0021665,,2/23/20 14:03,0.9702931,,2/23/20 14:03,0.003082,,2/23/20 13:43,61.86654587,,2/23/20 14:03,0.0493044,,2/23/20 14:03,0.0100762,,2/23/20 14:03,0.0023963,,2/23/20 13:43,61.86654587,,2/23/20 14:03,0.0017185,,2/23/20 14:03,0.992291,,2/23/20 13:43,3.112087965
2/23/20 14:13,0.0442295,,2/23/20 14:13,0.0105575,,2/23/20 14:13,0.0033241,,2/23/20 14:13,1.0061434,,2/23/20 14:13,0.0032552,,2/23/20 13:54,62.07792969,,2/23/20 14:13,0.0430489,,2/23/20 14:13,0.0101339,,2/23/20 14:13,0.0031475,,2/23/20 13:54,62.07792969,,2/23/20 14:13,0.0022211,,2/23/20 14:13,0.9976396,,2/23/20 13:54,3.112185717
2/23/20 14:23,0.0432462,,2/23/20 14:23,0.0088414,,2/23/20 14:23,0.004985,,2/23/20 14:23,0.9672658,,2/23/20 14:23,0.0035391,,2/23/20 14:04,62.25408173,,2/23/20 14:23,0.0470018,,2/23/20 14:23,0.0106434,,2/23/20 14:23,0.002926,,2/23/20 14:04,62.25408173,,2/23/20 14:23,0.0017045,,2/23/20 14:23,0.9496895,,2/23/20 14:04,3.112478495
2/23/20 14:33,0.0421092,,2/23/20 14:33,0.0077995,,2/23/20 14:33,0.0035085,,2/23/20 14:33,1.0156634,,2/23/20 14:33,0.0028622,,2/23/20 14:14,61.72561188,,2/23/20 14:33,0.050775,,2/23/20 14:33,0.0101817,,2/23/20 14:33,0.0028238,,2/23/20 14:14,61.72561188,,2/23/20 14:33,0.0030197,,2/23/20 14:33,1.0374443,,2/23/20 14:14,3.112185717
2/23/20 14:42,0.0437609,,2/23/20 14:42,0.0098128,,2/23/20 14:42,0.0017743,,2/23/20 14:42,0.9634859,,2/23/20 14:42,0.0029548,,2/23/20 14:23,62.21886024,,2/23/20 14:42,0.0500414,,2/23/20 14:42,0.0082381,,2/23/20 14:42,0.0034982,,2/23/20 14:23,62.21886024,,2/23/20 14:42,0.0036555,,2/23/20 14:42,0.9797838,,2/23/20 14:23,3.112185717
2/23/20 14:52,0.0477178,,2/23/20 14:52,0.0095618,,2/23/20 14:52,0.001565,,2/23/20 14:52,0.999016,,2/23/20 14:52,0.0037029,,2/23/20 14:33,61.76083679,,2/23/20 14:52,0.0520852,,2/23/20 14:52,0.0124014,,2/23/20 14:52,0.0030349,,2/23/20 14:33,61.76083679,,2/23/20 14:52,0.0014916,,2/23/20 14:52,0.9985154,,2/23/20 14:33,3.112087965
2/23/20 15:03,0.0412145,,2/23/20 15:03,0.0100793,,2/23/20 15:03,0.0021771,,2/23/20 15:03,1.0118161,,2/23/20 15:03,0.0037943,,2/23/20 14:43,61.9369957,,2/23/20 15:03,0.0427929,,2/23/20 15:03,0.0117453,,2/23/20 15:03,0.0028882,,2/23/20 14:43,61.9369957,,2/23/20 15:03,0.0019825,,2/23/20 15:03,0.997336,,2/23/20 14:43,3.112087965
2/23/20 15:13,0.0441647,,2/23/20 15:13,0.0088532,,2/23/20 15:13,0.0027626,,2/23/20 15:13,1.0162363,,2/23/20 15:13,0.0035119,,2/23/20 14:53,61.83132439,,2/23/20 15:13,0.0508532,,2/23/20 15:13,0.0120449,,2/23/20 15:13,0.0030808,,2/23/20 14:53,61.83132439,,2/23/20 15:13,0.002123,,2/23/20 15:13,1.0508799,,2/23/20 14:53,3.1118927
2/23/20 15:23,0.0435048,,2/23/20 15:23,0.0108158,,2/23/20 15:23,0.0031364,,2/23/20 15:23,1.0029644,,2/23/20 15:23,0.0035797,,2/23/20 15:04,62.11314774,,2/23/20 15:23,0.0433268,,2/23/20 15:23,0.0102151,,2/23/20 15:23,0.0027691,,2/23/20 15:04,62.11314774,,2/23/20 15:23,0.0019731,,2/23/20 15:23,1.0133407,,2/23/20 15:04,3.111599445
2/23/20 15:33,0.0489224,,2/23/20 15:33,0.0108087,,2/23/20 15:33,0.0026009,,2/23/20 15:33,1.0143772,,2/23/20 15:33,0.0032798,,2/23/20 15:14,62.14841385,,2/23/20 15:33,0.0398328,,2/23/20 15:33,0.0102954,,2/23/20 15:33,0.0031059,,2/23/20 15:14,62.14841385,,2/23/20 15:33,0.0026548,,2/23/20 15:33,1.0306476,,2/23/20 15:14,3.111599445
2/23/20 15:42,0.045242,,2/23/20 15:42,0.0096117,,2/23/20 15:43,0.0014239,,2/23/20 15:43,1.0092437,,2/23/20 15:43,0.0029243,,2/23/20 15:23,61.83132439,,2/23/20 15:43,0.0400993,,2/23/20 15:43,0.0092021,,2/23/20 15:42,0.003367,,2/23/20 15:23,61.83132439,,2/23/20 15:42,0.0035348,,2/23/20 15:42,1.0346299,,2/23/20 15:23,3.1118927
2/23/20 15:52,0.0413814,,2/23/20 15:52,0.0090586,,2/23/20 15:52,0.0024027,,2/23/20 15:52,0.979712,,2/23/20 15:52,0.0027699,,2/23/20 15:33,61.86654587,,2/23/20 15:52,0.0405574,,2/23/20 15:52,0.0088498,,2/23/20 15:52,0.0028277,,2/23/20 15:33,61.86654587,,2/23/20 15:52,0.0022408,,2/23/20 15:52,0.9896401,,2/23/20 15:33,3.111501694
2/23/20 16:02,0.0449261,,2/23/20 16:02,0.0090159,,2/23/20 16:02,0.0023804,,2/23/20 16:02,1.0015266,,2/23/20 16:02,0.0029963,,2/23/20 15:43,62.25408173,,2/23/20 16:02,0.0517172,,2/23/20 16:02,0.0101245,,2/23/20 16:02,0.0031533,,2/23/20 15:43,62.25408173,,2/23/20 16:02,0.0022879,,2/23/20 16:02,1.0058142,,2/23/20 15:43,3.111990213
2/23/20 16:13,0.0418422,,2/23/20 16:13,0.00822,,2/23/20 16:13,0.0028664,,2/23/20 16:13,0.9743595,,2/23/20 16:13,0.0029133,,2/23/20 15:53,62.07792969,,2/23/20 16:13,0.0451786,,2/23/20 16:13,0.0105764,,2/23/20 16:13,0.0029578,,2/23/20 15:53,62.07792969,,2/23/20 16:13,0.001872,,2/23/20 16:13,1.0235824,,2/23/20 15:53,3.111599445
2/23/20 16:23,0.043633,,2/23/20 16:23,0.0132411,,2/23/20 16:23,0.0024714,,2/23/20 16:23,0.9848848,,2/23/20 16:23,0.0034824,,2/23/20 16:03,61.97225838,,2/23/20 16:23,0.0520852,,2/23/20 16:23,0.0100227,,2/23/20 16:23,0.0035773,,2/23/20 16:03,61.97225838,,2/23/20 16:23,0.0041073,,2/23/20 16:23,0.9723682,,2/23/20 16:03,3.111697197
2/23/20 16:33,0.0386132,,2/23/20 16:33,0.0083654,,2/23/20 16:33,0.0038143,,2/23/20 16:33,1.0411006,,2/23/20 16:33,0.0033896,,2/23/20 16:13,62.35979424,,2/23/20 16:33,0.0453416,,2/23/20 16:33,0.0096124,,2/23/20 16:33,0.0027269,,2/23/20 16:13,62.35979424,,2/23/20 16:33,0.0023233,,2/23/20 16:33,0.9864812,,2/23/20 16:13,3.111599445
2/23/20 16:43,0.0468415,,2/23/20 16:43,0.0097858,,2/23/20 16:43,0.0016635,,2/23/20 16:43,0.9792065,,2/23/20 16:43,0.0032228,,2/23/20 16:23,62.18363876,,2/23/20 16:43,0.0407222,,2/23/20 16:43,0.0101719,,2/23/20 16:43,0.0031719,,2/23/20 16:23,62.18363876,,2/23/20 16:43,0.0029816,,2/23/20 16:43,0.9523053,,2/23/20 16:23,3.111306429
2/23/20 16:52,0.0453889,,2/23/20 16:52,0.0078984,,2/23/20 16:52,0.0015116,,2/23/20 16:52,1.0041046,,2/23/20 16:52,0.0031855,,2/23/20 16:33,62.21886024,,2/23/20 16:52,0.0497901,,2/23/20 16:52,0.010932,,2/23/20 16:52,0.0031175,,2/23/20 16:33,62.21886024,,2/23/20 16:52,0.0029697,,2/23/20 16:52,1.0270975,,2/23/20 16:33,3.111306429
2/23/20 17:02,0.0468162,,2/23/20 17:02,0.0119497,,2/23/20 17:02,0.0027444,,2/23/20 17:02,1.0117824,,2/23/20 17:02,0.0033537,,2/23/20 16:43,62.35979424,,2/23/20 17:02,0.0457968,,2/23/20 17:02,0.0093755,,2/23/20 17:02,0.0032584,,2/23/20 16:43,62.35979424,,2/23/20 17:02,0.0031085,,2/23/20 17:02,0.9973068,,2/23/20 16:43,3.111208916
2/23/20 17:13,0.0464689,,2/23/20 17:13,0.0101083,,2/23/20 17:13,0.0024925,,2/23/20 17:13,1.0345349,,2/23/20 17:13,0.0028613,,2/23/20 16:53,61.97225838,,2/23/20 17:13,0.0479245,,2/23/20 17:13,0.0110271,,2/23/20 17:13,0.0031964,,2/23/20 16:53,61.97225838,,2/23/20 17:13,0.0021005,,2/23/20 17:13,0.9976396,,2/23/20 16:53,3.111599445
