Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,,,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Band 1,,,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,,,Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,,,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,,,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Temperature,,,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,,,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,,,Machines > Lathe 1 > MIB > Battery Voltage,
2/24/20 2:50,0.0463211,,2/24/20 2:50,0.016302,,2/24/20 2:50,0.0026258,,2/24/20 2:50,1.0037534,,2/24/20 3:10,0.0055562,,2/24/20 2:51,66.44661903,,2/24/20 2:50,0.005115,,2/24/20 2:51,66.44661903,,2/24/20 3:10,0.0044723,,2/24/20 3:10,0.9866658,,2/24/20 3:10,0.049457,,2/24/20 3:10,0.018061,,2/24/20 2:51,3.108669043
2/24/20 3:01,0.0474446,,2/24/20 3:01,0.0141888,,2/24/20 3:01,0.003187,,2/24/20 3:01,0.9943553,,2/24/20 3:20,0.0050719,,2/24/20 3:02,66.44661903,,2/24/20 3:01,0.0044336,,2/24/20 3:02,66.44661903,,2/24/20 3:20,0.0036726,,2/24/20 3:20,1.0139705,,2/24/20 3:20,0.0453777,,2/24/20 3:20,0.0142225,,2/24/20 3:02,3.109157562
2/24/20 3:10,0.0454213,,2/24/20 3:10,0.0175418,,2/24/20 3:10,0.0040535,,2/24/20 3:10,1.0083124,,2/24/20 3:30,0.0026939,,2/24/20 3:11,66.20001717,,2/24/20 3:10,0.0042006,,2/24/20 3:11,66.20001717,,2/24/20 3:30,0.0024744,,2/24/20 3:30,0.3943552,,2/24/20 3:30,0.0222903,,2/24/20 3:30,0.0092005,,2/24/20 3:11,3.108669043
2/24/20 3:20,0.0441681,,2/24/20 3:20,0.0204636,,2/24/20 3:20,0.0049293,,2/24/20 3:20,0.9940958,,2/24/20 3:40,0.0052858,,2/24/20 3:21,66.37617264,,2/24/20 3:20,0.0051435,,2/24/20 3:21,66.37617264,,2/24/20 3:40,0.0054067,,2/24/20 3:40,1.0010866,,2/24/20 3:40,0.0516749,,2/24/20 3:40,0.0162704,,2/24/20 3:21,3.108376026
2/24/20 3:30,0.0479298,,2/24/20 3:30,0.0150607,,2/24/20 3:30,0.0050564,,2/24/20 3:30,0.9733582,,2/24/20 3:50,0.0049465,,2/24/20 3:31,66.27046356,,2/24/20 3:30,0.0055081,,2/24/20 3:31,66.27046356,,2/24/20 3:50,0.0049807,,2/24/20 3:50,0.9946459,,2/24/20 3:50,0.0406439,,2/24/20 3:50,0.0148239,,2/24/20 3:31,3.108473778
2/24/20 3:40,0.0459491,,2/24/20 3:40,0.0206623,,2/24/20 3:40,0.0050148,,2/24/20 3:40,0.9932355,,2/24/20 4:00,0.0045027,,2/24/20 3:41,66.48184052,,2/24/20 3:40,0.0055083,,2/24/20 3:41,66.48184052,,2/24/20 4:00,0.0032052,,2/24/20 4:00,1.0052882,,2/24/20 4:00,0.0421864,,2/24/20 4:00,0.0128213,,2/24/20 3:41,3.108571291
2/24/20 3:50,0.0453058,,2/24/20 3:50,0.0155331,,2/24/20 3:50,0.0039999,,2/24/20 3:50,1.0080347,,2/24/20 4:11,0.0050458,,2/24/20 3:51,66.16475105,,2/24/20 3:50,0.0059772,,2/24/20 3:51,66.16475105,,2/24/20 4:11,0.0050853,,2/24/20 4:11,1.0196355,,2/24/20 4:11,0.0469626,,2/24/20 4:11,0.0152604,,2/24/20 3:51,3.108180761
2/24/20 4:00,0.0437661,,2/24/20 4:00,0.0158059,,2/24/20 4:00,0.004091,,2/24/20 4:00,1.0013566,,2/24/20 4:20,0.0045443,,2/24/20 4:00,65.91814919,,2/24/20 4:00,0.0050875,,2/24/20 4:00,65.91814919,,2/24/20 4:20,0.0035433,,2/24/20 4:20,1.0245027,,2/24/20 4:20,0.0454243,,2/24/20 4:20,0.0135275,,2/24/20 4:00,3.108376026
2/24/20 4:11,0.0504079,,2/24/20 4:11,0.0182785,,2/24/20 4:11,0.0049833,,2/24/20 4:11,0.9619867,,2/24/20 4:30,0.0044552,,2/24/20 4:11,66.48184052,,2/24/20 4:11,0.0053192,,2/24/20 4:11,66.48184052,,2/24/20 4:30,0.0032429,,2/24/20 4:30,1.0072336,,2/24/20 4:30,0.0449095,,2/24/20 4:30,0.0138183,,2/24/20 4:11,3.108278513
2/24/20 4:20,0.0467616,,2/24/20 4:20,0.0164178,,2/24/20 4:20,0.0036694,,2/24/20 4:20,0.9887993,,2/24/20 4:40,0.0045825,,2/24/20 4:21,66.34090652,,2/24/20 4:20,0.004668,,2/24/20 4:21,66.34090652,,2/24/20 4:40,0.0029623,,2/24/20 4:40,0.9936034,,2/24/20 4:40,0.0452013,,2/24/20 4:40,0.0145363,,2/24/20 4:21,3.109059811
2/24/20 4:30,0.0488479,,2/24/20 4:30,0.0154502,,2/24/20 4:30,0.0033009,,2/24/20 4:30,1.020897,,2/24/20 4:50,0.0055781,,2/24/20 4:31,66.12952957,,2/24/20 4:30,0.0051406,,2/24/20 4:31,66.12952957,,2/24/20 4:50,0.0043849,,2/24/20 4:50,0.9830344,,2/24/20 4:50,0.047406,,2/24/20 4:50,0.0163594,,2/24/20 4:31,3.108571291
2/24/20 4:40,0.0475265,,2/24/20 4:40,0.0173146,,2/24/20 4:40,0.0038419,,2/24/20 4:40,1.0213454,,2/24/20 5:00,0.0051068,,2/24/20 4:41,66.55233154,,2/24/20 4:40,0.0051253,,2/24/20 4:41,66.55233154,,2/24/20 5:00,0.0038177,,2/24/20 5:00,1.0267272,,2/24/20 5:00,0.0433376,,2/24/20 5:00,0.0152636,,2/24/20 4:41,3.10808301
2/24/20 4:50,0.0553756,,2/24/20 4:50,0.0179071,,2/24/20 4:50,0.0031691,,2/24/20 4:50,0.9895004,,2/24/20 5:10,0.0039747,,2/24/20 4:51,66.51706543,,2/24/20 4:50,0.0060931,,2/24/20 4:51,66.51706543,,2/24/20 5:10,0.0027404,,2/24/20 5:10,1.0198312,,2/24/20 5:10,0.0458667,,2/24/20 5:10,0.0145398,,2/24/20 4:51,3.108473778
2/24/20 5:00,0.0457573,,2/24/20 5:00,0.0147552,,2/24/20 5:00,0.0037191,,2/24/20 5:00,1.01492,,2/24/20 5:21,0.0045553,,2/24/20 5:00,66.16475105,,2/24/20 5:00,0.0053533,,2/24/20 5:00,66.16475105,,2/24/20 5:21,0.0025244,,2/24/20 5:21,0.9932462,,2/24/20 5:21,0.0511325,,2/24/20 5:21,0.0163103,,2/24/20 5:00,3.107985497
2/24/20 5:10,0.0506384,,2/24/20 5:10,0.0144305,,2/24/20 5:10,0.0057548,,2/24/20 5:10,1.0284696,,2/24/20 5:30,0.0049853,,2/24/20 5:10,66.41139755,,2/24/20 5:10,0.0049827,,2/24/20 5:10,66.41139755,,2/24/20 5:30,0.0041167,,2/24/20 5:30,1.0123578,,2/24/20 5:30,0.0468681,,2/24/20 5:30,0.016567,,2/24/20 5:10,3.107985497
2/24/20 5:21,0.04601,,2/24/20 5:21,0.0157668,,2/24/20 5:21,0.0048601,,2/24/20 5:21,0.9770341,,2/24/20 5:40,0.0046849,,2/24/20 5:21,66.51706543,,2/24/20 5:21,0.0055847,,2/24/20 5:21,66.51706543,,2/24/20 5:40,0.0049387,,2/24/20 5:40,0.9815442,,2/24/20 5:40,0.0461223,,2/24/20 5:40,0.0159951,,2/24/20 5:21,3.107692242
2/24/20 5:30,0.052734,,2/24/20 5:30,0.0169337,,2/24/20 5:30,0.003656,,2/24/20 5:30,1.0164176,,2/24/20 5:50,0.0040974,,2/24/20 5:31,66.27046356,,2/24/20 5:30,0.0049275,,2/24/20 5:31,66.27046356,,2/24/20 5:50,0.0028124,,2/24/20 5:50,0.9584926,,2/24/20 5:50,0.0459262,,2/24/20 5:50,0.0122422,,2/24/20 5:31,3.107985497
2/24/20 5:40,0.0519567,,2/24/20 5:40,0.0145254,,2/24/20 5:40,0.0038602,,2/24/20 5:40,0.99385,,2/24/20 6:00,0.0045995,,2/24/20 5:41,66.20001717,,2/24/20 5:40,0.0046821,,2/24/20 5:41,66.20001717,,2/24/20 6:00,0.0046549,,2/24/20 6:00,1.0118489,,2/24/20 6:00,0.0425403,,2/24/20 6:00,0.012624,,2/24/20 5:41,3.107692242
2/24/20 5:50,0.048975,,2/24/20 5:50,0.0176664,,2/24/20 5:50,0.0050682,,2/24/20 5:50,1.0023422,,2/24/20 6:10,0.0043505,,2/24/20 5:50,66.44661903,,2/24/20 5:50,0.0052802,,2/24/20 5:50,66.44661903,,2/24/20 6:10,0.004827,,2/24/20 6:10,1.0082224,,2/24/20 6:10,0.0494235,,2/24/20 6:10,0.0156854,,2/24/20 5:50,3.107496977
2/24/20 6:00,0.0453601,,2/24/20 6:00,0.0129549,,2/24/20 6:00,0.0039447,,2/24/20 6:00,1.0158281,,2/24/20 6:20,0.0053663,,2/24/20 6:00,66.48184052,,2/24/20 6:00,0.0045565,,2/24/20 6:00,66.48184052,,2/24/20 6:20,0.0041453,,2/24/20 6:20,1.0113936,,2/24/20 6:20,0.0459628,,2/24/20 6:20,0.0148743,,2/24/20 6:00,3.107887506
2/24/20 6:10,0.0470445,,2/24/20 6:10,0.0161983,,2/24/20 6:10,0.0041513,,2/24/20 6:10,1.0143874,,2/24/20 6:31,0.0047735,,2/24/20 6:10,66.09430466,,2/24/20 6:10,0.0057718,,2/24/20 6:10,66.09430466,,2/24/20 6:31,0.0028294,,2/24/20 6:31,1.0421902,,2/24/20 6:31,0.04756,,2/24/20 6:31,0.0184312,,2/24/20 6:10,3.107887506
2/24/20 6:20,0.0457475,,2/24/20 6:20,0.0155518,,2/24/20 6:20,0.0034836,,2/24/20 6:20,1.0016002,,2/24/20 6:40,0.0050165,,2/24/20 6:20,66.37617264,,2/24/20 6:20,0.0048213,,2/24/20 6:20,66.37617264,,2/24/20 6:40,0.005585,,2/24/20 6:40,1.0339021,,2/24/20 6:40,0.051025,,2/24/20 6:40,0.0143975,,2/24/20 6:20,3.107692242
2/24/20 6:31,0.0575138,,2/24/20 6:31,0.0161901,,2/24/20 6:31,0.0035603,,2/24/20 6:31,1.0128828,,2/24/20 6:50,0.0044056,,2/24/20 6:31,66.34090652,,2/24/20 6:31,0.0052239,,2/24/20 6:31,66.34090652,,2/24/20 6:50,0.0025075,,2/24/20 6:50,0.9857555,,2/24/20 6:50,0.0487447,,2/24/20 6:50,0.0138003,,2/24/20 6:31,3.10759449
2/24/20 6:40,0.0477389,,2/24/20 6:40,0.0166774,,2/24/20 6:40,0.003495,,2/24/20 6:40,1.0049005,,2/24/20 7:00,0.0055358,,2/24/20 6:41,66.02386169,,2/24/20 6:40,0.0054703,,2/24/20 6:41,66.02386169,,2/24/20 7:00,0.0053129,,2/24/20 7:00,1.0114941,,2/24/20 7:00,0.0416761,,2/24/20 7:00,0.0161318,,2/24/20 6:41,3.10720396
2/24/20 6:50,0.0433896,,2/24/20 6:50,0.0155691,,2/24/20 6:50,0.0040107,,2/24/20 6:50,0.9927233,,2/24/20 7:10,0.005577,,2/24/20 6:50,66.16475105,,2/24/20 6:50,0.004767,,2/24/20 6:50,66.16475105,,2/24/20 7:10,0.003859,,2/24/20 7:10,1.0100453,,2/24/20 7:10,0.0447456,,2/24/20 7:10,0.0158788,,2/24/20 6:50,3.107399225
2/24/20 7:00,0.0510327,,2/24/20 7:00,0.0173663,,2/24/20 7:00,0.0048677,,2/24/20 7:00,1.005556,,2/24/20 7:20,0.0048841,,2/24/20 7:00,66.62277451,,2/24/20 7:00,0.0055941,,2/24/20 7:00,66.62277451,,2/24/20 7:20,0.0041817,,2/24/20 7:20,1.0047254,,2/24/20 7:20,0.0445064,,2/24/20 7:20,0.0145974,,2/24/20 7:00,3.107496977
2/24/20 7:10,0.0458015,,2/24/20 7:10,0.016679,,2/24/20 7:10,0.0040879,,2/24/20 7:10,1.0088723,,2/24/20 7:30,0.005363,,2/24/20 7:10,66.05908318,,2/24/20 7:10,0.0051803,,2/24/20 7:10,66.05908318,,2/24/20 7:30,0.0043419,,2/24/20 7:30,1.0022221,,2/24/20 7:30,0.043173,,2/24/20 7:30,0.0162175,,2/24/20 7:10,3.107789993
2/24/20 7:20,0.0543893,,2/24/20 7:20,0.0165979,,2/24/20 7:20,0.0038955,,2/24/20 7:20,0.9975009,,2/24/20 7:41,0.0052324,,2/24/20 7:20,66.12952957,,2/24/20 7:20,0.0047755,,2/24/20 7:20,66.12952957,,2/24/20 7:41,0.0033408,,2/24/20 7:41,0.9968091,,2/24/20 7:41,0.0438825,,2/24/20 7:41,0.0188532,,2/24/20 7:20,3.107887506
2/24/20 7:30,0.0464504,,2/24/20 7:30,0.0137028,,2/24/20 7:30,0.0037268,,2/24/20 7:30,1.001409,,2/24/20 7:50,0.0041588,,2/24/20 7:31,66.05908318,,2/24/20 7:30,0.0050927,,2/24/20 7:31,66.05908318,,2/24/20 7:50,0.0042236,,2/24/20 7:50,1.0321059,,2/24/20 7:50,0.0465155,,2/24/20 7:50,0.0149518,,2/24/20 7:31,3.107985497
2/24/20 7:41,0.0566831,,2/24/20 7:41,0.0171309,,2/24/20 7:41,0.004602,,2/24/20 7:41,0.9892454,,2/24/20 8:00,0.0044795,,2/24/20 7:42,66.41139755,,2/24/20 7:41,0.005564,,2/24/20 7:42,66.41139755,,2/24/20 8:00,0.0032931,,2/24/20 8:00,0.9940097,,2/24/20 8:00,0.0438462,,2/24/20 8:00,0.0133315,,2/24/20 7:42,3.108180761
2/24/20 7:50,0.0490542,,2/24/20 7:50,0.0177196,,2/24/20 7:50,0.0055805,,2/24/20 7:50,0.995111,,2/24/20 8:10,0.004441,,2/24/20 7:51,66.16475105,,2/24/20 7:50,0.0053001,,2/24/20 7:51,66.16475105,,2/24/20 8:10,0.0027651,,2/24/20 8:10,1.0015052,,2/24/20 8:10,0.048152,,2/24/20 8:10,0.0151075,,2/24/20 7:51,3.107399225
2/24/20 8:00,0.0489909,,2/24/20 8:00,0.0151372,,2/24/20 8:00,0.0038177,,2/24/20 8:00,0.9936178,,2/24/20 8:20,0.0051286,,2/24/20 8:01,65.91814919,,2/24/20 8:00,0.0050753,,2/24/20 8:01,65.91814919,,2/24/20 8:20,0.0044409,,2/24/20 8:20,0.9961068,,2/24/20 8:20,0.0452381,,2/24/20 8:20,0.0151595,,2/24/20 8:01,3.107399225
2/24/20 8:10,0.0478908,,2/24/20 8:10,0.0132522,,2/24/20 8:10,0.0023199,,2/24/20 8:10,1.0051737,,2/24/20 8:30,0.0052224,,2/24/20 8:11,66.30568504,,2/24/20 8:10,0.004317,,2/24/20 8:11,66.30568504,,2/24/20 8:30,0.0028826,,2/24/20 8:30,1.0080754,,2/24/20 8:30,0.0428876,,2/24/20 8:30,0.0176505,,2/24/20 8:11,3.107301712
2/24/20 8:20,0.0475587,,2/24/20 8:20,0.0134556,,2/24/20 8:20,0.0029461,,2/24/20 8:20,0.9879048,,2/24/20 8:40,0.0051733,,2/24/20 8:21,65.8829277,,2/24/20 8:20,0.0042733,,2/24/20 8:21,65.8829277,,2/24/20 8:40,0.0066524,,2/24/20 8:40,0.9988574,,2/24/20 8:40,0.0532485,,2/24/20 8:40,0.0158526,,2/24/20 8:21,3.107106209
2/24/20 8:30,0.0525289,,2/24/20 8:30,0.0184551,,2/24/20 8:30,0.0026373,,2/24/20 8:30,0.9987095,,2/24/20 8:51,0.0041409,,2/24/20 8:31,66.02386169,,2/24/20 8:30,0.0047663,,2/24/20 8:31,66.02386169,,2/24/20 8:51,0.003255,,2/24/20 8:51,1.0187498,,2/24/20 8:51,0.0434633,,2/24/20 8:51,0.0120168,,2/24/20 8:31,3.10720396
2/24/20 8:40,0.0470541,,2/24/20 8:40,0.0152163,,2/24/20 8:40,0.0037252,,2/24/20 8:40,0.9908387,,2/24/20 9:00,0.0049758,,2/24/20 8:41,65.6362812,,2/24/20 8:40,0.0049655,,2/24/20 8:41,65.6362812,,2/24/20 9:00,0.0042087,,2/24/20 9:00,1.0193712,,2/24/20 9:00,0.0470632,,2/24/20 9:00,0.0193201,,2/24/20 8:41,3.107301712
2/24/20 8:51,0.0544924,,2/24/20 8:51,0.0133036,,2/24/20 8:51,0.0025346,,2/24/20 8:51,1.0135088,,2/24/20 9:10,0.0045254,,2/24/20 8:51,65.91814919,,2/24/20 8:51,0.0044436,,2/24/20 8:51,65.91814919,,2/24/20 9:10,0.0030945,,2/24/20 9:10,0.9946923,,2/24/20 9:10,0.0448136,,2/24/20 9:10,0.014145,,2/24/20 8:51,3.106813192
2/24/20 9:00,0.0497396,,2/24/20 9:00,0.0142853,,2/24/20 9:00,0.0033307,,2/24/20 9:00,1.016734,,2/24/20 9:20,0.0050983,,2/24/20 9:01,65.95337067,,2/24/20 9:00,0.0051098,,2/24/20 9:01,65.95337067,,2/24/20 9:20,0.001962,,2/24/20 9:20,0.995216,,2/24/20 9:20,0.0413795,,2/24/20 9:20,0.0166987,,2/24/20 9:01,3.106813192
2/24/20 9:10,0.0487015,,2/24/20 9:10,0.0194221,,2/24/20 9:10,0.0036265,,2/24/20 9:10,1.008037,,2/24/20 9:30,0.0040369,,2/24/20 9:11,66.23523865,,2/24/20 9:10,0.0054487,,2/24/20 9:11,66.23523865,,2/24/20 9:30,0.0034153,,2/24/20 9:30,0.9898617,,2/24/20 9:30,0.0489537,,2/24/20 9:30,0.0120898,,2/24/20 9:11,3.10720396
2/24/20 9:20,0.0528891,,2/24/20 9:20,0.0150817,,2/24/20 9:20,0.0052858,,2/24/20 9:20,1.0126234,,2/24/20 9:40,0.0048298,,2/24/20 9:21,65.7067688,,2/24/20 9:20,0.0052977,,2/24/20 9:21,65.7067688,,2/24/20 9:40,0.0029556,,2/24/20 9:40,1.0414294,,2/24/20 9:40,0.0461297,,2/24/20 9:40,0.0159037,,2/24/20 9:21,3.106813192
2/24/20 9:30,0.0473885,,2/24/20 9:30,0.0161394,,2/24/20 9:30,0.0043429,,2/24/20 9:30,0.9813359,,2/24/20 9:50,0.0049398,,2/24/20 9:31,66.16475105,,2/24/20 9:30,0.0050895,,2/24/20 9:31,66.16475105,,2/24/20 9:50,0.0034193,,2/24/20 9:50,0.9613433,,2/24/20 9:50,0.0457589,,2/24/20 9:50,0.0167106,,2/24/20 9:31,3.106910706
2/24/20 9:40,0.0547425,,2/24/20 9:40,0.0176843,,2/24/20 9:40,0.0047965,,2/24/20 9:40,1.0071926,,2/24/20 10:01,0.0054286,,2/24/20 9:41,65.91814919,,2/24/20 9:40,0.0052219,,2/24/20 9:41,65.91814919,,2/24/20 10:01,0.0071364,,2/24/20 10:01,0.9844832,,2/24/20 10:01,0.0446082,,2/24/20 10:01,0.0174767,,2/24/20 9:41,3.107106209
2/24/20 9:50,0.0494981,,2/24/20 9:50,0.0162646,,2/24/20 9:50,0.0021696,,2/24/20 9:50,0.9752291,,2/24/20 10:11,0.0036232,,2/24/20 9:50,66.05908318,,2/24/20 9:50,0.004101,,2/24/20 9:50,66.05908318,,2/24/20 10:11,0.0021381,,2/24/20 10:11,1.0078626,,2/24/20 10:11,0.0406562,,2/24/20 10:11,0.011941,,2/24/20 9:50,3.107399225
2/24/20 10:01,0.045391,,2/24/20 10:01,0.0157068,,2/24/20 10:01,0.0032819,,2/24/20 10:01,0.9744075,,2/24/20 10:20,0.0044473,,2/24/20 10:01,66.02386169,,2/24/20 10:01,0.0050808,,2/24/20 10:01,66.02386169,,2/24/20 10:20,0.0032976,,2/24/20 10:20,0.9990872,,2/24/20 10:20,0.0407963,,2/24/20 10:20,0.0167657,,2/24/20 10:01,3.106617689
2/24/20 10:10,0.0445229,,2/24/20 10:10,0.0146558,,2/24/20 10:10,0.0033319,,2/24/20 10:10,0.9916581,,2/24/20 10:30,0.0047957,,2/24/20 10:11,66.09430466,,2/24/20 10:10,0.0047634,,2/24/20 10:11,66.09430466,,2/24/20 10:30,0.0029677,,2/24/20 10:30,1.018757,,2/24/20 10:30,0.0485707,,2/24/20 10:30,0.0141388,,2/24/20 10:11,3.106715441
2/24/20 10:20,0.0495685,,2/24/20 10:20,0.0178375,,2/24/20 10:20,0.0017735,,2/24/20 10:20,0.982845,,2/24/20 10:40,0.0040357,,2/24/20 10:21,66.20001717,,2/24/20 10:20,0.0049803,,2/24/20 10:21,66.20001717,,2/24/20 10:40,0.0026203,,2/24/20 10:40,1.0150274,,2/24/20 10:40,0.04502,,2/24/20 10:40,0.0132265,,2/24/20 10:21,3.106520176
2/24/20 10:30,0.0565318,,2/24/20 10:30,0.0138907,,2/24/20 10:30,0.0044051,,2/24/20 10:30,0.9949767,,2/24/20 10:50,0.0044343,,2/24/20 10:31,66.16475105,,2/24/20 10:30,0.0048385,,2/24/20 10:31,66.16475105,,2/24/20 10:50,0.0039134,,2/24/20 10:50,1.0155415,,2/24/20 10:50,0.0509299,,2/24/20 10:50,0.0133909,,2/24/20 10:31,3.106715441
2/24/20 10:40,0.04919,,2/24/20 10:40,0.0163666,,2/24/20 10:40,0.0029629,,2/24/20 10:40,0.9978537,,2/24/20 11:00,0.0040577,,2/24/20 10:40,65.95337067,,2/24/20 10:40,0.0051608,,2/24/20 10:40,65.95337067,,2/24/20 11:00,0.0044588,,2/24/20 11:00,1.0102313,,2/24/20 11:00,0.0420742,,2/24/20 11:00,0.0137566,,2/24/20 10:40,3.106520176
2/24/20 10:50,0.0495973,,2/24/20 10:50,0.01881,,2/24/20 10:50,0.0026548,,2/24/20 10:50,1.0020008,,2/24/20 11:10,0.0048899,,2/24/20 10:50,65.91814919,,2/24/20 10:50,0.0051214,,2/24/20 10:50,65.91814919,,2/24/20 11:10,0.0050506,,2/24/20 11:10,1.0013606,,2/24/20 11:10,0.0499114,,2/24/20 11:10,0.017799,,2/24/20 10:50,3.106617689
2/24/20 11:00,0.0472514,,2/24/20 11:00,0.0157657,,2/24/20 11:00,0.0035463,,2/24/20 11:00,0.9697551,,2/24/20 11:21,0.0047474,,2/24/20 11:00,66.20001717,,2/24/20 11:00,0.0048892,,2/24/20 11:00,66.20001717,,2/24/20 11:21,0.0031897,,2/24/20 11:21,1.0115235,,2/24/20 11:21,0.0548191,,2/24/20 11:21,0.0149665,,2/24/20 11:00,3.106813192
2/24/20 11:10,0.0417272,,2/24/20 11:10,0.0143758,,2/24/20 11:10,0.001614,,2/24/20 11:10,1.0252057,,2/24/20 11:30,0.005351,,2/24/20 11:10,65.91814919,,2/24/20 11:10,0.0043416,,2/24/20 11:10,65.91814919,,2/24/20 11:30,0.0037261,,2/24/20 11:30,0.9822635,,2/24/20 11:30,0.0427632,,2/24/20 11:30,0.0180595,,2/24/20 11:10,3.106617689
2/24/20 11:21,0.0482025,,2/24/20 11:21,0.0200866,,2/24/20 11:21,0.0057971,,2/24/20 11:21,0.9736996,,2/24/20 11:40,0.0052167,,2/24/20 11:21,66.09430466,,2/24/20 11:21,0.0056224,,2/24/20 11:21,66.09430466,,2/24/20 11:40,0.0025527,,2/24/20 11:40,0.9880435,,2/24/20 11:40,0.0437953,,2/24/20 11:40,0.0178824,,2/24/20 11:21,3.106520176
2/24/20 11:30,0.0458549,,2/24/20 11:30,0.0145664,,2/24/20 11:30,0.0033297,,2/24/20 11:30,1.0158145,,2/24/20 11:50,0.0045024,,2/24/20 11:31,65.77721519,,2/24/20 11:30,0.0047626,,2/24/20 11:31,65.77721519,,2/24/20 11:50,0.0020036,,2/24/20 11:50,0.9904735,,2/24/20 11:50,0.0445997,,2/24/20 11:50,0.0129445,,2/24/20 11:31,3.106324911
2/24/20 11:40,0.0526666,,2/24/20 11:40,0.0161804,,2/24/20 11:40,0.0035767,,2/24/20 11:40,1.0054035,,2/24/20 12:00,0.0053385,,2/24/20 11:40,66.02386169,,2/24/20 11:40,0.0049886,,2/24/20 11:40,66.02386169,,2/24/20 12:00,0.0051441,,2/24/20 12:00,1.0190164,,2/24/20 12:00,0.0456574,,2/24/20 12:00,0.0138432,,2/24/20 11:40,3.106031895
2/24/20 11:50,0.0516951,,2/24/20 11:50,0.0171802,,2/24/20 11:50,0.0037872,,2/24/20 11:50,0.9880414,,2/24/20 12:10,0.0040502,,2/24/20 11:50,65.7067688,,2/24/20 11:50,0.0050406,,2/24/20 11:50,65.7067688,,2/24/20 12:10,0.0028547,,2/24/20 12:10,0.9832692,,2/24/20 12:10,0.0404615,,2/24/20 12:10,0.0153627,,2/24/20 11:50,3.106031895
2/24/20 12:00,0.0469045,,2/24/20 12:00,0.0208925,,2/24/20 12:00,0.0037771,,2/24/20 12:00,1.0339186,,2/24/20 12:20,0.0056438,,2/24/20 12:00,65.53061333,,2/24/20 12:00,0.0062632,,2/24/20 12:00,65.53061333,,2/24/20 12:20,0.00521,,2/24/20 12:20,0.9990604,,2/24/20 12:20,0.0433428,,2/24/20 12:20,0.015899,,2/24/20 12:00,3.106324911
2/24/20 12:10,0.044995,,2/24/20 12:10,0.0169473,,2/24/20 12:10,0.0036994,,2/24/20 12:10,1.0072927,,2/24/20 12:31,0.0048388,,2/24/20 12:10,66.05908318,,2/24/20 12:10,0.005997,,2/24/20 12:10,66.05908318,,2/24/20 12:31,0.0032794,,2/24/20 12:31,0.9885061,,2/24/20 12:31,0.0491364,,2/24/20 12:31,0.0178296,,2/24/20 12:10,3.105836391
2/24/20 12:20,0.0482128,,2/24/20 12:20,0.0144938,,2/24/20 12:20,0.0035878,,2/24/20 12:20,0.9953886,,2/24/20 12:40,0.004266,,2/24/20 12:20,66.09430466,,2/24/20 12:20,0.0047323,,2/24/20 12:20,66.09430466,,2/24/20 12:40,0.0017548,,2/24/20 12:40,0.9704173,,2/24/20 12:40,0.0517534,,2/24/20 12:40,0.0174245,,2/24/20 12:20,3.106129408
2/24/20 12:31,0.046852,,2/24/20 12:31,0.0182481,,2/24/20 12:31,0.0060044,,2/24/20 12:31,1.0233689,,2/24/20 12:50,0.0038472,,2/24/20 12:32,66.37617264,,2/24/20 12:31,0.0059661,,2/24/20 12:32,66.37617264,,2/24/20 12:50,0.0027102,,2/24/20 12:50,1.0261031,,2/24/20 12:50,0.0455607,,2/24/20 12:50,0.0133937,,2/24/20 12:32,3.105933905
2/24/20 12:40,0.0513639,,2/24/20 12:40,0.01494,,2/24/20 12:40,0.0035097,,2/24/20 12:40,1.0068602,,2/24/20 13:00,0.0040196,,2/24/20 12:41,66.12952957,,2/24/20 12:40,0.0046669,,2/24/20 12:41,66.12952957,,2/24/20 13:00,0.0045638,,2/24/20 13:00,1.0002251,,2/24/20 13:00,0.0506374,,2/24/20 13:00,0.0138569,,2/24/20 12:41,3.105640888
2/24/20 12:50,0.0567235,,2/24/20 12:50,0.014749,,2/24/20 12:50,0.0029391,,2/24/20 12:50,0.9737793,,2/24/20 13:10,0.0049941,,2/24/20 12:51,65.95337067,,2/24/20 12:50,0.0046177,,2/24/20 12:51,65.95337067,,2/24/20 13:10,0.002706,,2/24/20 13:10,0.9734517,,2/24/20 13:10,0.0454097,,2/24/20 13:10,0.0149786,,2/24/20 12:51,3.106520176
2/24/20 13:00,0.0480421,,2/24/20 13:00,0.0186137,,2/24/20 13:00,0.0033672,,2/24/20 13:00,0.9832638,,2/24/20 13:20,0.0043853,,2/24/20 13:01,65.91814919,,2/24/20 13:00,0.0044764,,2/24/20 13:01,65.91814919,,2/24/20 13:20,0.0027206,,2/24/20 13:20,1.0095633,,2/24/20 13:20,0.0480928,,2/24/20 13:20,0.0188893,,2/24/20 13:01,3.105836391
