Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,,,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,,,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,,,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,,,Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,,,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Band 1,,,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,,,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Temperature,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,,,Machines > Lathe 1 > MIB > Battery Voltage,
2/16/20 7:48,0.0046117,,2/16/20 7:38,66.02386169,,2/16/20 7:48,0.0018759,,2/16/20 7:48,1.0107968,,2/16/20 7:38,0.0461756,,2/16/20 7:38,0.0142,,2/16/20 7:38,0.0048137,,2/16/20 7:38,0.9927256,,2/16/20 7:38,0.0041556,,2/16/20 7:38,66.02386169,,2/16/20 7:48,0.0437739,,2/16/20 7:48,0.0151302,,2/16/20 7:38,3.196483374
2/16/20 7:59,0.0047133,,2/16/20 7:48,65.95337067,,2/16/20 7:59,0.0034585,,2/16/20 7:59,1.0130553,,2/16/20 7:48,0.0470742,,2/16/20 7:48,0.0165354,,2/16/20 7:48,0.0040035,,2/16/20 7:48,1.0049051,,2/16/20 7:48,0.0052175,,2/16/20 7:48,65.95337067,,2/16/20 7:59,0.0447693,,2/16/20 7:59,0.0156345,,2/16/20 7:48,3.19687438
2/16/20 8:09,0.004282,,2/16/20 7:59,65.67154732,,2/16/20 8:09,0.0039446,,2/16/20 8:09,0.9894409,,2/16/20 7:59,0.0417431,,2/16/20 7:59,0.0201497,,2/16/20 7:59,0.0037645,,2/16/20 7:59,0.9984455,,2/16/20 7:59,0.0061901,,2/16/20 7:59,65.67154732,,2/16/20 8:09,0.0413663,,2/16/20 8:09,0.0162615,,2/16/20 7:59,3.197167397
2/16/20 8:19,0.0047862,,2/16/20 8:09,65.67154732,,2/16/20 8:19,0.0042056,,2/16/20 8:19,1.0029097,,2/16/20 8:09,0.0508703,,2/16/20 8:09,0.0175429,,2/16/20 8:09,0.0053372,,2/16/20 8:09,0.9859701,,2/16/20 8:09,0.005593,,2/16/20 8:09,65.67154732,,2/16/20 8:19,0.0368224,,2/16/20 8:19,0.0124568,,2/16/20 8:09,3.19677639
2/16/20 8:28,0.0046464,,2/16/20 8:19,65.67154732,,2/16/20 8:28,0.0043601,,2/16/20 8:28,1.0003134,,2/16/20 8:19,0.0427193,,2/16/20 8:19,0.0157733,,2/16/20 8:19,0.0048453,,2/16/20 8:19,1.0202938,,2/16/20 8:19,0.0052951,,2/16/20 8:19,65.67154732,,2/16/20 8:28,0.0519522,,2/16/20 8:28,0.013163,,2/16/20 8:19,3.196190596
2/16/20 8:38,0.0046828,,2/16/20 8:29,65.60105972,,2/16/20 8:38,0.0042498,,2/16/20 8:38,1.0416838,,2/16/20 8:28,0.0413881,,2/16/20 8:28,0.0146973,,2/16/20 8:28,0.0034243,,2/16/20 8:28,1.0094596,,2/16/20 8:28,0.0045307,,2/16/20 8:29,65.60105972,,2/16/20 8:38,0.051672,,2/16/20 8:38,0.0147926,,2/16/20 8:29,3.195604324
2/16/20 8:48,0.0041144,,2/16/20 8:38,65.8829277,,2/16/20 8:48,0.0036347,,2/16/20 8:48,0.9833575,,2/16/20 8:38,0.0457477,,2/16/20 8:38,0.0155406,,2/16/20 8:38,0.005107,,2/16/20 8:38,0.9963127,,2/16/20 8:38,0.0054898,,2/16/20 8:38,65.8829277,,2/16/20 8:48,0.0451934,,2/16/20 8:48,0.0158781,,2/16/20 8:38,3.195897579
2/16/20 8:58,0.00418,,2/16/20 8:48,65.35445786,,2/16/20 8:58,0.0034123,,2/16/20 8:58,1.0254376,,2/16/20 8:48,0.0470981,,2/16/20 8:48,0.0138661,,2/16/20 8:48,0.0046879,,2/16/20 8:48,0.9815544,,2/16/20 8:48,0.0050883,,2/16/20 8:48,65.35445786,,2/16/20 8:58,0.0434592,,2/16/20 8:58,0.0183095,,2/16/20 8:48,3.195702076
2/16/20 9:09,0.004674,,2/16/20 8:58,65.53061333,,2/16/20 9:09,0.0043102,,2/16/20 9:09,1.0004307,,2/16/20 8:58,0.0466053,,2/16/20 8:58,0.0113671,,2/16/20 8:58,0.0038101,,2/16/20 8:58,0.9585157,,2/16/20 8:58,0.004465,,2/16/20 8:58,65.53061333,,2/16/20 9:09,0.050735,,2/16/20 9:09,0.0144565,,2/16/20 8:58,3.19540906
2/16/20 9:19,0.0042522,,2/16/20 9:10,65.7067688,,2/16/20 9:19,0.0027516,,2/16/20 9:19,0.9918244,,2/16/20 9:09,0.0469481,,2/16/20 9:09,0.0147952,,2/16/20 9:09,0.0042976,,2/16/20 9:09,1.0056357,,2/16/20 9:09,0.0049472,,2/16/20 9:10,65.7067688,,2/16/20 9:19,0.0442231,,2/16/20 9:19,0.0129382,,2/16/20 9:10,3.195604324
2/16/20 9:29,0.0057967,,2/16/20 9:20,65.42490082,,2/16/20 9:29,0.0030128,,2/16/20 9:29,0.9856945,,2/16/20 9:19,0.0447286,,2/16/20 9:19,0.0247728,,2/16/20 9:19,0.0042379,,2/16/20 9:19,0.9914532,,2/16/20 9:19,0.0067484,,2/16/20 9:20,65.42490082,,2/16/20 9:29,0.0461494,,2/16/20 9:29,0.0138289,,2/16/20 9:20,3.194920778
2/16/20 9:38,0.004698,,2/16/20 9:30,65.67154732,,2/16/20 9:38,0.0036425,,2/16/20 9:38,1.0349543,,2/16/20 9:29,0.0464176,,2/16/20 9:29,0.0145699,,2/16/20 9:29,0.0026536,,2/16/20 9:29,0.9870126,,2/16/20 9:29,0.0053393,,2/16/20 9:30,65.67154732,,2/16/20 9:38,0.0408159,,2/16/20 9:38,0.0148293,,2/16/20 9:30,3.194236994
2/16/20 9:48,0.00469,,2/16/20 9:39,65.91814919,,2/16/20 9:48,0.004147,,2/16/20 9:48,0.9877109,,2/16/20 9:38,0.0503542,,2/16/20 9:38,0.0147305,,2/16/20 9:38,0.0021066,,2/16/20 9:38,1.0276821,,2/16/20 9:38,0.0051062,,2/16/20 9:39,65.91814919,,2/16/20 9:48,0.0580819,,2/16/20 9:48,0.0159426,,2/16/20 9:39,3.194725275
2/16/20 9:58,0.0041272,,2/16/20 9:49,65.53061333,,2/16/20 9:58,0.0022588,,2/16/20 9:58,0.9970612,,2/16/20 9:48,0.0465132,,2/16/20 9:48,0.0133732,,2/16/20 9:48,0.003455,,2/16/20 9:48,0.9872151,,2/16/20 9:48,0.0048407,,2/16/20 9:49,65.53061333,,2/16/20 9:58,0.0496479,,2/16/20 9:58,0.0131388,,2/16/20 9:49,3.194627523
2/16/20 10:08,0.0052551,,2/16/20 9:59,65.31923294,,2/16/20 10:08,0.0032701,,2/16/20 10:08,0.9916679,,2/16/20 9:58,0.0516153,,2/16/20 9:58,0.0182796,,2/16/20 9:58,0.0062789,,2/16/20 9:58,0.9926391,,2/16/20 9:58,0.0053105,,2/16/20 9:59,65.31923294,,2/16/20 10:08,0.0468202,,2/16/20 10:08,0.0147103,,2/16/20 9:59,3.194822788
2/16/20 10:19,0.0044241,,2/16/20 10:09,65.77721519,,2/16/20 10:19,0.0045472,,2/16/20 10:19,1.0049995,,2/16/20 10:08,0.0580355,,2/16/20 10:08,0.0153145,,2/16/20 10:08,0.0027963,,2/16/20 10:08,1.0080711,,2/16/20 10:08,0.005557,,2/16/20 10:09,65.77721519,,2/16/20 10:19,0.0456557,,2/16/20 10:19,0.0144924,,2/16/20 10:09,3.194627523
2/16/20 10:29,0.003825,,2/16/20 10:20,65.74199371,,2/16/20 10:29,0.0032719,,2/16/20 10:29,0.993574,,2/16/20 10:19,0.0523581,,2/16/20 10:19,0.0149181,,2/16/20 10:19,0.0053322,,2/16/20 10:19,0.9733081,,2/16/20 10:19,0.0052539,,2/16/20 10:20,65.74199371,,2/16/20 10:29,0.0470346,,2/16/20 10:29,0.0141974,,2/16/20 10:20,3.194334507
2/16/20 10:39,0.0053786,,2/16/20 10:30,65.6362812,,2/16/20 10:39,0.0041855,,2/16/20 10:39,0.9981941,,2/16/20 10:29,0.0480573,,2/16/20 10:29,0.0135699,,2/16/20 10:29,0.0025981,,2/16/20 10:29,0.9942301,,2/16/20 10:29,0.0042166,,2/16/20 10:30,65.6362812,,2/16/20 10:39,0.0483339,,2/16/20 10:39,0.015041,,2/16/20 10:30,3.193943977
2/16/20 10:49,0.0051439,,2/16/20 10:39,65.38967934,,2/16/20 10:49,0.0041351,,2/16/20 10:49,0.9787179,,2/16/20 10:39,0.059499,,2/16/20 10:39,0.0167417,,2/16/20 10:39,0.0066047,,2/16/20 10:39,1.02534,,2/16/20 10:39,0.005873,,2/16/20 10:39,65.38967934,,2/16/20 10:49,0.045831,,2/16/20 10:49,0.016302,,2/16/20 10:39,3.194041491
2/16/20 10:58,0.0049698,,2/16/20 10:49,65.56583481,,2/16/20 10:58,0.0041612,,2/16/20 10:58,1.0086237,,2/16/20 10:49,0.0488658,,2/16/20 10:49,0.0151913,,2/16/20 10:49,0.0041015,,2/16/20 10:49,1.0155186,,2/16/20 10:49,0.0052426,,2/16/20 10:49,65.56583481,,2/16/20 10:58,0.0453323,,2/16/20 10:58,0.0160635,,2/16/20 10:49,3.193650723
2/16/20 11:08,0.0040735,,2/16/20 10:59,65.60105972,,2/16/20 11:08,0.0019778,,2/16/20 11:08,0.997668,,2/16/20 10:58,0.046345,,2/16/20 10:58,0.016688,,2/16/20 10:58,0.0030266,,2/16/20 10:58,0.9993263,,2/16/20 10:58,0.0048682,,2/16/20 10:59,65.60105972,,2/16/20 11:08,0.0506982,,2/16/20 11:08,0.0180977,,2/16/20 10:59,3.194041491
2/16/20 11:18,0.0041132,,2/16/20 11:09,65.60105972,,2/16/20 11:18,0.0031252,,2/16/20 11:18,1.007241,,2/16/20 11:08,0.0473718,,2/16/20 11:08,0.0166981,,2/16/20 11:08,0.0040274,,2/16/20 11:08,0.9857994,,2/16/20 11:08,0.0051447,,2/16/20 11:09,65.60105972,,2/16/20 11:18,0.0502411,,2/16/20 11:18,0.0116359,,2/16/20 11:09,3.192967176
2/16/20 11:29,0.005253,,2/16/20 11:19,65.31923294,,2/16/20 11:29,0.0048746,,2/16/20 11:29,1.0271969,,2/16/20 11:18,0.0485574,,2/16/20 11:18,0.0166222,,2/16/20 11:18,0.0017389,,2/16/20 11:18,1.007798,,2/16/20 11:18,0.0051158,,2/16/20 11:19,65.31923294,,2/16/20 11:29,0.0447528,,2/16/20 11:29,0.0201285,,2/16/20 11:19,3.193162441
2/16/20 11:39,0.0044185,,2/16/20 11:29,65.42490082,,2/16/20 11:39,0.0029218,,2/16/20 11:39,1.0144453,,2/16/20 11:29,0.0551504,,2/16/20 11:29,0.0149636,,2/16/20 11:29,0.0033055,,2/16/20 11:29,1.0086606,,2/16/20 11:29,0.0045777,,2/16/20 11:29,65.42490082,,2/16/20 11:39,0.0420957,,2/16/20 11:39,0.0126827,,2/16/20 11:29,3.19306469
2/16/20 11:49,0.0037674,,2/16/20 11:39,65.8829277,,2/16/20 11:49,0.002982,,2/16/20 11:49,1.0148001,,2/16/20 11:39,0.0432257,,2/16/20 11:39,0.0132151,,2/16/20 11:39,0.0029646,,2/16/20 11:39,1.0085059,,2/16/20 11:39,0.004457,,2/16/20 11:39,65.8829277,,2/16/20 11:49,0.0423627,,2/16/20 11:49,0.0121789,,2/16/20 11:39,3.192869186
2/16/20 11:59,0.0047489,,2/16/20 11:49,65.46012573,,2/16/20 11:59,0.003459,,2/16/20 11:59,1.0122942,,2/16/20 11:49,0.0472683,,2/16/20 11:49,0.0128343,,2/16/20 11:49,0.0030732,,2/16/20 11:49,0.9951246,,2/16/20 11:49,0.0041745,,2/16/20 11:49,65.46012573,,2/16/20 11:59,0.0498556,,2/16/20 11:59,0.012846,,2/16/20 11:49,3.193260193
2/16/20 12:08,0.0043123,,2/16/20 11:59,65.31923294,,2/16/20 12:08,0.0039541,,2/16/20 12:08,1.0029905,,2/16/20 11:59,0.0452437,,2/16/20 11:59,0.0203561,,2/16/20 11:59,0.0055266,,2/16/20 11:59,1.0310553,,2/16/20 11:59,0.0062715,,2/16/20 11:59,65.31923294,,2/16/20 12:08,0.0482729,,2/16/20 12:08,0.0142048,,2/16/20 11:59,3.19257617
2/16/20 12:18,0.003976,,2/16/20 12:09,65.42490082,,2/16/20 12:18,0.0033279,,2/16/20 12:18,0.9976338,,2/16/20 12:08,0.0537331,,2/16/20 12:08,0.0179451,,2/16/20 12:08,0.0041843,,2/16/20 12:08,1.0076478,,2/16/20 12:08,0.0055069,,2/16/20 12:09,65.42490082,,2/16/20 12:18,0.0505334,,2/16/20 12:18,0.0122,,2/16/20 12:09,3.192673922
2/16/20 12:28,0.0050192,,2/16/20 12:19,65.10781136,,2/16/20 12:28,0.0043923,,2/16/20 12:28,0.9924557,,2/16/20 12:18,0.0452588,,2/16/20 12:18,0.0184376,,2/16/20 12:18,0.003874,,2/16/20 12:18,0.9874632,,2/16/20 12:18,0.0052629,,2/16/20 12:19,65.10781136,,2/16/20 12:28,0.0477391,,2/16/20 12:28,0.0158001,,2/16/20 12:19,3.192478657
2/16/20 12:39,0.0044677,,2/16/20 12:28,65.42490082,,2/16/20 12:39,0.002377,,2/16/20 12:39,0.9965889,,2/16/20 12:28,0.0456808,,2/16/20 12:28,0.0163497,,2/16/20 12:28,0.003266,,2/16/20 12:28,1.0057654,,2/16/20 12:28,0.005192,,2/16/20 12:28,65.42490082,,2/16/20 12:39,0.0500723,,2/16/20 12:39,0.0126315,,2/16/20 12:28,3.192478657
2/16/20 12:49,0.0056401,,2/16/20 12:39,65.67154732,,2/16/20 12:49,0.0030831,,2/16/20 12:49,1.0117682,,2/16/20 12:39,0.0473706,,2/16/20 12:39,0.0157404,,2/16/20 12:39,0.0043875,,2/16/20 12:39,1.009587,,2/16/20 12:39,0.0053573,,2/16/20 12:39,65.67154732,,2/16/20 12:49,0.0473765,,2/16/20 12:49,0.015238,,2/16/20 12:39,3.191794872
2/16/20 12:59,0.0047035,,2/16/20 12:49,65.53061333,,2/16/20 12:59,0.0041348,,2/16/20 12:59,1.0030908,,2/16/20 12:49,0.0565352,,2/16/20 12:49,0.016402,,2/16/20 12:49,0.0061163,,2/16/20 12:49,1.0047116,,2/16/20 12:49,0.0053701,,2/16/20 12:49,65.53061333,,2/16/20 12:59,0.0415232,,2/16/20 12:59,0.0141801,,2/16/20 12:49,3.191892385
2/16/20 13:09,0.0039941,,2/16/20 12:59,65.46012573,,2/16/20 13:09,0.0015585,,2/16/20 13:09,1.0129965,,2/16/20 12:59,0.0498829,,2/16/20 12:59,0.0151511,,2/16/20 12:59,0.0016486,,2/16/20 12:59,0.9982156,,2/16/20 12:59,0.0044265,,2/16/20 12:59,65.46012573,,2/16/20 13:09,0.0420913,,2/16/20 13:09,0.0122082,,2/16/20 12:59,3.192087889
2/16/20 13:18,0.0051674,,2/16/20 13:09,65.77721519,,2/16/20 13:18,0.0032389,,2/16/20 13:18,0.9929697,,2/16/20 13:09,0.0482501,,2/16/20 13:09,0.0143726,,2/16/20 13:09,0.0026424,,2/16/20 13:09,1.0084945,,2/16/20 13:09,0.0044574,,2/16/20 13:09,65.77721519,,2/16/20 13:18,0.0445528,,2/16/20 13:18,0.0166324,,2/16/20 13:09,3.191501856
2/16/20 13:28,0.004834,,2/16/20 13:19,65.81243668,,2/16/20 13:28,0.0036017,,2/16/20 13:28,0.9949272,,2/16/20 13:18,0.0503126,,2/16/20 13:18,0.01433,,2/16/20 13:18,0.0054725,,2/16/20 13:18,0.9905952,,2/16/20 13:18,0.0053672,,2/16/20 13:19,65.81243668,,2/16/20 13:28,0.043446,,2/16/20 13:28,0.0155902,,2/16/20 13:19,3.191404104
2/16/20 13:38,0.0038719,,2/16/20 13:28,65.6362812,,2/16/20 13:38,0.0038742,,2/16/20 13:38,1.016151,,2/16/20 13:28,0.0476584,,2/16/20 13:28,0.01327,,2/16/20 13:28,0.0047086,,2/16/20 13:28,1.0210905,,2/16/20 13:28,0.0049682,,2/16/20 13:28,65.6362812,,2/16/20 13:38,0.0396204,,2/16/20 13:38,0.0128986,,2/16/20 13:28,3.190915585
2/16/20 13:49,0.0046375,,2/16/20 13:38,65.7067688,,2/16/20 13:49,0.0041587,,2/16/20 13:49,0.9837612,,2/16/20 13:38,0.0543204,,2/16/20 13:38,0.0154287,,2/16/20 13:38,0.0042577,,2/16/20 13:38,0.9953886,,2/16/20 13:38,0.0045232,,2/16/20 13:38,65.7067688,,2/16/20 13:49,0.0542096,,2/16/20 13:49,0.0142991,,2/16/20 13:38,3.190818071
2/16/20 13:59,0.0044829,,2/16/20 13:49,65.28396683,,2/16/20 13:59,0.0033829,,2/16/20 13:59,1.01585,,2/16/20 13:49,0.0498949,,2/16/20 13:49,0.0187249,,2/16/20 13:49,0.0039118,,2/16/20 13:49,1.0331607,,2/16/20 13:49,0.0047298,,2/16/20 13:49,65.28396683,,2/16/20 13:59,0.0488128,,2/16/20 13:59,0.0125222,,2/16/20 13:49,3.191013575
2/16/20 14:09,0.0054268,,2/16/20 13:59,66.02386169,,2/16/20 14:09,0.0026899,,2/16/20 14:09,1.022161,,2/16/20 13:59,0.0580652,,2/16/20 13:59,0.0144678,,2/16/20 13:59,0.0056978,,2/16/20 13:59,1.0136021,,2/16/20 13:59,0.0049357,,2/16/20 13:59,66.02386169,,2/16/20 14:09,0.0441108,,2/16/20 14:09,0.0147044,,2/16/20 13:59,3.191013575
2/16/20 14:19,0.0046664,,2/16/20 14:09,65.77721519,,2/16/20 14:19,0.0037903,,2/16/20 14:19,1.0133709,,2/16/20 14:09,0.0470804,,2/16/20 14:09,0.0190794,,2/16/20 14:09,0.0063135,,2/16/20 14:09,1.015753,,2/16/20 14:09,0.0054211,,2/16/20 14:09,65.77721519,,2/16/20 14:19,0.0437467,,2/16/20 14:19,0.0146697,,2/16/20 14:09,3.19072032
2/16/20 14:29,0.0050778,,2/16/20 14:19,65.6362812,,2/16/20 14:29,0.0034607,,2/16/20 14:29,1.0122845,,2/16/20 14:19,0.0438612,,2/16/20 14:19,0.0166438,,2/16/20 14:19,0.0023025,,2/16/20 14:19,1.034886,,2/16/20 14:19,0.004699,,2/16/20 14:19,65.6362812,,2/16/20 14:29,0.045336,,2/16/20 14:29,0.0147481,,2/16/20 14:19,3.19072032
2/16/20 14:38,0.0054252,,2/16/20 14:29,65.81243668,,2/16/20 14:38,0.0038057,,2/16/20 14:38,0.9890323,,2/16/20 14:28,0.0457084,,2/16/20 14:28,0.0136853,,2/16/20 14:28,0.0030363,,2/16/20 14:28,0.998796,,2/16/20 14:28,0.0048037,,2/16/20 14:29,65.81243668,,2/16/20 14:38,0.04089,,2/16/20 14:38,0.0171523,,2/16/20 14:29,3.190622568
2/16/20 14:48,0.0025273,,2/16/20 14:39,65.7067688,,2/16/20 14:48,0.0025636,,2/16/20 14:48,0.46097,,2/16/20 14:38,0.0448755,,2/16/20 14:38,0.0146518,,2/16/20 14:38,0.002539,,2/16/20 14:38,0.9892181,,2/16/20 14:38,0.0047188,,2/16/20 14:39,65.7067688,,2/16/20 14:48,0.0257263,,2/16/20 14:48,0.0075668,,2/16/20 14:39,3.190427303
2/16/20 14:59,0.0039477,,2/16/20 14:49,65.60105972,,2/16/20 14:59,0.0016863,,2/16/20 14:59,1.016655,,2/16/20 14:48,0.0536554,,2/16/20 14:48,0.0198458,,2/16/20 14:48,0.0027212,,2/16/20 14:48,1.0100422,,2/16/20 14:48,0.0049763,,2/16/20 14:49,65.60105972,,2/16/20 14:59,0.0446357,,2/16/20 14:59,0.0135887,,2/16/20 14:49,3.18984127
2/16/20 15:09,0.0045478,,2/16/20 15:00,65.42490082,,2/16/20 15:09,0.0034931,,2/16/20 15:09,1.0088537,,2/16/20 14:59,0.0473422,,2/16/20 14:59,0.0182067,,2/16/20 14:59,0.0023855,,2/16/20 14:59,0.9835005,,2/16/20 14:59,0.0051702,,2/16/20 15:00,65.42490082,,2/16/20 15:09,0.0456517,,2/16/20 15:09,0.0131988,,2/16/20 15:00,3.190622568
2/16/20 15:19,0.0045747,,2/16/20 15:10,65.60105972,,2/16/20 15:19,0.0018988,,2/16/20 15:19,1.0159453,,2/16/20 15:09,0.0440933,,2/16/20 15:09,0.0172887,,2/16/20 15:09,0.0026949,,2/16/20 15:09,0.9830726,,2/16/20 15:09,0.0055193,,2/16/20 15:10,65.60105972,,2/16/20 15:19,0.0538111,,2/16/20 15:19,0.0176845,,2/16/20 15:10,3.189548254
2/16/20 15:29,0.003667,,2/16/20 15:20,65.56583481,,2/16/20 15:29,0.0033278,,2/16/20 15:29,1.0117389,,2/16/20 15:19,0.0437043,,2/16/20 15:19,0.017466,,2/16/20 15:19,0.0034329,,2/16/20 15:19,0.9932081,,2/16/20 15:19,0.0053705,,2/16/20 15:20,65.56583481,,2/16/20 15:29,0.0463566,,2/16/20 15:29,0.0118468,,2/16/20 15:20,3.189450502
2/16/20 15:39,0.0042365,,2/16/20 15:29,65.67154732,,2/16/20 15:39,0.0033871,,2/16/20 15:39,0.9877598,,2/16/20 15:29,0.0442376,,2/16/20 15:29,0.0153121,,2/16/20 15:29,0.003198,,2/16/20 15:29,1.0123298,,2/16/20 15:29,0.0051188,,2/16/20 15:29,65.67154732,,2/16/20 15:39,0.0570043,,2/16/20 15:39,0.0126043,,2/16/20 15:29,3.188961983
2/16/20 15:48,0.0044442,,2/16/20 15:39,65.28396683,,2/16/20 15:48,0.0046782,,2/16/20 15:48,1.0102436,,2/16/20 15:39,0.0453028,,2/16/20 15:39,0.0175695,,2/16/20 15:39,0.0064455,,2/16/20 15:39,1.0196998,,2/16/20 15:39,0.0051216,,2/16/20 15:39,65.28396683,,2/16/20 15:48,0.0463445,,2/16/20 15:48,0.0136549,,2/16/20 15:39,3.189059973
2/16/20 15:58,0.0048752,,2/16/20 15:49,65.67154732,,2/16/20 15:58,0.002737,,2/16/20 15:58,0.9946092,,2/16/20 15:48,0.0421821,,2/16/20 15:48,0.0187137,,2/16/20 15:48,0.0056419,,2/16/20 15:48,1.0320818,,2/16/20 15:48,0.0063905,,2/16/20 15:49,65.67154732,,2/16/20 15:58,0.0450093,,2/16/20 15:58,0.017577,,2/16/20 15:49,3.189255238
2/16/20 16:09,0.0042243,,2/16/20 15:59,65.84770279,,2/16/20 16:09,0.0039653,,2/16/20 16:09,0.9789428,,2/16/20 15:58,0.0446065,,2/16/20 15:58,0.0136704,,2/16/20 15:58,0.0038495,,2/16/20 15:58,1.0082282,,2/16/20 15:58,0.0044087,,2/16/20 15:59,65.84770279,,2/16/20 16:09,0.0407028,,2/16/20 16:09,0.0126548,,2/16/20 15:59,3.188961983
2/16/20 16:19,0.0047424,,2/16/20 16:10,65.14307747,,2/16/20 16:19,0.0043735,,2/16/20 16:19,1.0176974,,2/16/20 16:09,0.0472791,,2/16/20 16:09,0.0156679,,2/16/20 16:09,0.0037741,,2/16/20 16:09,1.0076569,,2/16/20 16:09,0.005054,,2/16/20 16:10,65.14307747,,2/16/20 16:19,0.0442508,,2/16/20 16:19,0.0159053,,2/16/20 16:10,3.188766718
2/16/20 16:29,0.0042041,,2/16/20 16:19,65.53061333,,2/16/20 16:29,0.003185,,2/16/20 16:29,0.9957348,,2/16/20 16:19,0.0437377,,2/16/20 16:19,0.0156392,,2/16/20 16:19,0.004749,,2/16/20 16:19,0.9902424,,2/16/20 16:19,0.0050605,,2/16/20 16:19,65.53061333,,2/16/20 16:29,0.0538173,,2/16/20 16:29,0.0149227,,2/16/20 16:19,3.188766718
2/16/20 16:39,0.0036845,,2/16/20 16:29,65.84770279,,2/16/20 16:39,0.0037601,,2/16/20 16:39,1.0127985,,2/16/20 16:29,0.0502195,,2/16/20 16:29,0.0135972,,2/16/20 16:29,0.0028587,,2/16/20 16:29,0.9624693,,2/16/20 16:29,0.0039364,,2/16/20 16:29,65.84770279,,2/16/20 16:39,0.0479207,,2/16/20 16:39,0.0137574,,2/16/20 16:29,3.188961983
2/16/20 16:49,0.0042831,,2/16/20 16:39,65.24874535,,2/16/20 16:49,0.0030119,,2/16/20 16:49,0.991915,,2/16/20 16:39,0.0560772,,2/16/20 16:39,0.0179726,,2/16/20 16:39,0.0040545,,2/16/20 16:39,1.0093275,,2/16/20 16:39,0.0049199,,2/16/20 16:39,65.24874535,,2/16/20 16:49,0.046595,,2/16/20 16:49,0.0132528,,2/16/20 16:39,3.188180685
2/16/20 16:58,0.0044155,,2/16/20 16:49,65.53061333,,2/16/20 16:58,0.0040089,,2/16/20 16:58,0.9672215,,2/16/20 16:48,0.0449725,,2/16/20 16:48,0.015974,,2/16/20 16:48,0.0043779,,2/16/20 16:48,0.9607645,,2/16/20 16:48,0.0052116,,2/16/20 16:49,65.53061333,,2/16/20 16:58,0.0529208,,2/16/20 16:58,0.0142535,,2/16/20 16:49,3.188376188
2/16/20 17:08,0.0049613,,2/16/20 16:59,65.46012573,,2/16/20 17:08,0.0035877,,2/16/20 17:08,1.005232,,2/16/20 16:58,0.0463691,,2/16/20 16:58,0.0157748,,2/16/20 16:58,0.0033725,,2/16/20 16:58,1.0207514,,2/16/20 16:58,0.0042634,,2/16/20 16:59,65.46012573,,2/16/20 17:08,0.0418658,,2/16/20 17:08,0.0145306,,2/16/20 16:59,3.188668966
2/16/20 17:19,0.0049361,,2/16/20 17:09,65.77721519,,2/16/20 17:19,0.0040507,,2/16/20 17:19,1.0028118,,2/16/20 17:08,0.0444703,,2/16/20 17:08,0.0136965,,2/16/20 17:08,0.0030059,,2/16/20 17:08,0.991253,,2/16/20 17:08,0.004514,,2/16/20 17:09,65.77721519,,2/16/20 17:19,0.0463839,,2/16/20 17:19,0.0136006,,2/16/20 17:09,3.188278437
2/16/20 17:29,0.0049191,,2/16/20 17:19,65.38967934,,2/16/20 17:29,0.0041672,,2/16/20 17:29,0.9972153,,2/16/20 17:19,0.05056,,2/16/20 17:19,0.0165905,,2/16/20 17:19,0.0050639,,2/16/20 17:19,1.0009606,,2/16/20 17:19,0.0055542,,2/16/20 17:19,65.38967934,,2/16/20 17:29,0.046375,,2/16/20 17:29,0.0166685,,2/16/20 17:19,3.188180685
2/16/20 17:39,0.0044168,,2/16/20 17:29,65.49539185,,2/16/20 17:39,0.0033207,,2/16/20 17:39,1.0181011,,2/16/20 17:29,0.0470352,,2/16/20 17:29,0.0146453,,2/16/20 17:29,0.0046645,,2/16/20 17:29,1.001022,,2/16/20 17:29,0.0042847,,2/16/20 17:29,65.49539185,,2/16/20 17:39,0.0449512,,2/16/20 17:39,0.0122185,,2/16/20 17:29,3.187692165
2/16/20 17:49,0.0049898,,2/16/20 17:39,65.42490082,,2/16/20 17:49,0.0026506,,2/16/20 17:49,1.0255258,,2/16/20 17:39,0.0439077,,2/16/20 17:39,0.0129054,,2/16/20 17:39,0.0023742,,2/16/20 17:39,0.9862068,,2/16/20 17:39,0.0042858,,2/16/20 17:39,65.42490082,,2/16/20 17:49,0.0488824,,2/16/20 17:49,0.0163536,,2/16/20 17:39,3.187301636
2/16/20 17:59,0.0045632,,2/16/20 17:49,65.42490082,,2/16/20 17:59,0.0028649,,2/16/20 17:59,1.0153214,,2/16/20 17:49,0.0484462,,2/16/20 17:49,0.0167501,,2/16/20 17:49,0.0034085,,2/16/20 17:49,1.0021168,,2/16/20 17:49,0.0050798,,2/16/20 17:49,65.42490082,,2/16/20 17:59,0.0442515,,2/16/20 17:59,0.0159888,,2/16/20 17:49,3.187203884
