Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity,
2/16/20 20:19,0.0055561,,2/16/20 20:19,62.49667358,,2/16/20 20:19,0.0028614,,2/16/20 20:19,0.9740476,,2/16/20 20:19,0.0457707,,2/16/20 20:19,0.0139868,,2/16/20 20:19,0.0045378,,2/16/20 20:19,62.49667358,,2/16/20 20:19,0.0024337,,2/16/20 20:19,1.031817,,2/16/20 20:19,3.194627523,,2/16/20 20:19,0.0425322,,2/16/20 20:19,0.0162094
2/16/20 20:28,0.0046116,,2/16/20 20:29,62.38665924,,2/16/20 20:28,0.0054666,,2/16/20 20:28,1.0261496,,2/16/20 20:28,0.0428645,,2/16/20 20:28,0.0165459,,2/16/20 20:28,0.0057039,,2/16/20 20:29,62.38665924,,2/16/20 20:28,0.0052724,,2/16/20 20:28,1.0171769,,2/16/20 20:29,3.194236994,,2/16/20 20:28,0.0477198,,2/16/20 20:28,0.0166069
2/16/20 20:38,0.0050792,,2/16/20 20:39,62.38665924,,2/16/20 20:38,0.0047041,,2/16/20 20:38,0.9797903,,2/16/20 20:38,0.0421418,,2/16/20 20:38,0.0196673,,2/16/20 20:38,0.0052874,,2/16/20 20:39,62.38665924,,2/16/20 20:38,0.0048279,,2/16/20 20:38,1.0064542,,2/16/20 20:39,3.194822788,,2/16/20 20:38,0.0439879,,2/16/20 20:38,0.0175204
2/16/20 20:48,0.0048962,,2/16/20 20:49,62.20332489,,2/16/20 20:48,0.0027598,,2/16/20 20:48,0.9973108,,2/16/20 20:48,0.0419784,,2/16/20 20:48,0.0142301,,2/16/20 20:48,0.0047241,,2/16/20 20:49,62.20332489,,2/16/20 20:48,0.0042135,,2/16/20 20:48,1.0667592,,2/16/20 20:49,3.194432259,,2/16/20 20:48,0.0492697,,2/16/20 20:48,0.0138942
2/16/20 20:59,0.0048516,,2/16/20 21:00,62.2766861,,2/16/20 20:59,0.0038706,,2/16/20 20:59,0.9872036,,2/16/20 20:59,0.0434756,,2/16/20 20:59,0.0150865,,2/16/20 20:59,0.0044682,,2/16/20 21:00,62.2766861,,2/16/20 20:59,0.0050467,,2/16/20 20:59,1.0426429,,2/16/20 21:00,3.194432259,,2/16/20 20:59,0.0461637,,2/16/20 20:59,0.015067
2/16/20 21:09,0.0049675,,2/16/20 21:09,62.42331581,,2/16/20 21:09,0.0036266,,2/16/20 21:09,0.9734629,,2/16/20 21:09,0.0500631,,2/16/20 21:09,0.0145985,,2/16/20 21:09,0.0050318,,2/16/20 21:09,62.42331581,,2/16/20 21:09,0.0042557,,2/16/20 21:09,1.010302,,2/16/20 21:09,3.193552971,,2/16/20 21:09,0.0433753,,2/16/20 21:09,0.0144103
2/16/20 21:19,0.0059957,,2/16/20 21:29,62.38665924,,2/16/20 21:19,0.0064727,,2/16/20 21:19,0.9630633,,2/16/20 21:19,0.0449602,,2/16/20 21:19,0.01708,,2/16/20 21:19,0.0047108,,2/16/20 21:29,62.38665924,,2/16/20 21:19,0.0037985,,2/16/20 21:19,1.0874252,,2/16/20 21:29,3.193943977,,2/16/20 21:19,0.0435735,,2/16/20 21:19,0.0162064
2/16/20 21:29,0.0048835,,2/16/20 21:39,62.2766861,,2/16/20 21:29,0.0043403,,2/16/20 21:29,0.9839459,,2/16/20 21:29,0.0455185,,2/16/20 21:29,0.0187958,,2/16/20 21:29,0.0047289,,2/16/20 21:39,62.2766861,,2/16/20 21:29,0.0027197,,2/16/20 21:29,1.0633295,,2/16/20 21:39,3.193650723,,2/16/20 21:29,0.0540954,,2/16/20 21:29,0.0179968
2/16/20 21:38,0.0044968,,2/16/20 21:49,62.2766861,,2/16/20 21:38,0.0047138,,2/16/20 21:38,0.9804376,,2/16/20 21:38,0.0488584,,2/16/20 21:38,0.0124122,,2/16/20 21:38,0.0042712,,2/16/20 21:49,62.2766861,,2/16/20 21:38,0.0030432,,2/16/20 21:38,1.0348802,,2/16/20 21:49,3.193748474,,2/16/20 21:38,0.04932,,2/16/20 21:38,0.0155516
2/16/20 21:48,0.0043337,,2/16/20 21:58,62.56999359,,2/16/20 21:48,0.0027513,,2/16/20 21:48,0.9976658,,2/16/20 21:48,0.0479637,,2/16/20 21:48,0.0155371,,2/16/20 21:48,0.0053361,,2/16/20 21:58,62.56999359,,2/16/20 21:48,0.0062657,,2/16/20 21:48,1.0457707,,2/16/20 21:58,3.193455458,,2/16/20 21:48,0.0459376,,2/16/20 21:48,0.015165
2/16/20 21:58,0.0058395,,2/16/20 22:09,62.23998489,,2/16/20 21:58,0.0054465,,2/16/20 21:58,0.9894589,,2/16/20 21:58,0.0426869,,2/16/20 21:58,0.0190958,,2/16/20 21:58,0.0046559,,2/16/20 22:09,62.23998489,,2/16/20 21:58,0.0032916,,2/16/20 21:58,1.0531514,,2/16/20 22:09,3.193260193,,2/16/20 21:58,0.0447306,,2/16/20 21:58,0.0180656
2/16/20 22:09,0.0051532,,2/16/20 22:19,62.42331581,,2/16/20 22:09,0.0035796,,2/16/20 22:09,1.0094018,,2/16/20 22:09,0.0407477,,2/16/20 22:09,0.0142282,,2/16/20 22:09,0.0045761,,2/16/20 22:19,62.42331581,,2/16/20 22:09,0.005119,,2/16/20 22:09,1.0444752,,2/16/20 22:19,3.192967176,,2/16/20 22:09,0.0559505,,2/16/20 22:09,0.0173047
2/16/20 22:19,0.0046799,,2/16/20 22:29,62.13001175,,2/16/20 22:19,0.0043733,,2/16/20 22:19,0.9706019,,2/16/20 22:19,0.0443725,,2/16/20 22:19,0.0144144,,2/16/20 22:19,0.0049062,,2/16/20 22:29,62.13001175,,2/16/20 22:19,0.0037122,,2/16/20 22:19,1.0386558,,2/16/20 22:29,3.193650723,,2/16/20 22:19,0.0474858,,2/16/20 22:19,0.0140142
2/16/20 22:29,0.0057362,,2/16/20 22:39,62.20332489,,2/16/20 22:29,0.0033742,,2/16/20 22:29,0.9833821,,2/16/20 22:29,0.0432717,,2/16/20 22:29,0.0154335,,2/16/20 22:29,0.005705,,2/16/20 22:39,62.20332489,,2/16/20 22:29,0.0058967,,2/16/20 22:29,1.0092749,,2/16/20 22:39,3.19306469,,2/16/20 22:29,0.0475541,,2/16/20 22:29,0.0175425
2/16/20 22:39,0.0052879,,2/16/20 22:49,62.2766861,,2/16/20 22:39,0.0042488,,2/16/20 22:39,0.9835074,,2/16/20 22:39,0.053963,,2/16/20 22:39,0.0148816,,2/16/20 22:39,0.0043121,,2/16/20 22:49,62.2766861,,2/16/20 22:39,0.0035851,,2/16/20 22:39,1.0769683,,2/16/20 22:49,3.192771673,,2/16/20 22:39,0.0450934,,2/16/20 22:39,0.0148014
2/16/20 22:48,0.0043847,,2/16/20 22:59,62.53333359,,2/16/20 22:48,0.0022196,,2/16/20 22:48,0.997624,,2/16/20 22:48,0.0399075,,2/16/20 22:48,0.0152622,,2/16/20 22:48,0.0051041,,2/16/20 22:59,62.53333359,,2/16/20 22:48,0.0044485,,2/16/20 22:48,1.0390532,,2/16/20 22:59,3.192478657,,2/16/20 22:48,0.0548589,,2/16/20 22:48,0.0135065
2/16/20 22:58,0.0052781,,2/16/20 23:09,62.42331581,,2/16/20 22:58,0.0050673,,2/16/20 22:58,1.003137,,2/16/20 22:58,0.0397442,,2/16/20 22:58,0.0153711,,2/16/20 22:58,0.0040457,,2/16/20 23:09,62.42331581,,2/16/20 22:58,0.0035927,,2/16/20 22:58,1.022715,,2/16/20 23:09,3.192869186,,2/16/20 22:58,0.0483231,,2/16/20 22:58,0.0147513
2/16/20 23:08,0.0060549,,2/16/20 23:20,62.56999359,,2/16/20 23:08,0.0040863,,2/16/20 23:08,1.0133904,,2/16/20 23:08,0.0411716,,2/16/20 23:08,0.0155153,,2/16/20 23:08,0.0045158,,2/16/20 23:20,62.56999359,,2/16/20 23:08,0.0039929,,2/16/20 23:08,1.0551952,,2/16/20 23:20,3.192380905,,2/16/20 23:08,0.0524936,,2/16/20 23:08,0.0177203
2/16/20 23:19,0.0053145,,2/16/20 23:30,62.20332489,,2/16/20 23:19,0.0038787,,2/16/20 23:19,0.9669475,,2/16/20 23:19,0.0478178,,2/16/20 23:19,0.0157007,,2/16/20 23:19,0.0053071,,2/16/20 23:30,62.20332489,,2/16/20 23:19,0.0023715,,2/16/20 23:19,1.0086013,,2/16/20 23:30,3.192771673,,2/16/20 23:19,0.0434843,,2/16/20 23:19,0.0165088
2/16/20 23:29,0.0046384,,2/16/20 23:40,62.16666489,,2/16/20 23:29,0.0024708,,2/16/20 23:29,0.9771382,,2/16/20 23:29,0.0475036,,2/16/20 23:29,0.0144666,,2/16/20 23:29,0.0049073,,2/16/20 23:40,62.16666489,,2/16/20 23:29,0.0037911,,2/16/20 23:29,1.0227202,,2/16/20 23:40,3.192967176,,2/16/20 23:29,0.0486275,,2/16/20 23:29,0.0147138
2/16/20 23:39,0.0052201,,2/16/20 23:49,62.23998489,,2/16/20 23:39,0.0041093,,2/16/20 23:39,1.0132651,,2/16/20 23:39,0.0422163,,2/16/20 23:39,0.0176967,,2/16/20 23:39,0.0049354,,2/16/20 23:49,62.23998489,,2/16/20 23:39,0.0035674,,2/16/20 23:39,1.0557114,,2/16/20 23:49,3.19218564,,2/16/20 23:39,0.0457624,,2/16/20 23:39,0.0167931
2/16/20 23:49,0.0058611,,2/16/20 23:59,62.68000793,,2/16/20 23:49,0.005895,,2/16/20 23:49,0.989981,,2/16/20 23:49,0.0508795,,2/16/20 23:49,0.0132704,,2/16/20 23:49,0.0049224,,2/16/20 23:59,62.68000793,,2/16/20 23:49,0.0050463,,2/16/20 23:49,0.9974116,,2/16/20 23:59,3.192478657,,2/16/20 23:49,0.052977,,2/16/20 23:49,0.0169202
2/16/20 23:58,0.0052532,,2/17/20 0:09,62.46002045,,2/16/20 23:58,0.0041802,,2/16/20 23:58,1.0112812,,2/16/20 23:59,0.0533794,,2/16/20 23:59,0.0166514,,2/16/20 23:59,0.0050063,,2/17/20 0:09,62.46002045,,2/16/20 23:59,0.0049369,,2/16/20 23:59,1.0717089,,2/17/20 0:09,3.191990376,,2/16/20 23:58,0.0486288,,2/16/20 23:58,0.0159719
2/17/20 0:08,0.0051271,,2/17/20 0:19,62.49667358,,2/17/20 0:08,0.0052448,,2/17/20 0:08,0.9710196,,2/17/20 0:08,0.0423025,,2/17/20 0:08,0.0154893,,2/17/20 0:08,0.0047678,,2/17/20 0:19,62.49667358,,2/17/20 0:08,0.0025425,,2/17/20 0:08,1.0475358,,2/17/20 0:19,3.191697121,,2/17/20 0:08,0.0457302,,2/17/20 0:08,0.0169114
2/17/20 0:18,0.0044161,,2/17/20 0:30,62.42331581,,2/17/20 0:18,0.0034887,,2/17/20 0:18,0.9971228,,2/17/20 0:18,0.0465604,,2/17/20 0:18,0.0191962,,2/17/20 0:18,0.0050528,,2/17/20 0:30,62.42331581,,2/17/20 0:18,0.005522,,2/17/20 0:18,1.0413835,,2/17/20 0:30,3.191990376,,2/17/20 0:18,0.0432708,,2/17/20 0:18,0.0135422
2/17/20 0:29,0.0054377,,2/17/20 0:40,62.34999924,,2/17/20 0:29,0.0048124,,2/17/20 0:29,0.9922781,,2/17/20 0:29,0.0408073,,2/17/20 0:29,0.0154328,,2/17/20 0:29,0.0049187,,2/17/20 0:40,62.34999924,,2/17/20 0:29,0.0052067,,2/17/20 0:29,1.0077291,,2/17/20 0:40,3.191013575,,2/17/20 0:29,0.0508709,,2/17/20 0:29,0.0179863
2/17/20 0:39,0.0046666,,2/17/20 0:49,62.31334267,,2/17/20 0:39,0.0035126,,2/17/20 0:39,0.9709778,,2/17/20 0:39,0.0519999,,2/17/20 0:39,0.0163354,,2/17/20 0:39,0.004971,,2/17/20 0:49,62.31334267,,2/17/20 0:39,0.0030975,,2/17/20 0:39,1.0639772,,2/17/20 0:49,3.191697121,,2/17/20 0:39,0.0441879,,2/17/20 0:39,0.0155794
2/17/20 0:49,0.0057794,,2/17/20 0:59,62.60664673,,2/17/20 0:49,0.0027383,,2/17/20 0:49,1.0036173,,2/17/20 0:49,0.0444223,,2/17/20 0:49,0.0172527,,2/17/20 0:49,0.0048599,,2/17/20 0:59,62.60664673,,2/17/20 0:49,0.004649,,2/17/20 0:49,1.0084929,,2/17/20 0:59,3.191404104,,2/17/20 0:49,0.0491234,,2/17/20 0:49,0.0203001
2/17/20 0:59,0.0052926,,2/17/20 1:09,62.13001175,,2/17/20 0:59,0.00276,,2/17/20 0:59,0.9684302,,2/17/20 0:59,0.044275,,2/17/20 0:59,0.0139965,,2/17/20 0:59,0.004308,,2/17/20 1:09,62.13001175,,2/17/20 0:59,0.0040311,,2/17/20 0:59,1.0293008,,2/17/20 1:09,3.191111088,,2/17/20 0:59,0.0465998,,2/17/20 0:59,0.0188568
2/17/20 1:09,0.0043951,,2/17/20 1:19,62.2766861,,2/17/20 1:09,0.0027972,,2/17/20 1:09,0.9926748,,2/17/20 1:09,0.0449463,,2/17/20 1:09,0.0166917,,2/17/20 1:09,0.004601,,2/17/20 1:19,62.2766861,,2/17/20 1:09,0.0031883,,2/17/20 1:09,1.0566352,,2/17/20 1:19,3.191404104,,2/17/20 1:09,0.0465932,,2/17/20 1:09,0.015198
2/17/20 1:18,0.005193,,2/17/20 1:29,62.09335175,,2/17/20 1:18,0.0042701,,2/17/20 1:18,0.9598683,,2/17/20 1:18,0.0502229,,2/17/20 1:18,0.0180506,,2/17/20 1:18,0.0054862,,2/17/20 1:29,62.09335175,,2/17/20 1:18,0.005727,,2/17/20 1:18,1.0744676,,2/17/20 1:29,3.191404104,,2/17/20 1:18,0.0490983,,2/17/20 1:18,0.0187645
2/17/20 1:28,0.0050869,,2/17/20 1:40,62.38665924,,2/17/20 1:28,0.0030479,,2/17/20 1:28,0.9726067,,2/17/20 1:28,0.0380016,,2/17/20 1:28,0.0139603,,2/17/20 1:28,0.0047844,,2/17/20 1:40,62.38665924,,2/17/20 1:28,0.0025202,,2/17/20 1:28,1.0291279,,2/17/20 1:40,3.19072032,,2/17/20 1:28,0.0515483,,2/17/20 1:28,0.0161052
2/17/20 1:38,0.0058093,,2/17/20 1:49,62.13001175,,2/17/20 1:38,0.003302,,2/17/20 1:38,0.9651516,,2/17/20 1:38,0.0450945,,2/17/20 1:38,0.0139616,,2/17/20 1:38,0.0053811,,2/17/20 1:49,62.13001175,,2/17/20 1:38,0.0028786,,2/17/20 1:38,1.0139975,,2/17/20 1:49,3.191306591,,2/17/20 1:38,0.0491414,,2/17/20 1:38,0.0191249
2/17/20 1:49,0.0051383,,2/17/20 1:59,62.68000793,,2/17/20 1:49,0.0045326,,2/17/20 1:49,0.9931551,,2/17/20 1:49,0.0478226,,2/17/20 1:49,0.0164832,,2/17/20 1:49,0.0057101,,2/17/20 1:59,62.68000793,,2/17/20 1:49,0.0032273,,2/17/20 1:49,1.0284028,,2/17/20 1:59,3.190525055,,2/17/20 1:49,0.0424898,,2/17/20 1:49,0.016199
2/17/20 1:59,0.0049575,,2/17/20 2:09,62.56999359,,2/17/20 1:59,0.003647,,2/17/20 1:59,0.9807091,,2/17/20 1:59,0.0412409,,2/17/20 1:59,0.0132206,,2/17/20 1:59,0.0043803,,2/17/20 2:09,62.56999359,,2/17/20 1:59,0.0027852,,2/17/20 1:59,1.0327873,,2/17/20 2:09,3.19072032,,2/17/20 1:59,0.0497015,,2/17/20 1:59,0.0152059
2/17/20 2:09,0.0049957,,2/17/20 2:19,62.23998489,,2/17/20 2:09,0.0040237,,2/17/20 2:09,0.9932387,,2/17/20 2:09,0.0424648,,2/17/20 2:09,0.0160077,,2/17/20 2:09,0.0052109,,2/17/20 2:19,62.23998489,,2/17/20 2:09,0.0068983,,2/17/20 2:09,1.0228466,,2/17/20 2:19,3.190622568,,2/17/20 2:09,0.0498584,,2/17/20 2:09,0.0146795
2/17/20 2:19,0.0050082,,2/17/20 2:29,62.2766861,,2/17/20 2:19,0.0055085,,2/17/20 2:19,0.9855956,,2/17/20 2:19,0.044504,,2/17/20 2:19,0.0142121,,2/17/20 2:19,0.0039385,,2/17/20 2:29,62.2766861,,2/17/20 2:19,0.0028929,,2/17/20 2:19,1.0693218,,2/17/20 2:29,3.19032979,,2/17/20 2:19,0.0417114,,2/17/20 2:19,0.0156421
2/17/20 2:28,0.0051236,,2/17/20 2:39,62.64335136,,2/17/20 2:28,0.0038834,,2/17/20 2:28,0.9738805,,2/17/20 2:28,0.043779,,2/17/20 2:28,0.0162286,,2/17/20 2:28,0.0050979,,2/17/20 2:39,62.64335136,,2/17/20 2:28,0.0040887,,2/17/20 2:28,1.0298144,,2/17/20 2:39,3.190036774,,2/17/20 2:28,0.0545381,,2/17/20 2:28,0.0172371
2/17/20 2:38,0.0046372,,2/17/20 2:49,62.68000793,,2/17/20 2:38,0.0028418,,2/17/20 2:38,0.9900645,,2/17/20 2:38,0.0448733,,2/17/20 2:38,0.0195014,,2/17/20 2:38,0.0047679,,2/17/20 2:49,62.68000793,,2/17/20 2:38,0.0023145,,2/17/20 2:38,1.0491384,,2/17/20 2:49,3.19032979,,2/17/20 2:38,0.0463559,,2/17/20 2:38,0.0134869
2/17/20 2:49,0.0054978,,2/17/20 2:59,62.49667358,,2/17/20 2:49,0.0050816,,2/17/20 2:49,0.9712493,,2/17/20 2:49,0.0440597,,2/17/20 2:49,0.0133431,,2/17/20 2:49,0.0043935,,2/17/20 2:59,62.49667358,,2/17/20 2:49,0.0024542,,2/17/20 2:49,1.0516417,,2/17/20 2:59,3.189548254,,2/17/20 2:49,0.0468661,,2/17/20 2:49,0.0221012
2/17/20 2:59,0.0051547,,2/17/20 3:09,62.42331581,,2/17/20 2:59,0.0028857,,2/17/20 2:59,1.0080653,,2/17/20 2:59,0.0455925,,2/17/20 2:59,0.0139802,,2/17/20 2:59,0.0044864,,2/17/20 3:09,62.42331581,,2/17/20 2:59,0.0028091,,2/17/20 2:59,1.0515797,,2/17/20 3:09,3.189450502,,2/17/20 2:59,0.0492166,,2/17/20 2:59,0.0165565
2/17/20 3:09,0.0051729,,2/17/20 3:19,62.60664673,,2/17/20 3:09,0.0037541,,2/17/20 3:09,1.0176504,,2/17/20 3:09,0.0469173,,2/17/20 3:09,0.0132433,,2/17/20 3:09,0.0044809,,2/17/20 3:19,62.60664673,,2/17/20 3:09,0.0037262,,2/17/20 3:09,1.0413242,,2/17/20 3:19,3.189743519,,2/17/20 3:09,0.0475928,,2/17/20 3:09,0.0210489
2/17/20 3:19,0.0050492,,2/17/20 3:29,62.53333359,,2/17/20 3:19,0.003747,,2/17/20 3:19,0.9727528,,2/17/20 3:19,0.0498888,,2/17/20 3:19,0.0193931,,2/17/20 3:19,0.0049927,,2/17/20 3:29,62.53333359,,2/17/20 3:19,0.0024533,,2/17/20 3:19,1.0467152,,2/17/20 3:29,3.189157486,,2/17/20 3:19,0.0474592,,2/17/20 3:19,0.0191411
2/17/20 3:29,0.0052253,,2/17/20 3:38,62.68000793,,2/17/20 3:29,0.0043894,,2/17/20 3:29,0.9567777,,2/17/20 3:29,0.0484762,,2/17/20 3:29,0.0129316,,2/17/20 3:29,0.0043558,,2/17/20 3:38,62.68000793,,2/17/20 3:29,0.0030683,,2/17/20 3:29,1.0576314,,2/17/20 3:38,3.188961983,,2/17/20 3:29,0.0504224,,2/17/20 3:29,0.0162499
2/17/20 3:38,0.0048202,,2/17/20 3:48,62.34999924,,2/17/20 3:38,0.0049246,,2/17/20 3:38,1.0200937,,2/17/20 3:38,0.0418809,,2/17/20 3:38,0.0132107,,2/17/20 3:38,0.0042713,,2/17/20 3:48,62.34999924,,2/17/20 3:38,0.0025886,,2/17/20 3:38,1.0410764,,2/17/20 3:48,3.188180685,,2/17/20 3:38,0.046751,,2/17/20 3:38,0.0158797
2/17/20 3:48,0.0048314,,2/17/20 3:59,62.34999924,,2/17/20 3:48,0.0049762,,2/17/20 3:48,0.9724396,,2/17/20 3:48,0.0535452,,2/17/20 3:48,0.0152837,,2/17/20 3:48,0.0040836,,2/17/20 3:59,62.34999924,,2/17/20 3:48,0.0021718,,2/17/20 3:48,1.0302247,,2/17/20 3:59,3.18886447,,2/17/20 3:48,0.0432565,,2/17/20 3:48,0.0149944
2/17/20 3:58,0.0051254,,2/17/20 4:10,62.34999924,,2/17/20 3:58,0.0040961,,2/17/20 3:58,1.0176087,,2/17/20 3:58,0.0480539,,2/17/20 3:58,0.0112097,,2/17/20 3:58,0.0038003,,2/17/20 4:10,62.34999924,,2/17/20 3:58,0.0021714,,2/17/20 3:58,1.0251615,,2/17/20 4:10,3.189157486,,2/17/20 3:58,0.049756,,2/17/20 3:58,0.0176938
2/17/20 4:09,0.0050305,,2/17/20 4:20,62.31334267,,2/17/20 4:09,0.0033248,,2/17/20 4:09,0.9877048,,2/17/20 4:09,0.045017,,2/17/20 4:09,0.0177425,,2/17/20 4:09,0.0053392,,2/17/20 4:20,62.31334267,,2/17/20 4:09,0.0037895,,2/17/20 4:09,1.000689,,2/17/20 4:20,3.18886447,,2/17/20 4:09,0.0505332,,2/17/20 4:09,0.0149554
2/17/20 4:19,0.0049275,,2/17/20 4:30,62.16666489,,2/17/20 4:19,0.0027997,,2/17/20 4:19,0.9968931,,2/17/20 4:19,0.0415996,,2/17/20 4:19,0.0133848,,2/17/20 4:19,0.003907,,2/17/20 4:30,62.16666489,,2/17/20 4:19,0.0024658,,2/17/20 4:19,1.0577114,,2/17/20 4:30,3.188473701,,2/17/20 4:19,0.0488347,,2/17/20 4:19,0.0168741
2/17/20 4:29,0.0049356,,2/17/20 4:40,62.34999924,,2/17/20 4:29,0.0052512,,2/17/20 4:29,0.9996079,,2/17/20 4:29,0.0459445,,2/17/20 4:29,0.0173674,,2/17/20 4:29,0.0054259,,2/17/20 4:40,62.34999924,,2/17/20 4:29,0.0053577,,2/17/20 4:29,1.0203201,,2/17/20 4:40,3.188668966,,2/17/20 4:29,0.0433393,,2/17/20 4:29,0.0158765
2/17/20 4:39,0.0046337,,2/17/20 4:49,62.23998489,,2/17/20 4:39,0.0032029,,2/17/20 4:39,0.9688269,,2/17/20 4:39,0.0405077,,2/17/20 4:39,0.0150152,,2/17/20 4:39,0.004726,,2/17/20 4:49,62.23998489,,2/17/20 4:39,0.003291,,2/17/20 4:39,1.0464184,,2/17/20 4:49,3.18886447,,2/17/20 4:39,0.0447877,,2/17/20 4:39,0.0175342
2/17/20 4:48,0.0051583,,2/17/20 4:59,62.23998489,,2/17/20 4:48,0.0030425,,2/17/20 4:48,0.9793309,,2/17/20 4:48,0.0419027,,2/17/20 4:48,0.0125169,,2/17/20 4:48,0.0038731,,2/17/20 4:59,62.23998489,,2/17/20 4:48,0.0028347,,2/17/20 4:48,1.0340467,,2/17/20 4:59,3.188083172,,2/17/20 4:48,0.0498544,,2/17/20 4:48,0.0256078
2/17/20 4:58,0.0067222,,2/17/20 5:10,62.23998489,,2/17/20 4:58,0.0058498,,2/17/20 4:58,0.9768041,,2/17/20 4:58,0.0412509,,2/17/20 4:58,0.0164744,,2/17/20 4:58,0.0055763,,2/17/20 5:10,62.23998489,,2/17/20 4:58,0.0036639,,2/17/20 4:58,1.0286712,,2/17/20 5:10,3.188180685,,2/17/20 4:58,0.0458218,,2/17/20 4:58,0.0200248
2/17/20 5:08,0.0055931,,2/17/20 5:20,62.38665924,,2/17/20 5:08,0.002888,,2/17/20 5:08,1.0033876,,2/17/20 5:08,0.0420497,,2/17/20 5:08,0.012281,,2/17/20 5:08,0.0043529,,2/17/20 5:20,62.38665924,,2/17/20 5:08,0.0019839,,2/17/20 5:08,1.0401113,,2/17/20 5:20,3.187789917,,2/17/20 5:08,0.0458873,,2/17/20 5:08,0.016079
2/17/20 5:19,0.0050864,,2/17/20 5:30,62.64335136,,2/17/20 5:19,0.0048599,,2/17/20 5:19,1.0039306,,2/17/20 5:19,0.0459809,,2/17/20 5:19,0.0159474,,2/17/20 5:19,0.0050016,,2/17/20 5:30,62.64335136,,2/17/20 5:19,0.004669,,2/17/20 5:19,1.024795,,2/17/20 5:30,3.187887669,,2/17/20 5:19,0.0461663,,2/17/20 5:19,0.0155948
2/17/20 5:29,0.0043911,,2/17/20 5:40,62.56999359,,2/17/20 5:29,0.0027073,,2/17/20 5:29,0.9692028,,2/17/20 5:29,0.0431386,,2/17/20 5:29,0.0121083,,2/17/20 5:29,0.0045339,,2/17/20 5:40,62.56999359,,2/17/20 5:29,0.0046543,,2/17/20 5:29,1.0202866,,2/17/20 5:40,3.187985182,,2/17/20 5:29,0.0479452,,2/17/20 5:29,0.0147529
2/17/20 5:39,0.0051671,,2/17/20 5:49,62.16666489,,2/17/20 5:39,0.0030946,,2/17/20 5:39,0.9891457,,2/17/20 5:39,0.0399753,,2/17/20 5:39,0.0138358,,2/17/20 5:39,0.0046211,,2/17/20 5:49,62.16666489,,2/17/20 5:39,0.0047236,,2/17/20 5:39,1.0158633,,2/17/20 5:49,3.187985182,,2/17/20 5:39,0.0558773,,2/17/20 5:39,0.0169968
2/17/20 5:49,0.0051952,,2/17/20 5:59,62.23998489,,2/17/20 5:49,0.0050731,,2/17/20 5:49,0.9664881,,2/17/20 5:49,0.0403104,,2/17/20 5:49,0.0178369,,2/17/20 5:49,0.0051634,,2/17/20 5:59,62.23998489,,2/17/20 5:49,0.0052746,,2/17/20 5:49,1.0245034,,2/17/20 5:59,3.187887669,,2/17/20 5:49,0.0465021,,2/17/20 5:49,0.0151831
2/17/20 5:58,0.0053005,,2/17/20 6:09,62.64335136,,2/17/20 5:58,0.0034929,,2/17/20 5:58,0.9980625,,2/17/20 5:58,0.0444292,,2/17/20 5:58,0.0154363,,2/17/20 5:58,0.0044477,,2/17/20 6:09,62.64335136,,2/17/20 5:58,0.0024265,,2/17/20 5:58,1.0363125,,2/17/20 6:09,3.187496901,,2/17/20 5:58,0.0456669,,2/17/20 5:58,0.0154521
2/17/20 6:08,0.0043592,,2/17/20 6:20,62.20332489,,2/17/20 6:08,0.002954,,2/17/20 6:08,0.9948675,,2/17/20 6:08,0.0443406,,2/17/20 6:08,0.0129251,,2/17/20 6:08,0.0041162,,2/17/20 6:20,62.20332489,,2/17/20 6:08,0.0018342,,2/17/20 6:08,1.0427358,,2/17/20 6:20,3.187692165,,2/17/20 6:08,0.0594826,,2/17/20 6:08,0.0129828
2/17/20 6:19,0.0053617,,2/17/20 6:30,62.49667358,,2/17/20 6:19,0.0037495,,2/17/20 6:19,0.9780779,,2/17/20 6:19,0.0462721,,2/17/20 6:19,0.0139243,,2/17/20 6:19,0.005248,,2/17/20 6:30,62.49667358,,2/17/20 6:19,0.0023459,,2/17/20 6:19,1.0444442,,2/17/20 6:30,3.187399387,,2/17/20 6:19,0.0495857,,2/17/20 6:19,0.0134349
