Time (UTC),Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation
3/4/2020 10:00,0.365897,0.3848013
3/4/2020 10:10,0.33053723,0.34239024
3/4/2020 10:20,0.33546922,0.34836394
3/4/2020 10:30,0.3348422,0.34748876
3/4/2020 10:40,0.3249762,0.33565018
3/4/2020 10:50,0.3404852,0.35399625
3/4/2020 10:59,0.32983658,0.3413719
3/4/2020 11:10,0.31944683,0.3290365
3/4/2020 11:20,0.36148652,0.37935475
3/4/2020 11:30,0.34149826,0.3556048
3/4/2020 11:40,0.32653886,0.337692
3/4/2020 11:50,0.3510509,0.36667484
3/4/2020 12:00,0.32861903,0.33979458
3/4/2020 12:09,0.33945444,0.35295063
3/4/2020 12:20,0.3506974,0.36660463
3/4/2020 12:30,0.33511105,0.34761173
3/4/2020 12:40,0.34012476,0.35384205
3/4/2020 12:50,0.31897613,0.32851672
3/4/2020 13:00,0.3365224,0.34945974
3/4/2020 13:10,0.33496907,0.3475809
3/4/2020 13:19,0.3325282,0.34467083
3/4/2020 13:30,0.33040333,0.34215727
3/4/2020 13:40,0.33904228,0.35235858
3/4/2020 13:50,0.323613,0.3341808
3/4/2020 14:00,0.3279044,0.33900344
3/4/2020 14:10,0.31856662,0.32800245
3/4/2020 14:20,0.31689876,0.3261303
3/4/2020 14:30,0.32989782,0.34151605
3/4/2020 14:40,0.3482604,0.3633762
3/4/2020 14:50,0.3529851,0.36905256
3/4/2020 15:00,0.3209755,0.33082968
3/4/2020 15:10,0.34241027,0.35647127
3/4/2020 15:20,0.39100164,0.41479054
3/4/2020 15:30,0.32970127,0.34135503
3/4/2020 15:40,0.34083384,0.35471484
3/4/2020 15:50,0.3307733,0.34258994
3/4/2020 16:00,0.3339804,0.3465325
3/4/2020 16:10,0.36014694,0.37766114
3/4/2020 16:20,0.31748942,0.3268076
3/4/2020 16:30,0.32435095,0.33507618
3/4/2020 16:40,0.327192,0.338527
3/4/2020 16:49,0.33574426,0.3486767
3/4/2020 17:00,0.32534248,0.33608258
3/4/2020 17:10,0.31453633,0.32332543
3/4/2020 17:20,0.34479773,0.35950163
3/4/2020 17:30,0.33700627,0.3501908
3/4/2020 17:40,0.34421432,0.35867673
3/4/2020 17:50,0.3322363,0.3443278
3/4/2020 18:00,0.33541697,0.34828377
3/4/2020 18:10,0.3373509,0.35061395
3/4/2020 18:20,0.35319936,0.36943582
3/4/2020 18:30,0.3426401,0.35697043
3/4/2020 18:40,0.34278375,0.35693666
3/4/2020 18:50,0.3353703,0.3480356
3/4/2020 19:00,0.36760843,0.3867687
3/4/2020 19:10,0.33487988,0.3477492
3/4/2020 19:20,0.33700126,0.3499948
3/4/2020 19:30,0.34861058,0.36402124
3/4/2020 19:40,0.37928432,0.4002728
3/4/2020 19:50,0.33868217,0.35188824
3/4/2020 20:00,0.34064603,0.35440445
3/4/2020 20:10,0.33130103,0.34336644
3/4/2020 20:20,0.34354335,0.3578108
3/4/2020 20:30,0.36998945,0.3897456
3/4/2020 20:40,0.3344996,0.347111
3/4/2020 20:50,0.34911263,0.3646045
3/4/2020 21:00,0.3506376,0.36636502
3/4/2020 21:10,0.35391444,0.37018844
3/4/2020 21:20,0.34867704,0.36391652
3/4/2020 21:30,0.3547809,0.3714134
3/4/2020 21:40,0.3548447,0.37161437
3/4/2020 21:50,0.3427983,0.35666826
3/4/2020 22:00,0.3495711,0.36502162
3/4/2020 22:10,0.36470753,0.38324955
3/4/2020 22:20,0.33510625,0.3477335
3/4/2020 22:30,0.3372298,0.3504252
3/4/2020 22:39,0.3471735,0.36244106
3/4/2020 22:50,0.3571326,0.3744674
3/4/2020 23:00,0.352409,0.36863562
3/4/2020 23:10,0.35441238,0.37068236
3/4/2020 23:20,0.3335383,0.34585926
3/4/2020 23:30,0.35851938,0.37573978
3/4/2020 23:40,0.35796314,0.3750875
3/4/2020 23:49,0.34554762,0.36035797
3/5/2020 0:00,0.33290654,0.34533504
3/5/2020 0:10,0.35865504,0.37601525
3/5/2020 0:20,0.3540935,0.37039545
3/5/2020 0:30,0.37323785,0.3933006
3/5/2020 0:40,0.34090495,0.35486296
3/5/2020 0:50,0.34834415,0.36373895
3/5/2020 1:00,0.3485905,0.36389524
3/5/2020 1:10,0.32663625,0.337893
3/5/2020 1:20,0.3254161,0.3364242
3/5/2020 1:30,0.36721313,0.38574797
3/5/2020 1:40,0.35054475,0.3662478
3/5/2020 1:50,0.33247662,0.34474313
3/5/2020 2:00,0.34386247,0.35830912
3/5/2020 2:09,0.34027195,0.35409588
3/5/2020 2:20,0.35746318,0.37460896
3/5/2020 2:30,0.35469002,0.37117216
3/5/2020 2:40,0.3446352,0.35935572
3/5/2020 2:50,0.34536606,0.36007228
3/5/2020 3:00,0.34479547,0.35911816
3/5/2020 3:10,0.34482384,0.35943365
3/5/2020 3:19,0.3561687,0.37300524
3/5/2020 3:30,0.36727047,0.38626578
3/5/2020 3:40,0.34631425,0.36134785
3/5/2020 3:50,0.34677804,0.36194947
3/5/2020 4:00,0.3669771,0.38603103
3/5/2020 4:10,0.34652478,0.3614738
3/5/2020 4:20,0.34840667,0.36357126
3/5/2020 4:29,0.34372628,0.35801622
3/5/2020 4:40,0.3398627,0.35345846
3/5/2020 4:50,0.35866088,0.37597772
3/5/2020 5:00,0.38279575,0.4044609
3/5/2020 5:10,0.34687674,0.36196285
3/5/2020 5:20,0.3623736,0.3803916
3/5/2020 5:30,0.3438564,0.3581898
3/5/2020 5:40,0.3395598,0.35312775
3/5/2020 5:50,0.35060316,0.36634484
3/5/2020 6:00,0.353553,0.36965036
3/5/2020 6:10,0.33392859,0.34648862
3/5/2020 6:20,0.35199505,0.36792606
3/5/2020 6:30,0.3393861,0.35309792
3/5/2020 6:40,0.34505087,0.35959962
3/5/2020 6:50,0.3510855,0.3670479
3/5/2020 7:00,0.36183536,0.3797356
3/5/2020 7:10,0.34321523,0.3575244
3/5/2020 7:20,0.38001972,0.4014241
3/5/2020 7:30,0.3497936,0.36548686
3/5/2020 7:40,0.33365446,0.34597796
3/5/2020 7:50,0.34089303,0.35462737
3/5/2020 8:00,0.34166384,0.3555964
3/5/2020 8:10,0.32968286,0.34145054
3/5/2020 8:20,0.3536547,0.36985517
3/5/2020 8:30,0.33248776,0.3447635
3/5/2020 8:40,0.33822522,0.35148117
3/5/2020 8:50,0.33807117,0.35121197
3/5/2020 9:00,0.35838103,0.375491
3/5/2020 9:10,0.36338225,0.3815492
3/5/2020 9:20,0.3415773,0.35575712
3/5/2020 9:30,0.34499714,0.35979313
3/5/2020 9:40,0.33705083,0.35015553
3/5/2020 9:50,0.35645708,0.37334588
3/5/2020 10:00,0.3552192,0.3717883
3/5/2020 10:10,0.34987667,0.3653623
3/5/2020 10:20,0.3198786,0.32966396
3/5/2020 10:29,0.33335397,0.3457724
3/5/2020 10:40,0.3411635,0.3550174
3/5/2020 10:50,0.33366957,0.34590128
3/5/2020 11:00,0.34156233,0.3553403
3/5/2020 11:10,0.34925058,0.36468697
3/5/2020 11:20,0.3484909,0.3636809
3/5/2020 11:30,0.35232964,0.36811745
3/5/2020 11:40,0.3634313,0.38146695
3/5/2020 11:50,0.3426136,0.3568046
3/5/2020 12:00,0.33192238,0.34404793
3/5/2020 12:10,0.32401115,0.33463037
3/5/2020 12:20,0.33855912,0.35166046
3/5/2020 12:30,0.32153422,0.33160135
3/5/2020 12:40,0.3486761,0.3640127
3/5/2020 12:50,0.35381544,0.3702218
3/5/2020 13:00,0.3561532,0.373042
3/5/2020 13:10,0.3469665,0.3619958
3/5/2020 13:20,0.35863894,0.37600592
3/5/2020 13:30,0.35279834,0.36879826
3/5/2020 13:40,0.3592135,0.3766591
3/5/2020 13:50,0.36718014,0.38643128
3/5/2020 14:00,0.34631017,0.36115098
3/5/2020 14:10,0.32462558,0.3352886
3/5/2020 14:20,0.34812853,0.36330584
3/5/2020 14:30,0.3470078,0.36205733
3/5/2020 14:40,0.3313471,0.34337887
3/5/2020 14:50,0.34021392,0.35399362
3/5/2020 15:00,0.32287335,0.33316708
3/5/2020 15:10,0.3379892,0.35120204
3/5/2020 15:20,0.32864994,0.34020287
3/5/2020 15:30,0.3499446,0.36572865
3/5/2020 15:40,0.33135146,0.34337935
3/5/2020 15:50,0.33474484,0.34730276
3/5/2020 16:00,0.33731648,0.35030392
3/5/2020 16:10,0.33545512,0.3482379
3/5/2020 16:20,0.3278618,0.33923548
3/5/2020 16:30,0.33896843,0.35248667
3/5/2020 16:40,0.3370648,0.35041803
3/5/2020 16:50,0.34848148,0.36369967
3/5/2020 17:00,0.33418447,0.34686792
3/5/2020 17:10,0.34082276,0.3547101
3/5/2020 17:20,0.32751644,0.33874255
3/5/2020 17:30,0.3401994,0.35371047
3/5/2020 17:40,0.35517615,0.37175918
3/5/2020 17:50,0.34573436,0.36071923
3/5/2020 18:00,0.33234936,0.3448137
3/5/2020 18:10,0.33218348,0.34463984
3/5/2020 18:20,0.356458,0.37314236
3/5/2020 18:30,0.34828258,0.3635261
3/5/2020 18:40,0.34556437,0.3603164
3/5/2020 18:50,0.32805586,0.3394668
3/5/2020 19:00,0.3432393,0.3575905
3/5/2020 19:10,0.33720976,0.35070404
3/5/2020 19:20,0.4052897,0.43181762
3/5/2020 19:30,0.3371756,0.3504085
3/5/2020 19:40,0.35053045,0.36610502
3/5/2020 19:50,0.35512853,0.37208772
3/5/2020 20:00,0.341619,0.35566124
3/5/2020 20:10,0.32715207,0.3386048
3/5/2020 20:20,0.33371627,0.34610054
3/5/2020 20:30,0.33380193,0.3465653
3/5/2020 20:40,0.34211296,0.35642165
3/5/2020 20:50,0.34441775,0.35906854
3/5/2020 21:00,0.39357638,0.41805035
3/5/2020 21:10,0.3339284,0.3464529
3/5/2020 21:20,0.3432284,0.35777417
3/5/2020 21:30,0.34961396,0.3651266
3/5/2020 21:40,0.3603899,0.37823096
3/5/2020 21:50,0.3378489,0.3511623
3/5/2020 22:00,0.35791367,0.3752303
3/5/2020 22:10,0.3407809,0.35458255
3/5/2020 22:20,0.35194105,0.3678643
3/5/2020 22:30,4.765881,6.4166446
3/5/2020 22:40,0.892657,0.9719519
3/5/2020 22:50,5.8727336,8.456319
3/5/2020 23:00,0.37148583,0.39145562
3/5/2020 23:10,0.34909934,0.3645282
3/5/2020 23:20,0.35040486,0.3663049
3/5/2020 23:30,0.34680212,0.36224267
3/5/2020 23:40,0.35784906,0.37511286
3/5/2020 23:50,0.36797744,0.38718262
3/6/2020 0:00,0.33634293,0.3493937
3/6/2020 0:10,0.35343975,0.37013808
3/6/2020 0:20,0.35033876,0.36629507
3/6/2020 0:30,0.3585869,0.37604037
3/6/2020 0:41,0.3465014,0.3614789
3/6/2020 0:50,0.353092,0.36955604
3/6/2020 1:00,0.3604287,0.37830248
3/6/2020 1:10,0.35921937,0.376976
3/6/2020 1:20,0.37226403,0.392501
3/6/2020 1:30,0.3661676,0.38521886
3/6/2020 1:40,0.37410802,0.39489347
3/6/2020 1:51,0.3294316,0.34136507
3/6/2020 2:00,0.3611083,0.37886605
3/6/2020 2:10,0.60021,0.6627678
3/6/2020 2:20,0.36123145,0.37919503
3/6/2020 2:30,0.36685628,0.3858098
3/6/2020 2:40,2.3048887,2.6095057
3/6/2020 2:50,0.35530967,0.37226036
3/6/2020 3:01,0.36483014,0.38347414
3/6/2020 3:10,0.36635762,0.38523743
3/6/2020 3:20,0.34341818,0.35787308
3/6/2020 3:30,0.3437553,0.35839593
3/6/2020 3:40,0.35478038,0.37154993
3/6/2020 3:50,0.35392368,0.3704066
3/6/2020 4:00,0.34303063,0.35740662
3/6/2020 4:11,0.370987,0.39084652
3/6/2020 4:20,0.34947097,0.3652227
3/6/2020 4:30,0.3699448,0.3895875
3/6/2020 4:40,0.35377795,0.37034377
3/6/2020 4:50,0.34561795,0.3605825
3/6/2020 5:00,0.35177594,0.36772314
3/6/2020 5:10,0.35057622,0.3663857
3/6/2020 5:21,0.3502316,0.36599874
3/6/2020 5:30,0.34679633,0.36184108
3/6/2020 5:40,0.34306628,0.35728973
3/6/2020 5:50,0.37064832,0.39037603
3/6/2020 6:00,0.36750442,0.38653386
3/6/2020 6:10,0.36359805,0.38183126
3/6/2020 6:20,0.33492547,0.34770626
3/6/2020 6:30,0.35343897,0.36974752
3/6/2020 6:40,0.3388192,0.35226455
3/6/2020 6:50,0.34474146,0.35955805
3/6/2020 7:00,0.34884113,0.36424085
3/6/2020 7:10,0.34046215,0.35433733
3/6/2020 7:20,0.35709745,0.37402195
3/6/2020 7:30,0.33931243,0.35290262
3/6/2020 7:41,0.3400638,0.35381868
3/6/2020 7:50,0.34775734,0.3628839
3/6/2020 8:00,0.3516061,0.36750177
3/6/2020 8:10,0.35305852,0.36922714
3/6/2020 8:20,0.3283658,0.33985385
3/6/2020 8:30,0.3359903,0.34877342
3/6/2020 8:40,0.35307223,0.36955422
3/6/2020 8:51,0.34367144,0.35813847
3/6/2020 9:00,0.33416834,0.34674206
3/6/2020 9:10,0.33923548,0.35274577
3/6/2020 9:20,0.34426025,0.35900083
3/6/2020 9:30,0.33410922,0.34667116
3/6/2020 9:40,0.3245628,0.3352058
3/6/2020 9:50,0.33797222,0.35134616
3/6/2020 10:00,0.3312734,0.34324452
3/6/2020 10:10,0.3688771,0.38840353
3/6/2020 10:20,0.3377106,0.351057
3/6/2020 10:30,0.35015833,0.3659089
3/6/2020 10:40,0.34051734,0.35435218
3/6/2020 10:50,0.33918267,0.35264912
3/6/2020 11:00,0.33066157,0.34239903
3/6/2020 11:10,0.34759945,0.3626093
3/6/2020 11:20,0.35258526,0.36867687
3/6/2020 11:30,0.33857888,0.35191515
3/6/2020 11:40,0.32636854,0.33729702
3/6/2020 11:50,0.33052814,0.3422923
3/6/2020 12:00,0.3654455,0.3839049
3/6/2020 12:10,0.35733464,0.37445906
3/6/2020 12:20,0.32540107,0.33619565
3/6/2020 12:30,0.35111,0.367011
3/6/2020 12:40,0.3661557,0.38475934
3/6/2020 12:50,0.3592104,0.3766157
3/6/2020 13:00,0.34510186,0.35990208
3/6/2020 13:10,0.3327592,0.34503618
3/6/2020 13:20,0.34420168,0.35870185
3/6/2020 13:31,0.3426318,0.3569206
3/6/2020 13:40,0.3129349,0.32131886
3/6/2020 13:50,0.3585979,0.37587303
3/6/2020 14:00,0.3392919,0.35285926
3/6/2020 14:10,0.3368012,0.34976318
3/6/2020 14:20,0.3368827,0.35009634
3/6/2020 14:30,0.337269,0.35037842
3/6/2020 14:41,0.3240636,0.33477467
3/6/2020 14:50,0.33477253,0.34739083
3/6/2020 15:00,0.33656526,0.34993204
3/6/2020 15:10,0.32907784,0.3406139
3/6/2020 15:20,0.3516183,0.36728352
3/6/2020 15:30,0.36259294,0.3806572
3/6/2020 15:40,0.3426713,0.3566571
3/6/2020 15:50,0.33557627,0.34822863
3/6/2020 16:00,0.33230445,0.34448385
3/6/2020 16:10,0.32998198,0.34158534
3/6/2020 16:20,0.34059212,0.35442397
3/6/2020 16:30,0.3541027,0.37045214
3/6/2020 16:40,0.3336167,0.34620118
3/6/2020 16:50,0.3371533,0.35017973
3/6/2020 17:01,0.34973064,0.36504328
3/6/2020 17:10,0.35639182,0.37328234
3/6/2020 17:20,0.35700315,0.37386316
3/6/2020 17:30,0.34939435,0.36499035
3/6/2020 17:40,0.33652443,0.3496349
3/6/2020 17:50,0.36571157,0.3846623
3/6/2020 18:00,0.3392724,0.3527938
3/6/2020 18:11,0.35727432,0.37455815
3/6/2020 18:20,0.34255424,0.35663152
3/6/2020 18:30,0.35700554,0.3737884
3/6/2020 18:40,0.37571397,0.39643112
3/6/2020 18:50,0.34608984,0.36092088
3/6/2020 19:00,0.34987167,0.3654773
3/6/2020 19:10,0.34284487,0.3569626
3/6/2020 19:21,0.33484903,0.34762576
3/6/2020 19:30,0.35223424,0.36844712
3/6/2020 19:40,0.37321445,0.39333397
3/6/2020 19:50,0.3441211,0.35853228
3/6/2020 20:01,0.3357634,0.34854606
3/6/2020 20:10,0.34309372,0.3574214
3/6/2020 20:20,0.3584857,0.37587467
3/6/2020 20:30,0.36206686,0.37992102
3/6/2020 20:40,0.34257162,0.3570248
3/6/2020 20:50,0.36291295,0.38128746
3/6/2020 21:00,0.34630746,0.361428
3/6/2020 21:10,2.9841638,3.5988226
3/6/2020 21:20,0.35480165,0.37099716
3/6/2020 21:30,0.3297801,0.3414644
3/6/2020 21:40,0.36909506,0.3884502
3/6/2020 21:50,0.36563575,0.38432586
3/6/2020 22:00,0.34359425,0.35817677
3/6/2020 22:11,0.35343516,0.3701018
3/6/2020 22:20,0.35297894,0.36939418
3/6/2020 22:30,0.35864645,0.3762451
3/6/2020 22:40,0.3506472,0.3667127
3/6/2020 22:50,0.33186263,0.3442888
3/6/2020 23:00,0.33504266,0.3479989
3/6/2020 23:10,0.35985118,0.37740988
3/6/2020 23:20,0.33417624,0.34663647
3/6/2020 23:30,0.3434279,0.35795045
3/6/2020 23:40,0.3529495,0.36917144
3/6/2020 23:50,0.35685563,0.37390435
3/7/2020 0:00,0.34817845,0.36338034
3/7/2020 0:10,0.36676997,0.3859509
3/7/2020 0:20,0.33379018,0.3462472
3/7/2020 0:30,0.3452003,0.360087
3/7/2020 0:40,0.34200585,0.3561651
3/7/2020 0:50,0.3319065,0.34413695
3/7/2020 1:00,0.33678806,0.34999964
3/7/2020 1:10,0.3477708,0.36302838
3/7/2020 1:20,0.33520937,0.34809732
3/7/2020 1:30,0.3555469,0.37258393
3/7/2020 1:40,0.33582395,0.34873807
3/7/2020 1:50,0.35119873,0.36716
3/7/2020 2:00,0.35778642,0.37512472
3/7/2020 2:10,0.35457987,0.37114283
3/7/2020 2:20,0.34605235,0.36109358
3/7/2020 2:31,0.36539578,0.38384512
3/7/2020 2:40,0.34174728,0.35605076
3/7/2020 2:50,0.3442608,0.35897127
3/7/2020 3:00,0.3279466,0.33945265
3/7/2020 3:10,0.35634476,0.37326235
3/7/2020 3:20,0.3379283,0.35144824
3/7/2020 3:30,0.34877276,0.3640974
3/7/2020 3:40,0.35707587,0.3740196
3/7/2020 3:50,0.34734476,0.3622789
3/7/2020 4:00,0.3513708,0.36727798
3/7/2020 4:10,0.3425663,0.35686994
3/7/2020 4:20,0.34461838,0.359071
3/7/2020 4:30,0.3529725,0.36926758
3/7/2020 4:41,0.34941393,0.36486733
3/7/2020 4:50,0.34878284,0.3642606
